"","x"
"124","There are many Pros:
1. Good work-life balance.
2.  Appraisal twice a year.
3. Friendly and supportive colleagues and management.
4. Yearly cultural fest on a grand scale.
5. Yearly hackathon and other competitions.
6. Subsidized meals and free evening snacks/breakfast as per your shift timings. 
7. Free of cost transportation."
"125","Good for fresh grads. Very technical"
"126","Good pay, interesting work, fun people"
"127","For career growth prospective its a good organisation"
"128","Got a lot opportunities to learn various things.
Life and work is pretty balanced.
15 PTO to begin with, 1 day extra after each year. 
Subsidized lunch Monday-Thursday (usually only pay $0 ~$3 for out of pocket expense).
Free health insurance.
Discounted Stock purchase plan.
3% 401K match


Free lunch"
"129","Good work life balance ,work culture,team,benefits"
"130","Smart People
Fast paced industry
Problem-solving culture
Great benefits - ESPP, post-tax 401k, Dependent Care FSA etc."
"131","Worked here as a new graduate, there was a good training introductory period and staff were friendly and supportive. 
Range of languages used
Working environment was friendly and more relaxed than other workplaces"
"132","Good upper management and Manageable Workload"
"133","Free drinks, shuttle service and free merienda every last tue of the month"
"134","Good  work culture. This is what I can say"
"135","Best work culture, technology, Pay"
"136","Good experience, good to learn"
"137","Good office space. Good cab facility."
"138","There are free shuttles and drinks.
Great company parties too."
"139","Salary, Benefits and Leaves:
Salary is great for starters with no experience. You can stay for at least 2 years to boost your salary as appraisal happens twice a year. Depending on your team, promotion cycles also happen twice a year and I can guarantee that promotion is fast. Benefits are also great (e.g. Medical, Internet, etc. Reimbursements, Health Benefits [HMO], dependencies, etc.). Work-Life Balance is... highly practiced by the people too. You'll be granted 30 days of leave (can be used as SL or VL) not counting other types of leaves (e.g. Maternity/Paternity, Bereavement, etc.). For software engineers, you will be on-call which allows you to garner time offs or offsets which are multiplied (e.g. 1.5 times during weekdays and 2 times during weekends/holidays). This means if you work as on-call during the holidays for 1 hour, you can offset 2 hours in one of your next shifts. This is accumulating so if you have 8 hours worth of offset, you can use it as a 1 day leave (without using your original pool of leaves). Working overtime is also strictly prohibited and highly discouraged. If you work overtime, it reflects negatively in your performance. Sick leaves are convertible to cash (at most 10,000 pesos) and unused VLs (max 5 days) can be carried over to the next year.

Career Opportunities:
Depending on your team, you will be exposed in different programming tech stacks. Some teams offers a wide range of programming tech stacks while some use in-house tools instead. Not only your technical skills will grow, your soft skills will also be improved and worked on as the management focuses both on productivity for the clients as well as people skills to maintain a healthy work environment. This helps maintain a positive culture with the minimum corporate politics and less work toxicity. 

Management:
If you aim to be an individual contributor, your technical skills will be greatly sharpened and your manager will surely help you on that. If you aim to be a team lead or manager, your manager will also coach you on how to be one by providing leadership opportunities as you work with your job. Managers will also assess you objectively (or at least minimum subjectivity).

Minor Stuff:
Free shuttle (from glorietta to its offices and back, for 10 PM - 6 AM, a home-drop door-to-door service is provided). Unlimited Drinks, Free Snacks, Workshops, Sportsfests, etc. Company phone for on-call engineers with unlimited calls/text/internet."
"140","Good work life balance; Good working environment; relatively good health plan and other benefits."
"141","Great Supportive Culture
Smart colleagues
Free Lunches
Trusted to manage your own time
Good work life balance
Encouraged to do CSR 
CFA and other qualifications supported"
"142","its a good company to work. great workplace to work. its a good company to start for freshers."
"143","General absence of jerks, managers support their reports, good place to start your career"
"144","Great Benefits
Free Lunch
Lots of Potential
Great People"
"145","Good work experience
Transport is good"
"146","Work/life balance
Flexible schedule possible once you have earned trust"
"147","- Flexibility in shifts
- Open environment"
"148","benefits are more to employees"
"149","Have a good beneftits, medical, transportation, double pay, bonus"
"150","Benefits Free Drinks Home Drop Off Reimbursements Bonus"
"151","Work life balance
Employee perks
Free cab facility"
"152","Great People, Fun, Opportunites to move up"
"153","Great benefits: transportation, semi-annual performance bonus, etc."
"154","Now I understand why Employees like to work here. It's because you can take unlimited breaks unnoticed, you can extend whenever you want to, you can bring your bags inside the production floor, you can bring your cellphones with you inside the production floor, you can eat inside, you can watch YouTube videos while working, you can even watch movies, there are team who can finish their work early and just pretending... that they are doing something. (I am not sure what the leaders are doing about this but you can actually maximise this time by helping other teams, evaluation is just based on numbers, the organization is results oriented - numbers-driven. There are free snacks and shuttle, In fairness they provide a lot of benefits to their employees."
"155","Work/Life balance. 
Most of the people at the organization are nice people."
"156","free lunch,  good health care"
"157","Great environment, great benefits, non toxic workplace"
"158","Good benefits, software and finance departments are large and growing"
"159","Great people to work with"
"160","1. East to get in (just follow the interview questions on glassdoor)
2. If lucky you get to work with latest javascript frameworks on most of the teams
3. Free Food from Monday to Thursday
4. Good work life balance
4. Headquarter close to NYC"
"161","Work-life balance is not too bad. ."
"162","1. Decent Compensation.
2. Quarterly (Operations) and Half Yearly(Rest) Appraisal cycles.
3. Average yearly salary growth is at least around 13%.
4. Annual Bonus
5. Subsidized lunch with options of fruit, bakery and live counter.
6. Depending upon projects, there are opportunities to work on newer technologies
7. Free Transportation"
"163","You will learn different market scenarios and there financial reporting"
"164","Provides good benefits and hikes"
"165","Open door system. You can talk any Top management without restrictions"
"166","Facilities. Cab  snacks 6 month hike"
"167","Great work/life balance
Challenging
Opportunity for growth"
"168","Nothing Specific
Needs lot of changes in the policies 
 A clear no for freshers"
"169","- Great work environment
- Learn a lot about the business industry, buy vs sell side and different user types"
"170","Good employee relations and preferences. Great place for opportunity. Very good for Software engineers."
"171","Free drinks
Good benefits and salary"
"172","Facilities, Work Culture, Work Transparency, Hiking process, IJPs, Safety for Women"
"173","Most of people working here are very nice, and welling to teach. Depends on the team, but most teams have good work and life balance."
"174","Great environment, people and perks"
"175","Good Healthcare Benefits
No one seems to have to work more than 20 hours per week
Show up and leave whenever you want
Free lunch"
"176","Free drinks like juice and coffee and shuttle from work to home and relatively very easy job its  like finishing   your job in span of 4-5 hours a day"
"177",". Place where we can learn lot about Product/Project Management in one umbrella.
. Work culture"
"178","Best corporate culture in here"
"179","Great Benefits,Good training program,Great people to work with"
"180","Fun, laid back, good starting comp"
"181","Decent working hours, not as good as they claim especially when compared to compensation. 
Generally very nice people and nice collaborative environment."
"182","Did not see helpful information."
"183","Great place to work. Friendly environment and lot of scope for learning"
"184","A good kick-start company for starters
Excellent work-life balance
No strict timings
Flexible holidays (best thing)"
"185","Good management and work environment"
"186","great benefits. free shuttle to work & home drop-off.  depending on your shift.  free drinks (coffee, tea, soda, milk)."
"187","Good place to have a decent job and great and smart people."
"188","Good company culture with great associates at lower levels"
"189","The work was a secondary research on the base of 10k and amendments to provide financial data to investors for decision making all over the world."
"190","Lots of opportunity to learn in a challenging environment"
"191","Friendly and helping team members"
"192","- Friendly environment; people are all very nice
- Great work-life balance and PTO
- Lunch subsidy from Monday to Thursday and bagel Friday"
"193","Proper work-life balance, Good perks and very convenient."
"194","Entreprise en croissance
Liberté laissée aux salariés
Bienveillance"
"195","Benefits, Work Life Balance, Free Transportation"
"196","Work hours are relatively flexible for engineers, but your mileage may vary depending on your manager.

Good work life balance - option to work remotely. Rarely any hard deadlines, rarely (if ever) need to work late. 

Good benefits - you get the full package: good health insurance (medical, dental, vision), flexible spending account, commuter pretax deductions, life insurance, 401k matching, stock purchase plan"
"197","Great Benefits, HMO for employee plus 2 dependents, Shuttle service, Free drinks, Free healthy snacks once a month, Company outings, Great working environment, Semi Annual performance bonus and Increase,"
"198","Awesome place to work. management encourages you a lot."
"199","I came to FactSet several years ago to launch a career.  At the time, my plan was to build the necessary skill sets that would allow me the opportunity  to eventually work for a FactSet client. However,  having worked in other organizations prior to taking a job at FactSet, I came to realize what an incredible culture and opportunity I had walked into. I determined relatively quickly that FactSet was a place where I... would  build a career. Several years later, I have never been more confident that I made the right decision. FactSet continues to be a place where I have challenged myself and grown personally and professionally. 

FactSet is at the forefront of Finance and Technology and is well positioned for growth, despite a challenging market for many of its clients.  Senior Management has a sound game plan to capitalize on increasing market share and driving the company forward. 

As the organization has grown and evolved, career advancement opportunities have accelerated for employees. 

The opportunity to work with smart, intelligent, driven, and team oriented individuals across management and individual contributor roles is the backbone of a strong and innovative culture."
"200","Good benefits 
Flexible Hours & PTO
Free Lunch & Stocked Kitchens"
"201","flexbility, friendly, work life balance"
"202","Subsided food, free transportation, no work pressure,"
"203","Good work culture and cab facilities"
"204","Spacious and Hygiene Work Environment, Mingled Work Culture, Facilities are Good"
"205","- great start for fresh graduates
- good benefits
- friendly work environment"
"206","Good working environment and benefits"
"207","Constructive and happy work environment"
"208","CFA paid for, good colleagues"
"209","If you don’t get selected by your first choice out of college, FactSet is a great opportunity to work alongside those types of firms and transition to them after a year.

No disrespect intended (hey, I work here too), but if you’re a B- or below talent then you can find a stable and safe career here. 9-5 job and very little in terms of stress or repercussions in non-sales career paths.

Better perks (not pay)... than most of our clients (healthcare, snacks, happy hours, vacation, etc.) but laughably less than comparable tech firms in the same cities."
"210","Friendly to fresh graduates. They usually stay for 1-2 year and move on to giant tech companies. Factset is a great place if you don’t care about base salary and that’s exactly what you are planning to do in the next 1-2 years.
Health insurance is nice.
Lunch Monday- Thursday. But you may have to pay 1-2 dollars to buy a full meal.
Generous PTO days"
"211","Amazing time off and free lunch"
"212","There are lot of pros"
"213","FactSet provides outstanding compensation and benefits packages.  Aside from monetary compensation it maintains an excellent work-life balance while always presenting challenging work.  If you work hard and excel in the role you are in, doors will open and you can carve out a diverse and flexible career being exposed to different teams and departments.

The people are what make the company great and its no... surprise many in senior leadership have stayed at the firm for so long.  It's a great culture, thriving company and something many here are proud of."
"214","Everything is good in the company"
"215","Work life balance and colleagues are available to help"
"216","Laid back environment, super flexible work working hours, great people to work with, convenient location"
"217","Good salary as a Fresher.
Two way transport provided by the company 
Food provided by the company which will deduct from our salary at once in a month"
"218","1. Extreme work life balance.
2. There is no limits on In and Out time.
3. No work pressure at all."
"219","1. Good accounting knowledge would help you to clear the interview
2.  Very friendly managers.
3.  HRs are very approachable
4. They provide two way cab facility"
"220","Management is very good. Training is provided for all new hires so prepare them with all they need before they proceed with the actual work, and gets closely guided by more experienced people. People are very friendly. You get flexible work hours."
"221","Facilities are good like transport to and fro"
"222","Good benefits package
Free snacks
Shuttle services"
"223","Work Environment,  free lunch, ability to work with those around you."
"224","Friendly atmosphere. Decent perks and remuneration."
"225","CFA fees are paid and rewarded"
"226","Transport,  Food, Work environment ."
"227","Compensation and Benefits
Work-life balance
Flexible schedule"
"228","Culture, dynamics, inclusion and diversity (though still has ways to go), retirement package, provident fund, insurance, 2x/year salary appraisal, 2x/year performance bonus, free drinks, lots of freebies, autonomy on most roles."
"229","Good benefits. Free merienda and shuttle service. Work-life balance although in peak seasons there's required OT during weekdays and weekends."
"230","FactSet is a good company with lots of benefits such as free food,  paid internet, cell phone, lots and free transportation"
"231","1. Great learning experience as a fresher.
2. Cab facility.
3. Meal Options.
4. Great growth prospects."
"232","Working culture free food and transport"
"233","Good company, good compensation, great atmosphere to work in."
"234","•Best Work life balance
•Very professional management around 
•Team leads understand each and every situation of your's
•Friendly atmosphere with co-worker 
•Annually day celebration 
•Hire archly"
"235","Open path to  progression and management positions for high-energy and positive people. Overall great people working there."
"236","Flexibility
Learning opportunities 
Exposure to asset managers in the industry"
"237","Good Place to work.
Friendly Environment.
Good scope for learning new things.
 Great culture and treat employees very well
Provide great flexibility to the employees"
"238","Easy environment, low stress for most of the projects. Good for retirement and people who just looking to settle down."
"239","*People are nice and friendly. Minimum drama and toxicity. You can have friends for life here. 
*Competitive salary and benefits.  
*Free drinks until you develop diabetes so you can use your health card
*Good work-life balance.
*Great career starter for fresh graduates"
"240","The facilities of factset are very good"
"241","Free drinks and door-to-door shuttle service, medical reimbursement, and Intellicare benefits for employees plus two dependents"
"242","• Good Transportation services (Shuttle will fetch you from home if you're in GY shift)
• Free drinks (from soda to juices to fresh  milk)
• New regional headquarters on the way to completion in 2020
• Fresh career opportunities since the company is in an expansion phase
•"
"243","pas de cantine, ticket restau au minimum, locaux vieux et étroits"
"244","The work/life balance was great."
"245","cab facility,  no targets, no threshold,  nice people and culture, fast growing"
"246","Good benefits
Shuttle service for midshift"
"247","Good work life balance and great co-workers"
"248","Employee engagement, bonus, free shuttle, free drinks"
"249","-Very creative in hiring talent. Which is missing in most organization. Especially in India.
-Excellent ground for talent to grow through formal and informal means."
"250","Good Work/life balance and benefits"
"251","There is a Good work/life balance"
"252","Very good pay, scope to learn a lot of new technologies."
"253","Fantastic coworkers, free lunch, excellent (if long) training program, and some interesting problems to tackle"
"254","Work-life balance and benefits are superb . Plenty of opportunities to work with a wide array of technologies."
"255","-culture is great
-finance and client management knowledge"
"256","Overall great company , great benefits"
"257","Work life balance is good"
"258","Best Internal Tools made by Factset.
Facilities, New management, Fun activities, Equal work distribution"
"259","Transportation is provided for employees so they can be on time to office. This has set a discipline in the company and most of the employees have fixed shifts."
"260","Customer Focused (again). Filled with great and intelligent people. Pay generally competitive. Good Mission. good snacks. stipend lunch. home/life balance. great benefits."
"261","No much work pressure in company"
"262","Excellent work life balance, pleasant team to work with"
"263","Free drinks and snacks every month"
"264","Positive and young work environment.
Challenging summer-long projects that you present to senior management teach you so much about FactSet as a company, their software, industry competition, and client workflows."
"265","Good work balance and Good management"
"266","Work life balance. Free lunch."
"267","Work life balance, latest technologies"
"268","Work/life balanace, culture, healthcare, benefits"
"269","Transport facility, work culture,  Career Development"
"270","Good Work environment and internal promotions are very good"
"271","Health Benefits and Lunch Benefits"
"272","great place to work here"
"273","work life balance is good. encouraging environment"
"274","Comfortable office with reasonable hours and some good people to work with."
"275","Employee Benefits, Inclusive culture, Great Leadership"
"276","Friendly, knowledgeable, encouraging, career oriented, professional"
"277","Structured and well organised firm"
"278","Great work environment and opportunity to learn every day."
"279","The energy is young and vibrant!"
"280","Transport Facility, Work Atmosphere, Admin"
"281","Friendly Work Environment
6 months appraisal cycle
Good work life balance
Flexible working hours"
"282","Amazing manager, colleagues, good atmosphere, great office location, free lunches, good salary, relaxed environment,  working with talented people, massive company. Great place for a career. Impressive retention rates.  Best place I have worked."
"283","Work life balance and scope to learn new technologies"
"284","* Helpful team members(colleagues):  Arguably the best team members you will find in the corporate world. 
* Organized Workplace: Everything is organized here starting from lower level management till topmost.
* Work-Life balance: The best work-life balance you will find..WFH..laptops..flexible shifts
* Leave Approval: Leaves will be approved instantly, no questions asked
* Food: Free Breakfast and Snacks.....subsidized (50% company-50% employee) lunch and dinner
* Transport: Free transport facility available.
* Appraisal: Unlike other companies there is an half yearly appraisal process adapted here."
"285","- good starting salary, with regular modest salary increase
- free drinks, and monthly snacks
- flexible working hours (depending on role)
- good work culture (has a football team, and other sports)
- volunteer opportunities (tree planting, teaching, elderly care)
- approachable managers/directors (depends on team/group)
- CFA sponsorship opportunity
- available work on multitude of products &... asset-classes"
"286","Work life balance.
You can learn if you wish to learn."
"287","Transport is a positive
Food 
Comfort
Good Hike
Promotions
----
---"
"288","good benefits, good work life balance"
"289","Great benefits (medical, dental, vision, HSA, free lunch 4 days per week),  down-to-earth people, good work-life balance,  they provide employees with good laptops and spacious desks, great office location (right next to Grand Central Terminal)."
"290","Environment and employees are nice"
"291","Good start for beginners and engineers"
"292","Work life balance like no others"
"293","Work-Life Balance
Heavy on training employees
Equal opportunity to get promoted
Free Coffee and other drinks"
"294","Work form home and half yearly raise"
"295","1. Amazing projects to work with. I worked on projects related to Machine Learning and Automation - the current market trend. Good exposure of learning and involvement. When a project is assigned, you own it completely. Having said so, not everyone gets such projects - you have to continually prove your worth to have these. 
2. The team in general (esp Senior managers) have very flexible work hours.
3. The core... team of Project Leads are the only ones driving the team.
4. Good Package for only few resources (they hire 1 good candidate for 100 below average resources)"
"296","Helpul managers and flexible time"
"297","Friendly environment,  Hike,  approachable, Transport, leaves"
"298","- Great people (everyone at Factset is nice, very few a'holes)
- Collaborative and friendly culture (People are very approachable and happy to help)
- Free lunch 4 days a week and free snacks/drinks (Some people call it Fatset for a reason)
- Good benefits (Holiday allowance is good, benefits range is decent)
- Great work life balance
- Flexible working
- Despite some complaints of tightening up on expenses... and some finance silly rules Factset generally has a good travel policy, decent hotels and an efficient expenses claims system"
"299","Nice work place 
management is very nice easily approachable"
"300","Good compensation. 
Good benefits.
Slightly laid back culture"
"301","Good Culture. Work and Life balance."
"302","Good place to start for any fresher but not for experienced 
Transport Facility is good
Few Employee Benefits are good"
"303","-Health, Eye, Dental insurance
-Free Lunch Monday - Thursday
-4% 401k match (with Roth option) & 15% discounted ESPP
-Ability to take time off as needed (9 market holidays + 20-25 vacation/sick days)
-Access to all FactSet applications for personal use
-Interesting projects, challenging problems to solve and exposure to performance, risk and quant teams (often where people from this role leave to)
-Last... defense on client facing side for analytics/quant products. This comes with great deal of responsibility and respect for those you train/help in general consulting
-Strong, qualified management for this team that lead by example
-Most useful support role to acquire transferable technical skills"
"304","401k matching, great health benefits, great work life balance, finally c++11 as of 7/18"
"305","Employ Facilities are good transport and food."
"306","Culture is a definite plus"
"307","good salary, pretty flexible vacation days since you can opt to work on public holidays. Also pretty good benefits"
"308","Offers a positive and young environment. Everyone is passionate to do more."
"309","Good entry level job in terms of experience and salary"
"310","Great people and smart employees"
"311","Top management is brilliant. They respect your knowledge and provide valuable feedback for growth."
"312","the only pro i can say is that my workmates are all nice"
"313","A lot of information and learning to gain both on finance and IT side."
"314","1.Work-life balance is awesome!
2.Supportive environment."
"315","Work Life Balance, Healthy Competition"
"316","Transport
Support Staff
Admin
If anyone from village, non-locals, new to hyderabad city then this is best place for you to start your career, trust me you will feel like you are at home
No corporate culture etc, everyone is free and open to approach"
"317","Good exposure
excellent culture
and some very good carrom and tt players"
"318","Shuttle service, free drinks and trainings"
"319","flexible working hour, great lunch options, peaceful working environment, suitable for those who want a work-life balance with no pressure at all"
"320","Great employee benefit and retirement package"
"321","FactSet is a great to build a career, friendly people, interesting work, what more could you want."
"322","good environment to work"
"323","Forte croissance. Rôle du challenger par rapport aux grand Bloomberg et Reuters"
"324","Amazing work life balance
Amazing work culture
Exposure to multiple technology
flexible working hours"
"325","High pay and great work environment"
"326","Work Life balance. Good package."
"327","Freedom to set your own pace of work (within reasonable boundaries)
Opportunities to learn various technologies
Freedom of movement internally (ability varies based on position needed)
Helpful employees, always willing to lend a hand/advice when needed
Well managed company - putting employees first
Relaxed environment
Community outreach
Compensation and benefits are good (probably a bit over the industry... average)"
"328","lots of benefits/perks  provided by the company"
"329","Work life balance, shuttle service and drinks perks"
"330","Good working environment and good camaraderie"
"331","Best work culture, economical pay, transportation, good HR department."
"332","Good & Comfortable work life balance"
"333","- They file for H1b
- They apply for GC
- Good environment, good work, decent pay, good benefits and good people"
"334","Work-life balance,environment  and culture"
"335","I've worked at other competitors in the past and find FDS employees to be smart and hardworking.  I think the flexible work life balance is beneficial, but also think that a regular FactSet employee gets done in a day what other firms do in a week - so it is a win/win.  The program for new employees starting is excellent and I'm impressed with the amount of opportunity provided to everyone out of the gate."
"336","Work Life Balance and chilled environment"
"337","Good benefits
Good work/life balance
Smart colleagues
Good Management"
"338","Employee friendly, great work-life balance.
Hard work and creativity are appreciated and recognized timely."
"339","Good work culture, flexible timings"
"340","Great work culture
Bi-annual appraisal
Good for Engineers"
"341","Comfortable working space with good cubicles.
Adequately relaxed atmosphere with smart casual dresscode."
"342","Good benefits
Young, friendly environment
Good work life balance"
"343","Great pay and nice perks"
"344","The workforce is young and vibrant, so you will work with people you truly get on with. Management structure is also very flat with promotions based on ability rather than age.
Additionally, you'll be given very early exposure to some of the most senior people and firms within the Asset Management industry."
"345","Best place to learn and grow."
"346","Good Place to work for Engineers"
"347","Culture, opportunity, promotion, ability to learn on the job,"
"348","Great people.  Challenging work.  Reasonable workload in most positions.  Awesome benefits."
"349","Work and Life Balance are definitely amazing"
"350","Great coworkers, kitchen is well stocked"
"351","Good work life balance
Young, energetic atmosphere 
High energy job
Great exposure to clients across the finance sector (buy side, sell side, junior analyst to CIO level)
Good for building relationships in the industry
Challenging job"
"352","I've been working for 3 years and I got 2 promotions already. This company really values the welfare and skills of it's employees. They know how to retain the employees."
"353","Great work life Balance.
Excellent work culture.
Decent half yearly hike."
"354","Great compensation and benefits.
Good working environment and lots of career growth opportunity."
"355","lot to learn, no work pressure, good work life balance"
"356","Strong consistent growth
Strong business model"
"357","Cab facility and  subsidized meals"
"358","low stress environment
friendly coworkers
good upper management"
"359","Positive work culture
Best company to work as a fresher
Good learning experience"
"360","Love the atmosphere and the culture at FactSet, very welcoming"
"361","work balance, good medical benefit"
"362","They have a process in place. which sometimes helps.
Can learn a lot if you interact with us teams.
good work life balance."
"363","-Good company perks/benefits (subsidized lunch, snacks, 401k, stock options, PTO)
-Young and energetic environment, good for recent college grads
-People are really friendly and are always willing to help. The culture is not cutthroat at all.
-There is client-facing interaction very early on, so there are ample opportunities to develop soft skills and network with various professionals in the finance industry....
-The training program was fun because you get to meet many different consultants from across the country"
"364","Good Working Ethic & Positive Environment to start a Career"
"365","Has a Good working environment"
"366","The company has great benefits"
"367","Great company to start your career"
"368","Factset is extremely laid back and a great place to be if you want to have a life outside of work. The projects are interesting and there are tools to help develop your skills."
"369","good compensation and medical benefits not only to employees but to their dependent(s) as well... very good door-to-door transportation service."
"370","Friendly atmosphere, multicultural environment but"
"371","Love work with this company , good place to start career here .Excellent work culture and  Employee friendly"
"372","Awesome work culture and great stuff to work on. The benefits are awesome too."
"373","Work culture is really positive and exciting"
"374","Good place to work, transportation, canteen etc"
