,X1,pros_page1,pros_page_rating_value
199,24,Friendly co-workers and flexible working hours,1
200,24,Better  and understanding people to communicate with,2
201,25,Work from home when needed,4
202,25,"This is best place for work life balance with varied knowledge i received working in a Product based company like TR. The team is appreciative, innovative and understands employee thoughts on work & process",4
203,25,"Flexible working
Autonomy
Salary
Good bonus
Benefits
High holiday allowance",4
204,25,"Learning opportunities, work life balance, corporate social responsibility",5
205,25,Benefits are amazing and there's a lot of work life balance. Probably the only benefit missing is on-site daycare.,4
206,25,"Good culture,  professional employees,  challenging job,  good managers,  easy going job,  very good leave plans",5
207,25,It's a huge company with tremendous opportunity,5
208,25,"Flexibilidad horaria
Home working
Buen ambiente
Buenas oficinas
Capacitaciones",2
209,25,Good working environment and people.,4
210,25,Pay raise every year if metrics are met. Additional overtime during peak season,2
211,26,Work Life balance is good.,4
212,26,Support from Colleagues and Managers.  Best foundation to start a fresh career.,5
213,26,Prestaciones superiores a la ley,4
214,26,"- There is good work life balance 
-",4
215,26,"Large company, great culture. Pays well for zero qualifications.",4
216,26,"Empresa multinacional, Salário compatível, agradável de trabalhar",5
217,26,"Work-life balance is good, Relaxed job",3
218,26,"Autonomia, Localização, boa gestão, benefícios e acompanhamento",2
219,26,"Caring management, lots of amenities on campus, easy to move jobs within the company",4
220,26,"Conciliation vie personnelle et travail, télétravail possible, avantages sociaux",2
221,27,Learning and development of news sense,4
222,27,Provides all benefits you would expect from a good employer,5
223,27,"Good office atmosphere, no pressure at work. Cab facility is provided",3
224,27,"Salary, atmosphere, engagement,  growth, employee friendly",5
225,27,"Used to be a phenomenal place to work.  Reorg over last 6 months has sapped morale from sales force.  I'm a 10+ year vet and was always very pro TR.  Lately, just seems like a big cluster F.  Long term customer relationships have been severed,    every tenured sales rep is basically waiting for a good opportunity to come along to jump.",4
226,27,"Home office, networking, muy buen ambiente laboral.",5
227,27,"working environment,
Infra,
CAFETERIA,
comfortable 
good for freshers",4
228,27,"Ambiente global, oportunidades de crescimento.",2
229,27,Good work life balance,4
230,27,flexible schedule and good work environment,2
231,28,"Strong on salary or 'compensation' as they annoyingly call it
Was some travel, frozen a few years in for cost cutting though",4
232,28,Ambiente agradável e funcionários muito amigáveis,5
233,28,a good culture to work,3
234,28,"Progressive, collaborative and global company, very friendly.",5
235,28,You can expect to learn from the best,4
236,28,"Friendly environment, nice people, traditional company",5
237,28,Cumple con estabilidad laboral permanente,4
238,28,Good life work balance and good benefit,2
239,28,"Bons beneficios, flexibilidade e autonomia.",4
240,28,"Great Benefit, Global business environment,  carrier opportunities",2
241,29,Comprehensive benefits. Professional environment. Well-funded projects. Opportunities for advancement.,4
242,29,"Good employment benifits, transportation facility to employee made for ladies especially too many benefits",5
243,29,Worked with a great team. Interesting work. Great incentives and benefits.,4
244,29,"Empresa gigantesca no ramo de Tecnologia e Informação, possuindo vários benefícios, como PPR, alto VR, bom plano de saúde e de carreira.",5
245,29,"bom nome de mercado, oportunidade de estudar suas ferramentas de mercado ( mastersaf, softway, taxone)",4
246,29,Flexible work pattern and great people,5
247,29,TR is a great place to develop skills in SDLC.  I enjoyed working with the teams and many individuals.,4
248,29,#NAME?,2
249,29,"Work Life balance,  culture,  variety,  global, tech",4
250,29,Ambiente de trabalho e a localizacao da empresa em Campinas.,2
251,30,good work culture and flexibility,4
252,30,Good company to work with.,5
253,30,m giving 5* because It's an amazing product based company to work with where you get a lot of allowances and get to meet some of the professional people. Please don't fall into politics. The company culture is very nice and professional. you would love to work if you go with the technical field rather then support.,5
254,30,Good management style and good job advancements,5
255,30,"Brilliant work atmosphere, helpful colleagues and nice work environment",4
256,30,"leave policy is good whencomared to other companies. 
friendly environment.",3
257,30,"Apesar de ser injessada, existe espaço para modernização contínua. Bons benefícios e contato com profissionais globais.",4
258,30,"Empresa de Grandes Desafios, e bom ambiente de Trabalho",2
259,30,"Empresa boa para se trabalhar, tem um ambiente descontraído.",4
260,30,"Ambiente propício para o aprendizado, colegas e gestores ótimos e acessíveis além de serem excepcionalmente técnicos no que fazem.",2
261,31,Bons benefícios e uma excelente escola,4
262,31,"Oportunidade de desenvolver o inglês,",5
263,31,"Buen equipo, buenos jefes, ambiente lindo, limpio, buenas instalaciones, capacitaciones constantes",4
264,31,"Strong work ethics, work-life balance",3
265,31,"Pessoas com expertise na área de tax, legal e foreing trade agregam conhecimento no dia a dia em suas negociações.
Grande base de clientes, contratos e soluções para o mercado.
Empresa em transformação no Brasil, podem surgir novas vagas e experiências.",4
266,31,"Good work/life balance (especially for NYC), my manager was great & very professional, micromanagement was not something that was prevalent throughout the workforce, vibrant office culture (at least for the most part), flexibility to work from home once established, pretty reputable company that will enable you to gain exposure in a countless number of areas, and overall solid product.",5
267,31,"O ambiente é ótimo, os funcionários podem contar com alguns bons benefícios e no geral sinto que a empresa preza e valoriza os bons funcionários.",4
268,31,"Great people, flexible working, very innovative",2
269,31,Salário e benefícios são compatíveis com o mercado,4
270,31,Good work life balance.Good learning opportunity in some projects.,4
271,32,"Professional, trendsetting company paid close attention to clients needs",4
272,32,"nenhuma,paga se muito pouco, alem disso nao da chance.",5
273,32,"Work Life Balance 

Praised when boss likes you",4
274,32,A empresa oferece bons benefícios,5
275,32,"VR, AM, AO, PLR, VT",4
276,32,"Ambiente amigável, qualidade de vida.",5
277,32,"Quite generous with PTO, lots of corporate transparency.",4
278,32,"Pró-ativa, gosto de aprender sobre coisas novas e  aprendo rápido, amo a área de sistemas da informação/comunicação, e pretendo crescer na área por isso busco uma oportunidade especificamente na empresa Thomson Reunters.",2
279,32,Work Life balance. Good boss.  Good pay.,4
280,32,Interesting work.  Good team.,2
281,33,"Infraestrutura/ambiente é bem agradável. Os benefícios são ótimos, há oportunidades para adquirir mais conhecimento e os horários são flexíveis, além da folga no dia do aniversário.",4
282,33,"- Competitive pay
- Free soft skill learnings (e.g. subscription to HBR, workshops, etc.)
- Newly added employee aid program (mental health, legal, etc.)
- Cross-collaborative culture
- Feels like school more than a company
- Employee has contro",5
283,33,"Thomson Reuters in general is a great company. 
They are always striving towards inovation.",4
284,33,Good Place to work there is no rotational shift,4
285,33,"Decent benefits, enjoyable coworkers, free coffee",4
286,33,"The company allows for a flexible schedule, so you aren't bound to coming into the office every day.",5
287,33,Nice bonus year after year,4
288,33,"Work from home, good maternity and paternity leave, good vacation time",2
289,33,"Great place to work, amazing people, fantastic culture",4
290,33,"This is a great company for work/life balance. Depending on your manager, you have the opportunity to work from home.  The people that work here, no matter what their title is, are very nice. Pay is great, especially as compared to our competitors.",2
291,34,A very good environment and colleagues,4
292,34,"Average remuneration with a slow material progression. Good office culture, flexi working and laid back managers.",5
293,34,"Flexibility, Policies,Learning,Benefits and Working culture...",4
294,34,great culture and great respect for women,5
295,34,"Te sirve para el cv, haber trabajo en un multinacional, te sirve solamente de experiencia. Es lo único positivo que tiene trabajar ahí, no hay nada bueno.",4
296,34,"good benefits, although used to be better",5
297,34,"Good pay, good pay, good pay. (If you don't count soul selling on your balance sheet)",1
298,34,"Good work life balance, mixed knowlegde we will learn in the company.",5
299,34,Nice place to grow and best place to learn,4
300,34,Good Place to work with,2
301,35,"Um empresa muito boa de se trabalhar, fornece muitos benefícios. Ambiente agradável. Salário bom. Oportunidade de crescimento dentro da empresa.",4
302,35,"growth opportunities,  large company",5
303,35,"Good benefits,  excellent salary",4
304,35,"One of the nicest organisations to work with. Extremely good work culture, friendly bosses.",4
305,35,Work environment is good and the task are equally distributed to employees. Offers competitive salary and benefits packages. Good work schedule.,4
306,35,1.Perfect balance of work and personal life 2. You have plenty of activities to get your work stress out 3. For IT people this is a really good place to learn in a stress free environment,5
307,35,"The people, who are still holding the forth",1
308,35,Good work to life balance,2
309,35,"Great people and culture, with relatively good corporate benefits.",4
310,35,"work life balance, cab facility, a good place to work, you will work on latest technologies",4
311,36,"Infrastructure, Friendly environment, great work life balance",4
312,36,Bom variável pago em dólar,5
313,36,"good flexibility, nice facility, good environment to work",5
314,36,good rewards program for performers; good benefits; great brand,5
315,36,"Work from home, benefits, location, people",4
316,36,"GOOD and passionate organisation.

Very good process",4
317,36,You can find a very good work-life balance.,4
318,36,"Well known company, benefits, international career.",2
319,36,"Good people, excellent job and travel opportunities, brilliant name to have on your CV. Good hours. Fantastic journalistic integrity.",4
320,36,"Great company to work, good culture, work life balance",5
321,37,"Quick Growth Opportunities
Young People
International Culture",4
322,37,Not much to break your heads for. Simple and satisfying job.,5
323,37,Best place to start your carier,4
324,37,"Recognition, growth opportunities, assistance, good applications for new hires, hub pages for beginners, SME group as knowledge centre",5
325,37,"Culture, values, career opportunities, safe environment",4
326,37,Best place to maintain a true work life balance.,5
327,37,"good company, good projects, good exposure",4
328,37,"One of the best places to work. I had every opportunity to pursue my interests and grow, despite all the changes within the company. Great staff and supportive environment! Keeps you on your toes.",5
329,37,"great location,  and people",4
330,37,Good work Culture and Envt.,1
331,40,People are very good there. Shows respect to each other. Manager of my team was very nice.,4
332,40,"Coworkers, work-life balance, team work",5
333,40,"A comunidade Thomson Reuters é muito receptiva! É uma empresa com um ambiente de trabalho muito saúdavel. Investem no começo da carreira das pessoas, oferecem cursos etc",4
334,40,"Good work environment, good communication",5
335,40,Good name recognition with company,4
336,40,"Très bonne ambiance, bon salaire et flexibilité",5
337,40,"Shift timings, transportation, shift allowance etc",5
338,40,Best work ethics and environment,4
339,40,"Reuters is one of the oldest, best and most prestigious news agencies in the world. The people are great.",4
340,40,Good Pension and colleagues are helpful,2
341,41,"Work-life balance
Work from home opportunity for everyone
Good pay for juniors
Brand looks good on resume",4
342,41,Good scale in terms of salary,4
343,41,"Great software
Flexibility - provide working from home",4
344,41,"Good people, benefits and products",5
345,41,"Flexible working schedule
Great and talented people
Potential to do so much more",4
346,41,Stable job and good working environment <U+0001F44D>,5
347,41,"Ambiente da empresa saudável, com fácil acesso a diretores e gestores Organização na parte de acessos e equipamentos para cada colaborador Muitos benefícios e boa remuneração Boa qualidade de vida, coffee de aniversário na empresa todo mês Grande liberdade para desenvolver seus projetos Muitas opções de lugares próximos para almoçar Possibilidade de home office RH de fácil acesso também, com transparência nas... informações",4
348,41,"Work/life balance
Great team in the nordics 
Variation in tasks",2
349,41,You get to work with different technologies,4
350,41,"Great benefits, culture and co-workers",2
351,42,"Gain some experience , depending the department",1
352,42,Good work life balance,5
353,42,Benefits and career development and inclusive environment,4
354,42,Ambiente de trabalho bom e excelentes possibilidades de aprendizado técnico. Equipes de trabalho muitas vezes são engajadas e competentes nas tarefas realizadas.,5
355,42,"Light work, and work life balance",4
356,42,good training is about it,1
357,42,"Great people, great work life balance",4
358,42,"Dificil avaliar, uma vez que o departamento em que trabalhei nem parecia Thomson Reuters. Muitas empresas compradas, que não são incorporadas de maneira completa e eficiente.",2
359,42,"Helps corporations worldwide solve accounting, legal and financial problems.
Good benefits.
Uses the latest enterprise software.
The company acts like a private equity fund, always pursuing growth and ready to  change the corporate strategy if necessary. There is a permanent focus on results, which makes them always open to buy and sell whole business units with tens of thousands of employees.",4
360,42,"Good culture, trust, and not fast pace",2
361,43,Work-life balance is good. US leadership is good-appreciative.,1
362,43,Good environment to wok & everything is fine,5
363,43,Great work life balance. Partial remote work available on some teams via wfh days. Great benefits.,4
364,43,"You can enjoy work life balance
Good Shift Allowances
Encourage new ideas and creativity",5
365,43,"Great team
Decent work/life balance 
International approach",4
366,43,Solid pay and nice training,5
367,43,A very good work environment. A good work life balance,4
368,43,"Office Campus is very good 
Location",2
369,43,"Package is decent
No other",4
370,43,Great colleagues and good work life balance,2
371,44,"Good leave benefits, open door policy, young work force",3
372,44,"working environment, employee friendly, transparent, good incentive",5
373,44,"Good work life Balance
Flexible work timings
No targets",4
374,44,benefits quite good with great health insurance,5
375,44,Good honest employment and good teammates,4
376,44,"La empresa tiene un buen ambiente laboral y cuenta como beneficios lo siguiente: Home office, días de vacaciones contados como días hábiles, horario flexible, prepaga. No hacen problema si necesitas salir antes por algun trámite o por turnos médicos.",5
377,44,"Work Life balance , Culture , Manage personal life",4
378,44,"Smart, dedicated, inspiring people and editors.",2
379,44,"Decent work/life balance and employees tend to be tight-knit, although somewhat clique-ish, depending on how long you've been with your team.",4
380,44,"Large company, good benefits and great people",2
381,45,"Duerante este año como miembro de la compañia he aprendido muchas cosas. Gracias a mis compañeros que me transmiten sus experiencias me siento cada dia mas fuerte a la hora de visitar a un cliente. En el equipo se siente la sinergia que se logra en virtud de los objetivos grupales e individuales. 
En TR nos tratan como personas y se nos ""mima"" en determinadas fechas.",4
382,45,Steep learning curve; good management,3
383,45,"Localização, vale refeição muito bom, ambiente, frutas todos os dias, café de coador, maquina de café e maquina nespresso, convenio médico muito bom",4
384,45,"Was a great place to work, mainly due to people and colleagues",5
385,45,Good training but sometimes you get the feeling its out of context with own personal development and team goals.,4
386,45,"Competent, capable and articulate individual with special talent for distributed system environments",5
387,45,"Management, Pay, Personal Life balance",4
388,45,A lot of welfare here,2
389,45,Good place to start your career,4
390,45,"Good work life balance
Good perks",2
391,47,Thomson Reuters works on a lot of interesting products and services.,4
