"","x"
"27","They hand out generous bonuses at the director level and above.  They make appropriate investments in technology and tools, although the training is often inadequate and implementation is done too quickly."
"28","Large enterprise with many opportunities to move throughout a global company.  The benefits are great for a large company. Great health benefits; great extra learning opportunities, still has a pension plan, 401k with company match;"
"29","The people are respectful and motivated.  Regular hours and the suburban location.  Many in management support taking risks to improve the way we go about our work."
"30","There is career advancement at Thomson West.  However, even though the ""merger"" happened over 5 years ago and Thomson was the acquiring company, the Minnesota-based West Publishing culture still prevails."
"31","Thomson offers good environment for a sales professional with proper balance of compensation, work load and personal life.  Management are approachable and competent but as with all companies of this size politics do exist but not to the level that it is the focus of the company culture.  Opportunities for advancement are good and the turnover in sales is relatively low.  Overall a positive sales environment."
"32","A relaxed and 'informal' culture."
"33","The salary and benefits were very competitive.  The vacation time/paid time-off was excellent.  My immediate manager and his boss both fought for their people instead of for themselves.  Reuters was a large company, and I was at the lower levels where I was shielded from a lot of the politics."
"34","The resilience and financial results of Thomson Tax and Accounting, TTA PS&S, aka, Creative Solution’s (CS) for the last couple of years has provided a job environment that feels secure in these uncertain market times.  The environment at CS is laid back but extremely profession as it comes to our products and deliverables.  Employees of all levels at CS seem to understand the importance of family and a life outside... of work, yet at the same time want to and do deliver excellent services and products.  It is a great place to grow professionally and have the opportunity to learn many aspects of business."
"35","Great benefits, good work / life balance, career growth potential, healthy work environment, great office options including company store, Carabou Coffee, free fruit and milk. There are so many areas of the company that would be good to work for, depending on your skill set and aspirations, it could be the place for you. A big company makes you have to work hard if you have any hope of being promoted. Tuition... reimbursment is great, as well."
"36","Salary and benefits are reasonably good and so is the work/life balance."
"37","Good work/life balance. People from middle management downwards are great at ""keeping the show on the road"" and really dedicated to the product."
"38","Interesting. Good clients, good products. Diverse role and options to study. Room for promotions and flexible working."
"39","Work life balance.  Flextime, and no expectation that ""the best work takes place after five pm"" like there is a lot of places.  Quite a few people, even in senior management, come in early and leave early without it being a career limiting move.  The technology organization is especially competent, and anyone with a good idea that can define the good idea in terms that the technology folks can understand is treated... with respect and sometimes even adulation.  The strategic marketing services organization is bright, strategic, analytical, and continues to be on the cutting edge.  The content operations group and the content technology group are competent professionals led by competent professionals."
"40","A truly global company with excellent journalists, many of whom are truly authorities on the subjects they cover. The quality of the news is very high, but not complacent - the organisation has the self-awareness to be healthily self-critical. The journalists are very committed, simply because most of them could earn more elsewhere. So if they don't like it, they quit. Top management is generally open to innovative... ideas about how to improve things, although bureaucracy can stifle efforts for change, just like anywhere. The culture is open and accepting of diversity. Mistakes tend to be dealt with in a sensible way: acknowledged and investigated enough to avoid repetition, but only punished if they are disastrous, repeated and stupid, or go against the code of conduct.
The recent takeover of Reuters by Thomson has opened up huge opportunities for the business, but also for employees, since we now have a much wider range of job opportunities. It is also giving an fresh impetus to reform of the company, including a much-needed revamp of our products and our editorial systems and a clearing of the cobwebs elsewhere.
There are also opportunities to live and work in places that other companies have hardly even heard of."
"41","No other company in the information industry can match Thomson Reuters breadth and depth of information assets.  The brand is among the world's top 50.  The company is generally supportive of work-life balance and encourages employees to maintain and healthy balance.  Thomson's 'pay-for-performance' culture seems to be carried on to the new organization which is a plus.  Integration of the two firms has been very... smooth for the most part with few bumps.  Overall, there is huge potential for growth and dominance in the next decade as information and the quality of that information grows in importance and demand"
"42","Good work-life balance, decent benefits and nice people. Great choice If you value your non-working hours."
"43","Thomson Reuters is an excellent company for an entry level position or for your first job experience. There are many departments to move around and grab all the knowledge you can. They also, for now, have a decent college tuition program."
"44","Great compensation and large company"
"45","A large corporation with numerous opportunities in a variety of fields. If you want to move around, you would certainly have a wide range of lateral and vertical paths available."
"46","Depending on your position, the salary can be very competitive. Benefits are decent. Training - if you have time for it -- is pretty good. Availability and use of technology was great."
"47","The people were friendly. The company recent;y merged with Reuters so it is a global company. The company is based all over the world. The company has many different occupations. The company has good products, and the customer service is excellent. It also is a company that is not in danger of going bankrupt. It's a billion dollar company. It also has a good brand name. That is identifiable to a lot of people."
"48","Employ many people. They hire entry level. Gives benefits."
"49","The project is very challenge and you can always find a place to apply some new stuffs."
"50","The benefits are great, especially for folks grandfathered into the pension plan. Management isn't horrible, and professional level employees are granted a great deal of respect and consideration.
Senior management is often accessible, approachable, and down to earth. Employees at many levels of the organization often have the opportunity to build a rapport or working relationship with them, from what I have seen....
In my experience, I have found that there are a lot of great people at every level of the organization."
"51","Thomson Reuters is a well known and respected company.  They offer good benefits and compensation and a nice environment to work"
"52","Great adherence to strong values in helping to inform 1B people around the world each day. It feels good, and people deeply care. The company also has good benefits in areas, reflecting its European roots. At the same time, people are driven, and there's a supportive culture. Management is savvy, although it can work harder at offering more transparency to employees. It can be hard to see what's going on at the top... at times. The culture is also somewhat risk-averse, stemming from the traditional (and valuable) trust principles that drive Reuters, but management is receptive to innovative ideas if people want to run with them."
"53","Thomson in Eagan has a great culture, great people, and many interesting business problems to solve from a technology perspective.  There is a lot of collaboration between many departments from NPD to West Tech to the data center and with customer service.  I really do enjoy the work and actually look forward to my job on a regular basis."
"54","Work / life balance is a plus.  Company has advancement opportunities in pockets of the organization.  Company is stable and profitable.  Systems and processes are fairly well-defined.  Some very stong senior leaders."
"55","They allow flexible work time, work from home is allowed."
"56","Its a big and stable company, with good exposure to talented people, functional and technical expertise. Comparable salaries, and good work ethics."
"57","Higher pay and good benefits.  Onsite cafeteria.  Vacation time is generous, also get 6 sick days and 2 personal holidays.  Additional company wide holidays include president's day and martin luther king day."
"58","Great company brand. Excellent journalistic content."
"59","Very Family Friendly - They allow one to work from home if needed, especially because of family of children.  As a large company, you have the security of knowing they should be around a while."
"60","There is a great balance between work and life - managers understand that life happens. Also, there is great chemistry with coworkers - always willing to answer questions and assist when needed, awesome support from management to assist in career advancement. they are willing to discuss with you what your career options and goals are, and even recommend career development strategies to achieve these goals."
"61","Relaxed work environment...no need to dress fancy, shave, etc.  Also the people are very friendly and there are some good benefits such as tickets to games, events, and access to the gym."
"62","They are a fair employer and reward those that deserve to be so. The company is on the large side which has its benefits. The company cares about its employees and has done a very good job integrating the two companies."
"63","Global company with good worldwide presence, and well-known brand. Talented people."
"64","Great brand and respect from customers. Thomson Reuters is a good place to work, but not and overly aggressive environment, so if you want to make money, other companies are better.  But, if you need a safe place to work, this would be a good choice."
"65","Benefits are above average, even after the merger of Reuters and Thomson Financial."
"66","The people at Thomson Reuters are some of the brightest and most hard working people I have ever worked with in my professional career. The atmosphere is one of teamwork and perseverance and the achievements are promptly recognized."
"67","It's a large company with many resources when it chooses to use them. Fairly secure job during slow economic times. It's such a conglomerate of disconnected aquired companies that it is somewhat disfunctional. Too many Executives speaking board room eze instead of listening and communicating at all levels of the business."
"68","Thomson Reuters is a globally recognized company which is on the cutting edge of nearly every industry we service."
"69","Reuters used to have a very laid back culture. It will be interesting to see how this changes as the merger progresses."
"70","I feel i have good opportunity for growth.  I am rewarded for my efforts through special bonuses (sometimes big - sometimes small) and I feel I am appreciated by my management.  I am given many opportunities to learn and grow more."
"71","Many interesting colleagues who are passionate about what they do.  Interesting products and services which can make an impact in customer's work."
"72","Market leader well respected significant resources.  Good benefit package.  West is a tremendously successful company."
"73","Great people.  Great Hours.  Great brand recognition/ name."
"74","Salaries and bonuses are relatively high for technical staff and managers of technical teams.  Technical work and projects are carried out on a global basis so there's lot of travel from supervisor level up.  Interesting work"
"75","Diversity, Good Benefit and Quality of life"
"76","It is really good to work for such a well known company. There are many opportunities for growth and advancement. Thomson Reuters truly uses information to drive about change and improving the Healthcare industry. In addition, training is very helpful and colleagues are extremely willing to help others understand their work."
"77","Wide range of technologies and business opportunities, great environment to work in, great people, empowerment, challenging business climate"
"78","Flexibility in timings, option to work from home, laptop, broadband etc are provided to work from home"
"79","The company is made up of many smaller divisions each of which has its own personality.  If you don't like your current group, it is possible to move to another."
"80","If you need time off for personal and or sick leave, then the firm is pretty good about giving it to you."
"81","Strong business (on the Professional side) providing growth opportunities for those willing to put in the work.  Great workplace education programs to compliment core skills.  Great work/life balance policies and benefits."
"82","Thomson Reuters is a very flexible and opportunistic company. It is very family focused and willing to accommodate various lifestyles.  There are many programs available to aid its employees on balancing worklife with family life."
"83","Can make decent money if you hit quotas.  However the company decides to raise quotas by 10-12% every year because that is the growth they have promised corporate.  They do this without taking into account that the market is very competitive and that they haven't come up with new solutions/products that will lead to the new growth they want.  This leads people to try and be creative in the way they make thei... ""number"", which is reviewed ad nauseum by managers on a daily and weekly basis."
"84","They understand that you have a life outside of work.  Especially understanding about being a working mom"
"85","Location, Environment, nice flowers, amenities, spacious cubes"
"86","Benefits were fairly good and not too costly.  I was happy with variety you could choose from for medical, dental, and 401k benefits."
"87","Good co-workers and immediate managers, important work, stable employer, benefits package OK, management appreciates and rewards your hard work, upper management communicates vision pretty well.  It's a name that will look nice on your resume."
"88","The company has a great name to those who do not work there.  It will look great on a resume but it is not a place to work for an entire career.  It is possible that the majority of the company is great, however, my part, the inside sales department is less than desirable."
"89","Good holiday package, discounted share plan."
"90","Offers good employee benefits, better than other multinational companies; certain departments maintain good professional and personal relationships."
"91","Opportunities for advancement and for professional growth:  An ever-changing environment can mean great opportunities for the savvy employee who can identify a need that he/she can fulfill. Getting access to decision makers is key to moving up. Market yourself or build relationships with those who have the ear of senior managers. If you are not satisfied with your job, change your role to meet your needs or seek out... projects that let your strengths show. Talk to your managers (or who you want to be your manager) about your career goals. If you are a valuable employee, they will get the hint that you are not happy and they will want to make you happy so you will stay."
"92","TR has quite generous vacation time off and also good health care benefits. The people that you work with are generally very nice and it is a quiet and low-stress work environment for the most part."
"93","Thomson West has had a reputation for loyalty to its employees and a company with career growth opportunities. They have invested in their IT growth and are poised to be a competitive option for software developer talent. The employees are pleasant and seem to enjoy working there. There is somewhat of a family feel there, maybe that's because Thomson West has a lot of married couples working there. There seemed to... have been generations of families that have come through the Eagan office. I thinks that is a holdover from the early days it was West Publishing. Thomson has made its campus employee-friendly by providing services such as dry cleaning, etc."
"94","Flexible schedule suits my personal needs at this time"
"95","Great technologies to work with"
"96","If you want experience working in the financial services industry, this is a good place to get experience. They are a technology focused company. A good place to learn new technologies. The technology management is awful, but if you can work in spite of poor management, you can succeed."
"97","There is an amazing commaraderie between co-workers and colleagues. We also have a contniuous exposure to technology which is inviting. The entreprenural environment encourages creativity and innovation. Overall, the working relationships which turn into long time friendships and the overall corporate culture of innovation and commaraderie are the reasons why you stay as long as you do."
"98","It has a great culture and environment.  The office (in Denver) is very laid back.  Micromedex is a tech company at heart so much of the traditional positive traditional tech attributes exist here - casual dress, low stress, employee perks.  I worked in the finance group and came from a financial services background.  This was almost culture shock for me."
"99","Stability of the company and I work in an area that is in growth mode"
"100","My job is exactly what I want to do. I love the freedom of my flexible schedule. I love working with clients and building relationships with them."
"101","Because the company is so diversified it has weathered much of the recent turmoil.  Good opportunities within the organization if seeking career change."
"102","Salary above average, great benefits"
"103","If you can get 'in' with the management and play office politics there are lots of opportunities.  Good vacation time and decent benefits.  Location of the Times Square office is great."
"104","Thomson west has a warm friendly work culture where the scope of innovation is at large the best. The compensation is decent, work opportunities are satisfying. it has flexible work hours and great people to work with."
"105","Opportunities to boost your cv, the chance to work globally, a good place to learn from others.  Some opportunities to travel depending upon role."
"106","The power of the brand is outstanding. The quality of data + news coverage is well known and respected in the financial and media markets. And its has a global reputation which opens many doors."
"107","Overall, Thomson Reuters is a good organization.  There are pockets of greatness and other areas that are very political.  They have a good benefits package."
"108","decent working conditions and benefits"
"109","Big Company benefits and no financial problems"
"110","Large with (theoretical) room for advancement.  Management is generally very competent and approachable.  The company goals are clear, and the company genuinely seems to value long term survival more than simply making next quarter's stock price go up.  Employees are truly considered an asset, not a liability."
"111","Great products; respected, well-known name; financially stable; some wonderful employees. This is a company that has some very useful products and a strong demand. Lawyers get great benefit from using Westlaw and the books West publishes."
"112","working at Thomson provides one with a great opportunity to grow career by making internal transfers and promotions regularly. on the downside, there is not much training and much of the senior management seems to be in a constant churn"
"113","Balanced personal / work life, time off for emergencies. Seems to be a pretty stable company. Start out with 3 weeks vacation which is nice. Health benefits are okay but pricey."
"114","Premier name in the industry; technologically savvy company; customers easily understand the value of products; willing to invest in products and services for the future."
"115","Th entire department worked very well together despite having differing opinions and conflicting motivations.  The message throughout upper management was consistent and gave a clear understanding of the direction  we were going."
"116","The culture at Thomson Reuters is one of the best I have ever experienced, with good balance between the level of expected results and high professionalism while respecting staff, instilling a fun workplace environment with an real emphasis on teamwork and working for each other."
"117","These observations are specific to the WestLaw division.  The base product (WestLaw) is great and the customer support is excellent.  As a place to work the training is fairly good and the tools for account management and the tech support are very good."
"118","exciting job, good support staff, fair pay, smart peers"
"119","As an intern I barely got to scratch the top of what the sales force at Thompson is all about. But I didn't learn a lot about sales and Thompson.  They take care of their employees and have a very positive corporate culture. Lots of perks."
"120","Fun place to work, great benefits, and they are very leinent about allowing time off.  For the most part mamangement is good and they compensate you well for most jobs"
"121","With Thomson Reuters, you always know where your product came from, what the market is, and how your efforts impact the end result. You get to work with a spectacular fusion of wisdom from seasoned software development veterans, and ingenuity from the more recent hires and college grads. The culture is well balanced, and everyone gets a seat at the table. Synergies don't stop at the conference room door. When I walk... the halls, I see friends, not just co-workers. Diversity is encouraged, and design reviews always come with multiple approaches, suggestions and refinements. It's a truly mindblowing, exciting experience!"
"122","Benefits are great, discounts, tuition reimbursement, pension.  Great autonomy, especially in the sales force, with the ability to home office.  Good company to have as a ""calling card"" on your resume."
"123","There is a very relaxed atmosphere, not as tense or stressful as other financial companies. 
Bonuses are reasonable up to 15% and determined by your performance. 
A market leader, respected in the industry."
"124","The people that work there are great-- bright, funny and hard working.
Good products."
"125","Oppurtunity for advancement, excellent products, industry leader"
"126","Make the right friends and you can ride their coattails on up to the the top, right past the people more qualified than yourself."
"127","The company is large and has a lot of different opportunties.  It is extremely diverse as more people have foreign accents than not."
"128","I cannot speak for the company as a whole, but I have been very fortunate to work for some of the most knowledgeable and down to earth directors and managers. The company is very understanding and fair to its employees. No micromanagement involved and if you perform well they will completely trust your judgement."
"129","Flexible working time, the team currently working has more towards the cutting edge technology oriented"
"130","TF is a great place for work life balance.  Pay is at average to higher end range.  There are lots of career growth opportunities for a young inexperienced person like a recent college graduate.  Depending on which department you get in, things can vary quite a bit since many are from recent acquisitions.  Working there, there wasn't too much pressure to perform which can be both good and bad.  On one hand it makes... it easy to balance work and family but at the same time you can get mired in doing the same thing for a very long time."
"131","Good benefits
They generally have friendly people
Allow you to keep the perks from travel
Good amount of vacation
Nice office building"
"132","Good work-life balance; good benefits package; potential for some great product synergies between various divisions, although nowhere near realizing that potential yet; many offices spread across the globe."
"133","Decent pay and benefits, interesting products, lots of departments and locations if you want to move around. If you get a good boss, it could be okay for a while."
"134","Thomson Reuters uses the most updated technology, making it available to the employees.  The offices are modern and safe. The health insurance during 2009 was the best thing this company had going for it."
"135","Good work/life balance - nobody here is killing themselves at work. 
Ability to work with or at any of numerous offices around the globe.
Compensation is competitive within the industry."
"136","It really does depend on the department and it varies wildly, but I would say generally speaking people are friendly, benfefits are good, family friendly environment. Opportunities to move around geographically."
"137","Huge Co. Some stability if your in the right place.  Benefits are good.  You might be able to move around if you can last. If its your first sales job, good place to learn structure, it's ran like the Army."
"138","Highly profitable company with plenty of resources directed at workers.  Very intelligent, disciplined business goal formation and execution."
"139","Challenging work, resulting in on-the job learning. Management is understanding of family needs. Fair pay. Large Corporation - spread across enough industries to maintain overall stability. Plenty of room to move up in the organization if you are corporate driven(enjoy swimming in the Kool-aid)."
"140","Financially stable, secure company.  Forward thinkers at the highest realms.  Benefits package good.  Outstanding colleagues."
"141","Large business when many career avenues and opportunities.  Family friendly management, relatively competetive pay practices.  Many business units, first in their respective market."
"142","Easy work
Good balance with personal life
Easy to be the smartest person on the floor"
"143","Comments are specific to Legal & Regulatory only.
Excellent compensation for performance but must perform. Cases & Statutes and analytical products are bread & butter for legal marketplace and vastly superior to competition. Generally left alone to perform if your quotas are met"
"144","Good learning path
facing the clients
rewarding
4-week holiday"
"145","Pay reasonably well, if they managers like you. Very talented developers. Among the workers within each group, we tried to create a tight bond."
"146","Good work-life balance, reporters fairly individually empowered, proud heritage"
"147","Like the information they sell, the use data to analyze and gain insights.  I am very pleased to have succeeded amongst very smart and aggressive people."
"148","Good work life balance. 
Descent pay if you have the guts and energy to fight and scratch for it
Managers retarded."
"149","Good benefits, Politically correct culture."
"150","Good benefits.  work life balance.  Primary competiotors are even more poorly run."
"151","Great company with good salary compensation and excellent benefits.  Working in the 7,000 employee Eagan, MN campus gives you access to many internal job postings if you want to move out of your current position.  Many opportunities for advancement if you are ambitious and want to move up in the organization.  Thomson University and other company resources offer many opportunities for learning and professional... development.  Also, the company's physical facility offers many nice amenities."
"152","Thomson Reuters is a global company with offices everywhere, if youre looking to move abroad then its a good oppertunity."
"153","Very well respected company in the area I work in. At an immediate level management is excellent and has an unrivalled knowledge of the market and what is required to succeed."
"154","TR is a very strong technical organization and they invest in IT accordingly.  Market share is strong and their long term strategy could be worse.  Their support of other nations and people is strong but I wish their support of the US was equally as strong."
"155","Seems like a fairly secure company, fairly diversified, 401(k) matching with decent enough funds."
"156","The people made it a great place to be, however, it was a difficult place to bring about change and ultimately frustrating."
"157","I was employed with Thomson for long enough to know that it is a good company to work for.  Good people and service offerings."
"158","GR8 PLACE TO WORK. work life balance. Lot of facilities. BRAND NAME. Job security. Good compansation in comparison to other companies"
"159","Great benefits. Wonderful employees. The company provides updates about what is going on within at least once a week. Schedule flexibility."
"160","Thomson Reuters is a great company to work for and after being here for 10 years I stil respect and love the company and what the businesses it has. They are flexible and allow you to have a healthy balance between work and your social life. People are friendly and you can work on some great projects."
"161","Most folks get along, good working environment. Depends on your role I think like any other large company, but sales people get paid pretty well. Even junior sales jobs will eclipse $100,000 and top earnings can break $300,000/annually. Also good to be working for the leader in the space, especially as a salesperson."
"162","As my first job after graduation, I was really happy to work at Thomson Reuters. It is a really well recognized company which provides information and software to many Financial Institutions and Bank all over the world.

My colleagues were all great and really smart, competent. It was a real pleasure to work in such company."
"163","Only Great Name.
great place if you want to have unrestricted access to social networking sites and chat rooms during your working hours.
you have to be least bothered about increasing your financial markets knowledge as that is the last thing you want to know.
good life and less work balance."
"164","I was an assistant legal analyst on a contract basis.  The compensation was fair, especially considering the amount of work we actually did.  The office is friendly, the management is always willing to help, and the work environment was positive.  I can't speak for other groups like sales, however, who always seemed to be stressed.  The product itself is good and it was relatively easy to see how your contributions... fit in."
"165","Good benefits.  Good vacation.  A lot of very gifted software engineers."
"166","Very good life / job balance
Ability to work in diverse locations
Exposure to cross industry dynamics i.e. banking, media, IT"
"167","good pay and perks, friendly atmosphere, work culture is good.  highly driven by the latest trend in the industry. global presence and brand name,"
"168","In general great staff members on the ground."
"169","Good benefits
Good management
A fair amount of vision when it comes to acquiring tech company"
"170","Large Corporation, very well structured, challenging projects, diverse set of projects, nice mix of people. Had a good orientation and people were very patient until I got completely on board with the project."
"171","Thomson has great benefits for a person who is starting out in the workforce. It is a very structrured environment, but also very causal."
"172","At thomson-Reuters we receive great benefits and flexible hours.  The office is very casual, people are nice.  It's a nice atmosphere."
"173","Flexible about work arrangements; they treat people well; good work-life balance; some pockets of really good work with very good people; very few jerks"
"174","Lots of flexibility with schedule, lots of training opportunities, great manager and co workers. Good benefits and not too much travel"
"175","Great spectrum of technologies used at Thomson. I worked in their Legal division doing programming and found it extremely educational talking to the software engineers working there."
"176","Global company, international teams, interesting projects, a lot of things are going around"
"177","Great training program; well-defined processes and workflows. Good IT support, flexible work hours, semi-casual work environment. Decent benefits: Health insurance, dental, vision, pension, 401K."
"178","Multinational with lots of opportunities, Good thought leadership"
"179","Great brand name, people, culture and benefits.  Dynamic work environment.  Excellent vacation and holidays, with good 401K matching.  A good place to start when salary is not the most important thing."
"180","Cutting edge technology, amazing product, a brain child of couple of brilliant people, early adopters of Microsoft Products.
Good Work- Life Balance
Senior Management is Coordial and always tries thier best to be in touch with their employees."
"181","Fair pay, opportunities to learn new skills, laid back atmosphere, friendly coworkers, great vacation and holiday plan, competitive tuition reimbursement plan."
"182","Broad product base, numerous opportunities, expanding business, positioned for future growth and expansion into related markets/spaces."
"183","Great name in the marketplace. Good level of autonomy for sales people. Ability to use own initiative to work towards deals."
"184","Very warming balance between personal life and work with a very comfortable business environment. Many opportunities to grow and learn."
"185","Big company with great learning opportunities. People are generally laid back and friendly. As an multinational media giant, employees constantly working with colleagues around the world every day."
"186","The company is getting better since the merger. People seem to have the work-life balance in general. Overall it has laid back culture, which may be a good thing if you want to stay put without promotion."
"187","It IS Thomson Reuters!  That's the best part of the job - the prestige of working at a company as promient as Thomson. There is some job security based on the necessity and level of service that our customers have come to expect."
"188","Great, affordable benefits. Very smart and friendly coworkers."
"189","Great company to work for and long tradition of customer service.   Now that customers have more  and sometimes cheaper choices, Thomson is cutting back on customer service and pushing the sales reps even harder to make their quotas.  Some products don't fit into all markets, but reps are still expected to sell everything."
"190","Company invests heavily in training employees, good compensation plan, excellent product line.  Wide spread company and many locations make relocation possible. Upper management is easily accessible and open to discussion."
"191","Great benefits. Great people to work with and plenty of opportunities to learn a lot.  Reimbursement for Continuing Education available (although I believe you must be going to school for something related to your current job role)."
"192","Thomson Reuters provides really good employee benefits.  They are also quite good at fostering work-life balance.  If you need to take a day off to watch your child, take vacation, or take a sick day, it is generally not held against you.  The place clears out by 3:30 pm on Fridays."
"193","Change projects are always around so you can always find something to do and ensure your job security."
"194","no room for growth potential"
"195","Great place to start working
Positive work environment
Competitive pay
Managers usually supportive of intern work
Structured program created by HR department"
"196","- Work hours are short  (9 am to 5 pm)
- Work/Life Balance
- Opportunity to work from home. 
- Diverse work environment"
"197","Good compensation structure, many horizontal opportunities, work life balance is considered, not too stressful, lots of support if you ask"
"198","Nice environment with average benefit. Have some good people around create motivation."
"199","Great people to work with.  There are plenty of opportunities to learn a lot.  Also, plenty of opportunities to explore other jobs."
"200","Thomson is a financially stable company that is a leader in the financial information industry. The Reuters name is well respected."
"201","- Relaxed working environment
- Easy workload to handle
- Colleagues are easy to get along with, friendly
- Reasonable opportunities to grow within the company"
"202","Thomson Reuters is very accommodating when it comes to work-life balance issues. If you need time off to recover from an illness, care for a sick family member, or even take your pet to the veterinarian, you can have it. If you need to work from home in order to be there when your children get home from school, you can do it. If you need to relocate for personal reasons, you can set up a home office in your new town."
"203","Nice newly remodeled building (Carrollton, TX) with a good cafeteria."
"204","free milk in the cafetaria :-)"
"205","Clients come first! Senior Management supports what is best for clients -and- TR."
"206","friendly, nice campus, opportunities available for people who have the patience to wait for them to develop"
"207","Flexible work timings
Best place to work only for few loved employees by management.
Lot of fun activities, team outings.
Good salary (For few lucky ones)"
"208","For some people, the pay and benefits are similar to what you'll get at similar companies.

Since it's a large company, if you play your cards right and have the right connections, you might find ways to move into new opportunities within the company."
"209","There are quite a few. If you want to grow then they'll help you."
"210","Flexible working hours and the ability to work from home. Not a stressful environment."
"211","If you have no tax background,  this is the perfect place for you to start.  The benefits package is comparable to other large companies.  The flexible hrs and casual work environment is a plus.  The 25 cent sodas are nice also."
"212","Flexible work arrangement. You make your own schedule. Free CLEs. Pension plus 401k."
"213","Very flexible and able to work with many diverse people."
"214","Flexible and relaxing
As long as you do your job you're ok
work life balance 9-5 job
Some managers are proactive
Great working environment
Friendly and multicultural 
varied personalities"
"215","The junior graduate positions offer good work experience to those that work in the many divisions within the Thomson Reuters Scientific offices.
Good kick start training programs for all new starters.
London is a great place to work in with good social  atmosphere.
Multicultural atmosphere"
"216","The compensation is quite good, and the benefits are excellent as well, especially health/dental. You can work flextime with no problem; simply get your work done, and they don't care when you do it. It sort of feels like the corporate version of a cushy government job."
