"","x"
"76","Too many management layers, not enough doers, lots of red tape before decisions are made, very slow to react.  This company is successful because it is huge.  Losing market share to smalle, more nimble competitors."
"77","Most of the leadership and managers are great, some managers are not great.  There is a slow reaction time to address unprofessional behavior in some departments."
"78","Cost of Living, Low Pay"
"79","Demanding environment with increasing work pressures. Culture is spoken, but not lived. Golden hand-cuffs apply here... pay, bonus, benefits and stock options make it a challenge to leave."
"80","Promotion policies are not uniform across departments. Company has started off shoring lot of work so I am not sure about the future of my job."
"81","Always going after the shiniest new technology with little regard for how to run and maintain what we already have."
"82","Establish training program"
"83","Sometimes works gets monotonous and tiring. Saturday testing becomes difficult at times."
"84","Senior Management is all about keeping their own job, the hell with everybody .

no real upward movement in the company ."
"85","Continue to value employer contributions. Overall you are doing a good job."
"86","Coffee in the break room isn't the greatest."
"87","Pretty political and still has a very much ""he or she are one of our people"" type of situation for promotions
It isn't CME Group's fault but the intense regulatory environment sometimes forces employees to do work that  adds little value to the process or the organization but is done anyway because a regulator asked for it"
"88","They do not keep justice, they do not like results.  Its not enough just to be professional at CME."
"89","(1) There are very few competent people working here.  Most of the best staff leave within six months to a year after joining.
(2) Unabashed favoritism, nepotism, and racism 
(3) Extreme amounts of bureaucracy to the point where real work almost never gets done
(4) Very poor management;  I have never seen it this bad before
(5) There is no culture to speak of; hypocrisy and double talk are the norm of... management
(6) Employees that do not go along with some of these issues are often harasses and retaliated against"
"90","There is no work life balance. You are considered to be on call all the time. 
Software development is always rushed to the point that there is rarely any design, certainly no documentation - even in the code. It is all about getting a feature in and released - testing seems to be in production."
"91","No real hope for career advancement. Incompetent people mostly fill middle management.
Promotions are given to brown nosers. It does not matter how smart you are or how much you contribute.
Low base pay and bonuses.
If you are smart, you won't learn much here. Most of your time will be spent wiping the drool off your managers' faces.
No one really cares for your opinion on anything. Give them a good idea and you... will politely be told to shut up and sit down. You are simply to do what you are told. Do it while praising your manager for coming up with such an innovative solution and maybe you'll get promoted."
"92","There is a tendency to defer to the ""this is just how we do things"" type of attitude and there are a lot of inefficiencies that can be difficult to navigate."
"93","Computerized trading and direction of trading tech"
"94","Inconsistent business goals that could forecast business road map and company prospect."
"95","Cut the workforce by 20%."
"96","MAJOR politics in action.  Promotions are less about performance and more about coolness factor"
"97","too much bureaucracy too bad"
"98","political, way too much advantage to big firms. Too worried about stock price"
"99","Good ole' boys club.  If you are ""in"" it is good.  If you are not it sucks."
"100","Can be bureaucratic and slow-moving sometimes."
"101","if your not part of the cool kids club you will definitely hit a major roadblock at some point in your career."
"102","Career advancement is difficult because people don't ever leave! Lots of management layers."
"103","Bad middle management and no concern for employees personal issues."
"104","Not a greacompany to work for if you're not accepted by middle management team."
"105","Could not find any"
"106","Senior management, start and never finish mentality / lack of accountability"
"107","They aren't fair to their minority employees. This company is full of office politics. And believe me when I say nepotism is alive and well at the CME!"
"108","Constant stream of work demands with no prioritization.  Resources to get the work done can be tight.  Evolving global presence."
"109","Large management group with lots of layers that has trouble prioritizing. Oversized board that is still fairly involved in management decisions. Uneven quality of senior managers."
"110","You will get ignored if you work in anywhere but Chicago. They constantly ask for feedback but don't make changes."
"111","It seems like it can take a long time to get a promotion."
"112","A challenging work ethic along with travel requirements"
"113","Retailiation if go 2HR and they will resort to lies to get you fired. Lynching of careers needs to stop."
"114","They should teach employees how to watch the market from beginning."
"115","Serious lack of inter-departmental communication.  Serious lack of documentation.  Company is constantly going through re-organization so there's always a concern for lay-offs.  Poor management decision making (at least in the department I was in) and they don't seem to know what they want employees to do from day to day.  Job description postings are seldom accurate for what you would actually be required to... perform.   Management doesn't like it when an employee out-performs his/her superiors.  Company doesn't really look for people to be innovative...they would prefer employees to be grouped in a box....no movement or reward for ingenuity, creativity, or thinking outside of the box.  Extremely focused on cost savings to the point the company will forego important investments in CRM, reporting tools, and other technologies necessary to carry the company into the next generation of growth.

Also, it's a relatively small company so movement (depending on which department you're in) can be slow or negligible.  Many good employees have left because there's no room to grow upward."
"116","Recent layoffs and policy changes were not well thought out.  Laid off very talented, driven professionals with no solid explanation.  Significantly reduced tuition reimbursement program that was key for more junior staff and a differentiator that led to committed, loyal staff.  CEO is known for colorful style, but is often sexist and racist (against anyone that isn't brown) and his use of off colorful language... should not be accepted at a industry-leading, large public company."
"117","Go through the political swamp. Culture is not healthy. They can fire you for no reason, just because you do not fit into their games :)"
"118","Company does not have any discernible process to execute initiatives, very little clarity provided to employees regarding objectives, poor training, middle managers lack accountability, abundance of politics"
"119","May be difficult to work with certain teams/ people within the company. Lack of collaboration and communication often goes unaddressed."
"120","Little chance of advancement unless you know how to golf with the senior management or you turn your life over to the company
The company displays poor organizational skills and lacks the necessary decision making skills to allow it to move forward.
Management refuses to take ownership of their initiatives."
"121","Late in delegating work and lack clarity in designing the problem statement."
"122","Train employees more formally or at all please"
"123","Good benefits
They don't appreciate the employees that made them what they are today
Great for internships - not full-time employment"
"124","Political environment, top heavy, easy to just get by"
"125","Internship was too freelance. Wish I would've learned much more as a developer from my superiors and team members."
"126","Closed rigid culture with very formal lines of communication
Overly concerned with protocol and highly bureaucratic internal processes
Performance evaluations are highly political, despite what’s initially communicated its difficult to advance, salaries stagnant, bonuses below target"
"127","However, if you get a horrific manager, you life could be like a hell. Don't count on HR as they are clearly onesided in order to keep their jobs."
"128","Advancement on the business side is driven by seniority, not talent. Extremely bureaucratic and there is a lot of middle management, most of whom don't really add value."
"129","It can be extremely political once you move into a leadership role.  They are also moving toward more outsourcing and managed services which could make your job harder."
"130","nothing specific, like everywhere in corporate America, an employee's experience largely depends on his/her manager and the immediate team."
"131","More demotions and layoffs than promotions the past few years.  Arrogant senior management.  Arcane business knowledge valued more highly than technical competence.  Many manual processes that could easily be automated but are not.  Many outdated legacy systems.  Severe risk aversion that inhibits improvements.  Locked-down computers.  Big brother surveillance.  Depressing office environment.  Awful coffee.  Low... expectations for developer productivity."
"132","Follows boom and bust cycles of the markets."
"133","- Lack of structure in program
- Compensation could be better"
"134","No parking, salary is ok"
"135","Because of various security measures, my computer runs very slowly. I literally spend more time building and deploying my code than I do programming. There are a lot of meetings. The work is not very challenging. While working there I've only written a couple of cool things, and I elected to do them.  Most of the work is pretty cut-n-paste. People are a little too professional, and it is boring to work there.  The... security measures create frustrating technical challenges. They have recently been laying people off and I worry that the good times are ending."
"136","Silo-ed environment, a lot of politics to move through"
"137","There has been a lot of change in the recent past"
"138","Not an intern-to-employee program
Periods of no work, when you're simply sitting and waiting."
"139","recent layoffs were not very well planned and lost lot of talented people.
New leadership is not handling thing verey well"
"140","CME has some challenges though especially since there are a lot of people that have been there for awhile and do not necessarily add a lot of value. There is a lack of persistence in some areas as well as people become component"
"141","As of now I don't feel like I can list any cons, time will tell, will update."
"142","Consistently laying off respected employees for cost reasons.  Moral goes down, people get back to work and try to forget and it happens again. Its obvious that they want to cut more but don't  want to pay the severance checks. Then the grueling hours come and they wait to see who breaks.  Someday this will crash something important. Lots of technical debt being incurred.  Come and learn but don't get lulled by the... music."
"143","Internal politics, over-processed for not that large of a company (2700 people acting like a 15,000 people firm sometimes), management not always aligned with each other, silos in work approach despite strides to (en)force collaboration."
"144","company hierarchy, bureaucracy, most developers will need to do Saturday testing and support. working with offshore teaming is not efficient."
"145","Work can be overwhelming. They hire interns so that they don't have to pay full time employees."
"146","Cubicles, god I hate cubicles"
"147","The company feels complacent. It is a monopoly basically in the futures industry. Very little drive to streamline or improve processes. Virtually no communication between departments. Little advancement opportunity, management is old and entrenched. Days become boring for lack of work. Only good for those without real ambition. Actively discourages ambition and dynamism."
"148","Trust some of your employees a bit more"
"149","Most kinds of in-depth training that cost money were no longer funded (but still does offer tuition refund program for accredited degree-seeking programs). Got laid off. Work/life balance ultimately just empty words with continual cost-cutting measures, new ways we were supposed to be more efficient/productive, off-shoring, and applications still in production that we were no longer supposed to support - were we... just supposed to ""just say No""?"
"150","Some departments are still a bit old when looking at average age, which could cause some issues with vision and efficiency."
"151","no benefits i.e. health insur., paid vacation, retirement account- must self fund all of the above....no guarantee you will make money, high possibility to lose money...requires excellent risk management skills and ability to operate effectively in high stress environment"
"152","Difficult bottom-line business decisions to deal with. Some bureaucratic problems."
"153","The Market Regulation Department is mired in bureaucracy and always in transition mode. Most CME Department's show little or no appreciation for good work or anyone who falls below the Managing Director level.."
"154","Senior management are business people. Many of the IT senior managers are taking themselves too serious, maybe it is because most of the time they are surrounded by people more capable."
"155","There are too many politics in the company.   No collaboration,  communication,  critical thinking, and creativity,   which is so important to software evolution.    The environment is very hostile to change,  to new innovative idea."
"156","A lot of really valuable employees seem to leave."
"157","Dont see any as of now"
"158","In a financially well year, the company laid off many talented people. Scary to think what might happen in a down year.

Promotions are very difficult. Don't expect only hard work to get you there. The most successful promotion strategy is to threaten to quit."
"159","Everyone is busy during market hours 
Can't ask too many questions"
"160","Used to be a friendly, welcoming and helpful atmosphere that made people happy to come to work. After numerous layoffs and corporate changes, employee morale is so bad that a day at the office is like being at a funeral all day. 
- no formal job description
- no clear growth paths for promotions - promotions seem to go to ""buddies""
- costs and expenses are under heavy scrutiny - reimbursement for travel, internet..., stipends, overtime, bonuses etc
The mindset seems to be that everyone is operating in survival mode trying to avoid being fired."
"161","none"
"162","Could increase the employee experience through regular engagements."
"163","Lack of clear work priorities; sometimes feels like there are too many managers and architects and not enough hands-on ""do-ers"".  Increased regulation has also increased process and bureaucracy.  This is to be expected, but it seems like some teams in the technology division have gone overboard and a software developer has to deal with a lot of red tape to get work done."
"164","lacks diversity. in a nutshell you will work long hours and it will jeopardize your social life. 
You will have no time to have a break during the day  because markets move really fast"
"165","Quality of  upper management is unstable. High pressure and lot's of overtime."
"166","Way too many managers and legacy employees not qualified for the positions they are in."
"167","Seems like it has really gone downhill recently. Basically no respect for technology staff in the company and near constant reorganizations. Management has some long term plans but it isn't clear on how they will affect individuals especially in technology."
"168","It will take over your life. Work is piled on and no one cares."
"169","Inexpierienced help,lack of organizational mngmnt."
"170","Hands-on IT staff spread extremely thin and over-tasked. Leadership in Enterprise Architecture and Information Security are perhaps not up for the requirements of running a global exchange within the construct of a heavily-regulated environment."
"171","No growth.  Don't think hard work only gets you promotions.  Lay off when market was good so think about bad days."
"172","Losing a lot of talented people locally to offshore headcount as of late due to trying to size the company to remain competitive in a global market."
"173","The CME has ventured into a number of partnerships which have resulted in limited benefits to the company.  They would be better served if they focused on serving markets directly instead of partnering with other exchanges."
"174","not full 40 hour work week so checks seemed short"
"175","over time the monthly paycheck deductions increased -- not nearly as much for single coverage, but family coverage got more costly."
"176","Highly siloed and bureaucratic organization. All projects seem to go over schedule. When work falls between different teams there is often confusion and disagreement as to who is supposed to own the work. Tuition reimbursement benefits were reduced."
"177","Difficult for some to navigate the organization"
"178","- Too much process, gets in the way of doing what' s best for the customer
- Not enough training
- lack of accountability
- lack of a strong career path
- poor management"
"179","Nothing specific to list here"
"180","Can be guilty of over-compartmentalization and lack of consistent vision."
"181","in every company there are cons"
"182","Where do I start....Let me first say that I left the company voluntarily.  I was not laid off during the restructuring.  I hold no grudges and I'm grateful to have been part of a great institution for so many years.....but I'd be doing you a disservice if I didn't state the unfortunate negatives that have come from CME since 2013.  That was the year of the first IT re-org.  They put someone in charge of... Infrastructure that has a shiny resume, but no actual leadership skills and plagiarizes his communications.  Executive and middle management have been replaced with brash people from Citadel in overtly nepotistic ways.  Citadel is known for overly high expectations of their employees and practice decimation techniques.  The difference being is the prop firms like Citadel pay way more than CME does and only expect to retain you for 2 years.  It doesn't work for an exchange.  

I still keep in touch with old co-workers and the morale is worse every day.  They keep restructuring (firing) and plan to outsource anything they can to India.  People are fleeing this company.  If you want stability and a reasonable 45-50 hour work week don't expect it from this company.  You might as well work for a proprietary trading firm and make 20-40% more with the same level of stress, lack of work-life balance, but more money and better benefits."
"183","Co workers can be a little hard headed.  Some coworkers are too smart to listen to there peers."
"184","Still evolving from a privately owned to a public traded company, highly political, human resources have no idea what they are doing, very very bad travel policy for a company that has over 50% profit margins (all employees required to stay at Club Quarters)"
"185","limited benefits form the job"
"186","If you work in Development team, you should expect to follow standard change management process, a single change to production code or config will mandate new change control ticket, no matter how minor the change is. A good developer usually will get burned out by convoluted change management steps that required. DBA, network (for firewall changes), production support all mandate their own change ticket before their... team will execute any change to production systems. I have seen talented developer left because they get tired of all change control paperwork they had to submit."
"187","Not a lot of room for growth for admins"
"188","very mean to Quant  Analyst. Indians politics over the office"
"189","Ruthless politics, too much security focus"
"190","all business is almost traded on computers now"
"191","Driven by Internal Politics.
Most of the upper managers are not too bright and mostly incompetent.
Feels more like working for the government than the private sector because if has no real competition.  This company lives and dies by it Washington lobbyists."
"192","Value longtime employees."
"193","The company was a great place to work at before 2009,. Once new management came in they started to do mass layoffs. Laid off  key employees that were responsible for high end systems and proprietary systems creating huge gaps. The new management is not aware of what the person that was let go was responsible for. Seems to be interested in the bottom dollar or what salaries were being made."
"194","Too much cronyism with senior leadership. Most should be replaced."
"195","HR doesn't support the management
to many ""managers"""
"196","A success because of grandfathered products"
"197","Extremely political organization. Almost impossible to be promoted to a senior level unless you make politicking a full time job. Very siloed. Not a lot of work life balance. Somewhat cynical culture. Board of directors way too large. Meeting for meetings sake is out of control."
"198","long hours, no bonus, out of state work"
"199","Just one thing that worries me is they are the last exchange company to have a true monopoly on trade execution, clearing and market data in one silo. Reminds me of where the CBOE was in 1999 or where AT&T was in the last 70's."
"200","Nothing, really - just think if were a bit diverse it would have been better, still I would rate it 8/10 based on my experience"
"201","political struggles among management team are really heavy........"
"202","work load is very heavy and communication from different departments is some one lacking"
"203","internal bureaucracy, some obstacles to learning and internal growth"
"204","very very fast pace.  project went from 2 months due to 2 week due.  cutting positions even when doing well."
"205","Cost cutting seems to be going overboard.. Second layoff cutting down more than 5% of the workforce second time in 9 months is excessive."
"206","Mid-to-upper management's ability  to ""not deal with it"", or ""resolve it yourself"" attitude.  
Too many senior level managers making HUGE bucks for doing nothing."
"207","Too many layoffs recently
Shrinking operations. Growth is abroad"
"208","All employees should be treated equal"
"209","A lot of people that aren't really skilled in their area! I've taught my manager their job while they're getting paid 20,000 more than me and stealing the credit for my work! Lots of politics to deal with!"
"210","The epitome of corporate America. CME used to be a not-for-profit member owned company. They went public, their stock rose to over $600, they bought every other futures exchange in America (except for ICE) and then they forgot their core values. Loyalty went out the window. Employees with 10, 20, 30+ years of service were fired. They became loyal only to their shareholders, which is what you expect for a public... company. So, if you are prepared to play the game, play it here but watch your back. Nobody else will."
"211","Constant shift in priorities. Employees are challenged to do more with less. Sometimes goals are not realistic, causing more stress and chaos."
"212","There is nothing to mention as Cons that I can say when I was there as an Intern during summer."
"213","The executive management is trying to change the company culture & mindset. However, many of the forward thinking, newer employees, early in their career at CME have to report to middle managers that are stuck in the 1980's. There is a you are welcome for working here attitude,  new ideas are met with contempt. Flexible working arrangements that tech. companies offer are out of the question. These are direct quotes:... ""I'm too old to change."" "" I'm riding the CME gravy train""."
"214","Difficult to cross-team communicate. A lot chefs in the kitchen when requiring approvals."
"215","Be more transparent and honest with employees about performance issues."
"216","Boring job nature. Flat learning curve."
"217","This was a great company, now the focus is on off-shoring the jobs."
"218","they are downsizing due to offshoring."
"219","For senior management, improving the operating margin is more important than the wellbeing of the employees.
Below Director, non-salary compensation is limited. 
Promotions can bring greater exposure to job elimination."
"220","Seem like a strong company however they are constantly cutting positions before end of year 
They are always sating that the company wants a work/life balance but this is not reality"
"221","too many contractors because they are trying to cut cost. CME has very high turnover rate, complicated management."
"222","Honestly none to think about"
"223","Questionable direction of the company with the offshoring of resources. CME may be shooting itself in the foot as they offload more and more of their experienced US-based employees.  Over the past 12 months we've seen a huge reduction in personnel but the workload remains the same -- or heavier.  That may look great on paper to the shareholders (in fact our stock price goes up after each series of layoffs) and that... we appear more efficient, but it's at the cost of more work and less life in terms work-life balance. In the long run, it's not sustainable, even with the India branch coming up to speed (by end of 2016)."
"224","Have lower level management communicate more frequently regarding the overall strategy. Follow through on your speak up policy. Lack of career path for non management."
"225","Poor direction, mentoring.  Very ""dog-eat-dog."""
"226","Company is extremely political - tough for advancement."
"227","advancement seems hard and political"
"228","Work life balance, though they preach it, is still a problem especially in light of the staff reductions in the last year."
"229","Used to be a cool place brimming with energetic and capable people.  Now people do the bare minimum to not get fired.   A lot of folks don't even care and want the axe provided they get a package.  Morale at an all time low.  

Politics rule here.  Lot of folks advance by whisper campaigning (bad mouthing) their internal competition or by playing golf with management.   Or just by saying yes.  

PMO a joke.  Top... guys have a stunning lack of vision and leadership skills.  Hire yes men and hope for the best.  Shocked many still work at the company.  Detractors or folks who voice an alternate view are let go or demoted.  Losing best talent and not recognizing good talent is common practice for missed opportunities.  Many legacy exec directors are holdovers that wouldn't be marketable anywhere else.  Lack of focus on business process gives it that 90s feel where emails and outdated spreadsheets run amok.  Many unhappy folks in leadership affects productivity.  What happened?  

And now offshoring most of IT and eventually Operations?   Good move (sic).  That'll keep talent here.  This last Strategy scheme will undo a lot of good built by rank and file that put the CME where it is.   And will impact quality.  Oh yeah quality  ... forget it.  The argument is that we can outsource for $25/hr so do it twice and we're still ahead.  

Ask for a profile of recent hires vs recent departures.  Any noticeable trends?   Seriously."
"230","Ok place to work- very siloed and not much opportunity across groups 
Very cliquey - there was still a strong holdover from the private pre-public days and lots of brash personalities"
"231","Easy to start as a consultant, but very hard to transform into a full-time."
"232","Still quite a bit of decisions made based on politics.  Recent cuts have proved to be problematic in some areas as they have replaced people with processes which has resulted in longer lag times and black holes."
"233","Shrinking US presence - moving to several places overseas and moving to use bodies from vendors
Supportive culture has been damaged in recent re-org/layoffs, no one is very happy and the future is unsure"
"234","Upper management doesn't promote teamwork. Patronage exists on the highest levels of management(sister in laws, daughters). Yearly reviews have no course of action if there is disagreement."
"235","Limited career progress, Degrading management"
"236","Management has not instilled a consistent message or culture"
"237","High frequency does not equal liquidity."
"238","Salary compared to others is less."
"239","i think they need rules to help keep the futures more transparent, keep the hft traders on the same playing field as everyone else"
