"","x"
"55","Large and innovative organization with a lot of history.
Offers multi range of diverse products.
Technologically advanced.
Profitable and growing.
Great Leadership.
Excellent Benefits."
"56","CME Group compensates its employees well and provides interesting work. at times it is difficult to keep up with all the work but it keeps the job challenging and engaging."
"57","there has always been a very good work/life balance at this company (known to most as ""Dow Jones Indexes"").  they also support flexible hours for many teams.  benefits are extremely good, even with the reduction or elimination of certain programs in recent years.

there is a generally laid back atmosphere, which is nice as well.

good place to start off.

almost everyone there is nice and easy to get along... with in a work environment.  the team spirit aspect is definitely very strong in most departments.  from my experience, there is no backstabbing or throwing people under buses from almost all employees.  overall, a very honest, straightforward group that works well together."
"58","We get a chance to interact with people who have been in the finance industry for over a decade and there is a lot that we an learn from them. The IT systems are complex and always keeps you busy. You walk out of the office with a sense of achievement."
"59","The work place supports a cozy work environment in addition to a good work/life balance.  In addition, it provides a window of opportunity to network with clients."
"60","Good work life balance, job security"
"61","High energy enviroment,  very competitve place to work with good opportunities for self starters."
"62","Work life balance/PTO.  S&P bought unit so we are beginning to see the light at the end of the tunnel."
"63","good people, compensation, benefits and work life balance"
"64","Overall compensation and benefits are generous
Management generally open to any ideas you may have"
"65","This company has a good benefits packages, good vacation package, and a good tuition reimbursement package. The only benefit for that is that they pay for your education, which benefits you at your next job destination."
"66","Good vacation time and health benefits. Well-known name. Good internship experience as you will learn how to read/understand U.S. public company financial statements."
"67","benefits packages are generous.  good work life balance"
"68","Best manager I have ever worked for; intelligent, proactive and exceptionally qualified teams managed and implemented large projects with aggressive timelines with ease.  Exceptionally helpful and willing to teach."
"69","its okay to work not happy"
"70","Most employees are well educated.
Industry Leader
Great Facilities"
"71","-Resume builder
-Benefits (tuition reimbursement, decent insurance)"
"72","Excellent work/life balance.  Fantastic salaries - definitely within market range.  Continually evolving technology - we are definitely using the latest/best practices, tools and techniques.  Great location within the city, perfect for commuting."
"73","good leadership by the CEO in London"
"74","An industry thats discussed in news everyday, industry leader
A lot of smart people working around you
Tuition reimbursement without any catch
challenging work environment/gets lots of support to complete target
Excellent Pay/Cash Bonus/Stock Bonus
Day off/Cash for extra hours put"
"75","Interesting IT projects and technologies"
"76","above avg salary and benefits. One can assume a low profile here and survive a long time, assuming a high profile or speaking truth can be dangerous to one's longevity. Assume the lemming position and thrive on the monopolistic income stream."
"77","Fantastic benefits and a very competitive salary."
"78","Very open and easy to approach people and management. Lots of internal hiring and potential to move up the ladder"
"79","Diverse challenges, numerous opportunities, friendly environment, fantastic work/life balance."
"80","I believe I am getting paide well."
"81","There is a lot of freedom to do what you want. the hours are not very long.  you get to live anywhere potentially."
"82","Good compensation, fair work/life balance, intelligent co-workers, great workplace, easy routes to transit"
"83","You have the opportunity to work with talented individuals. You can learn a lot abot all different aspects of exchange futures trading."
"84","Great work-life balance; quality coworkers; relatively low-pressure working environment"
"85","it is an easy job"
"86","Salary is pretty good.Most are happy with the payment that they don't leave the company for several years."
"87","Tuition reimbursement and work life balance"
"88","Good pay for the work. Flexible schedules available after one year. Great health care benefits. Descent communication and feedback. A few bad apples, but overall I liked the people and enjoyed working here."
"89","Great company, good culture. Great leadership team."
"90","Great working environment with brilliant people"
"91","Leading futures and options exchange located close to transportation. Good benefits and salary.with further education possibilities that provides an overview of the financial and commodities markets."
"92","Teamwork among co-employees  and the management"
"93","Interesting work
Good benefits
Good work/life balance"
"94","pay and benefit not much else"
"95","1.  Tuition Reimbursement
2.  Work-life balance; Good amount of vacation days
3.  Good pay if you are fortunate enough to be in ""preferred"" circle
4.  Opportunity to work with an inadequate number of talented individuals for a brief period
5.  Tons of training opportunities
6.  A highly useful portal/training ground to learn about futures, commodities, and even equities"
"96","Most down to earth, relatable and competent CEO I've ever met.
Great work / life balance (if you're in the right department)
Access to as much professional development as you want.
Tuition reimbursement
Part of a 150+ year institution"
"97","Market leader -- for now
Reasonable pay"
"98","Give you space to grow"
"99","good work life balance here"
"100","Good to experience working on the floor before everything goes upstairs."
"101","Very knowledgeable staff, good work life balance, I learned a lot and very understanding when I need off for school. Very pleased with this internship!"
"102","The company spends money to solve problems"
"103","Good benefits, technology is always a priority"
"104","Some really great people work here."
"105","great work / life balance, great health benefits, opportunities to work in different fields and locations. competitive salary"
"106","great place to work at"
"107","Great Salary
Great Management style
Great Location near trains"
"108","There is a wealth of knowledge from current employees. Senior management is willing to listen if you actively approach them with questions. Great educational assistance program and health benefits."
"109","nice office and good location"
"110","Very flexible work hours and work load, learned a lot"
"111","Empresa de tecnología en el fondo, con un liderazgo que ofrece a los trabajadores libertad para innovar y flexibilidad para probar cosas nuevas, fracasa rápidamente y aprende de esos errores para lanzar productos de calidad en un ambiente dinámico.  Compañeros muy listos que en su gran mayoría trabajan mucho. Muchas oportunidades para progresar profesionalmente."
"112","Great location, ok pay, great benefits"
"113","Great pay, great benefits, 401K match, great place to learn and grow.  You get what you put into the experience.  If you are innovative, hardworking, and collaborative, you will have much success here."
"114","Exciting, Varying, Fast Paced, Lots to Learn"
"115","Professional environment, highly intelligent workforce, and opportunities for those with an innovative mindset.  The organization is becoming more open to global mobility and cross-functional job moves."
"116","Good work culture. Work and personal life balance. Excellent benefits. Open culture. People are generally motivated to their work."
"117","Working with the latest technology tools."
"118","Team environment, work hard, play hard"
"119","Nice place to work, Lively environment. Helpful teammates."
"120","the people who work on the trading floor are fun to around and good people."
"121","Very dynamic. Growth company with lots of change and lots to learn. Great collaborative people."
"122","Huge bonus, Competitive Salary, and Great Benefits!"
"123","good compensation, benefits and vacation
Challenging environment with good work / life balance for the most part
You can learn a lot
Great on resume"
"124","If you do not like results, but process. Chicago Mercantile Exchange is more as Chicago Meeting Exchange. a meeting is as a result. Very heavy hierarchy and your extreme dependence on your manager character. Its not enough just to be professional at CME. You have to be a player, you always have to please your manager extra. It is annoying. If they put you on a black list - you going to be fired."
"125","(1) Paid time off 
(2) Very low quality standards make working quite easy
(3) Education reimbursement benefits
(4) They have a virtual monopoly on parts of the futures and options markets"
"126","Good environment to work - modern offices. Latest software and computers. Healthcare and perks are good"
"127","Great benefits. Some of the best in a large company
Easy work. The bar is set very low because of all the incompetence
Great work-life balance
You have to mess up very badly to get fired"
"128","The company is a clear industry leader and many groups at the CME are a pleasure to work with. It's also a very interesting business to learn and there are a lot of opportunities if you go after them."
"129","Great Freedom and Earning Potential"
"130","Nice atmosphere with all diverse cultures, energetic team"
"131","There is talent here, and the people seem genuinely acting in the best interest of company, however this fluctuates from department to department."
"132","Great benefits (insurance, PTO, 401k matching, work from home)"
"133","good work life balance great"
"134","own boss, great hours, ability to make good income"
"135","Good benefits, good oportunities. Many training opportunities."
"136","Great people, interesting problems, good benefits & pay package"
"137","Pay is good, work is fun in the beginning."
"138","Best benefits and you get to work with very smart people!"
"139","Good bonus and decent work life balance"
"140","Great company to work for if you're accepted by middle management team."
"141","This is a great place to work, learn and grow"
"142","Nice people work here; company culture of focusing of work life balance; new projects going on. A good place to start your career or do internship."
"143","Tuition reimbursement policy, smart / innovative people"
"144","Only pro to this company is having their name on your resume."
"145","Super focus on employee engagement.  Incredible benefits. Competitive pay. Access to senior leaders who hear what you have to say."
"146","Small company feeling with big company resources. Great benefits, training, and competitive compensation. Business is globalizing, which is providing new opportunities for career growth."
"147","Great benefits, work life balance depending on the position you hold."
"148","Amazing work/life balance and great office camaraderie."
"149","Career progression, and relaxing working environment with games room. Management very approachable and socialable. Will receive exposure the latest technologies and multiple opportunities for growth."
"150","Excellent company if you look like the majority of people in management. 
Recommend company if they looked like majority management."
"151","A lot of great people to work with, in my field you day is done between 3 and 4."
"152","Absolutely the best benefits package I've ever heard of...even better than the military or police and fire departments!  Lot's of opportunities to have a solid work/life balance.  Outstanding salary ranges.  People are awesome yet most people are fairly sheltered due to constant turn-over."
"153","Strong industry position with leading products across asset classes.  Recent growth driven by international and expectation of interest rate changes."
"154","You ca start your career here after your college. Still good for resume."
"155","Good work life balance, utilizes technology well, relaxed atmosphere, nice people, decent pay and benefits"
"156","Fast paced company with complex issues to solve. Opportunity to work with many smart and dedicated colleagues. Small company feel with big company challenges - perfect place to get great experience and build your career. Great compensation and benefits."
"157","Great benefits and competitive salaries.  Some employees can telecommute which is a plus.  Chicago and New York are exciting cities."
"158","Work culture! Friendly people, fixed working hours."
"159","Relaxed environment, great benefits, bonuses are good not great"
"160","They are an industry leader
Utilize pretty good technology
Demand a lot from its employees
They allow working from home"
"161","Great location, great technology to work"
"162","I haven't dealt with much drama among employees. Projects are well managed. People are nice. They have a good code base, which is not bad to work in. They have good benefits, plenty of PTO, and a generous work from home policy. They keep up to date with technology."
"163","Talented employees, great place to work"
"164","The people can be really great"
"165","Exposure to experts from various financial industries
Opportunity to work with employees in different countries"
"166","good place to work in Chicago and flexible work schedule"
"167","good work life balance, great people to work with, flexibility, company has strong values and is working to become a more efficient work place"
"168","For me this place is awesome, first time in my life it does not feel like crapy corporate environment. Quite environment yet full of responsibilities to take care of. My team is awesome and I enjoy being part of it.

Personal growth and education.
Work-life balance.
Benefits.
Wellness Program.
People."
"169","This is a great place to learn the financial IT ropes. Its a big organization but people are friendly and helpful. I've never seen the backstabbing here that is rumored to be at other orgs. Good benefits with subsidized gym on site. Budgets for IT are usually approved."
"170","Smart people (mostly), industry is evolving and challenging, have great products and services, the largest exchange but still has growth mentality, and always new things to learn (products, customers, technology, etc.)"
"171","employee benefit is good, encourage employees to learn and use new technologies. not very strict working hours. encourage employees on healthy activities, exercise."
"172","Interns able to do real hands on work, and Chicago students can intern during the semester."
"173","A Pension, not going to find many private corps with those"
"174","Fast paced work that is intellectually stimulating. Opportunities are limited at the moment but hasn't been the case before."
"175","Great work life balance, relaxed atmosphere, good benefits and pay, strict 8-5: staying late is unheard of. The job is easy to relax in and collect a paycheck without doing much work"
"176","Some very capable and intelligent people. Very interesting work if you're dedicated in having a career in commodities."
"177","Very good compensation, especially in good years. Clear communications about corporate goals, ethics, and corporate-wide responsibilities. Excellent opportunities for learning many current topics at the survey level. Consistently hired competent people that were a pleasure to work with. Some managers really did value employees."
"178","Great atmosphere, great benefits, great people. All around a great company that is in a transition from new to old. Multiple locations and a wide array of people."
"179","essentially self employed, determine own work schedule, profit potential unlimited, must align yourself with trading firm, securing a membership helps reduce overhead costs if medium + size trader"
"180","Good career experience that will prepare you for later.
At the forefront of its field, so you will be engaged with the most cutting-edge material."
"181","Most co-workers and peers are pleasant to work with, very cooperative, extremely helpful and very knowledgeable. The company has decent medical, dental and 401K benefits."
"182","Work with generally intelligent people. Company is very supportive if you want to improve yourself. They pay for your tuition 100%. Work is not super stressful. Benefits above average."
"183","Decent work environment,  as of the location,  the building,   some people are very friendly."
"184","Good benefits and really great education benefits."
"185","Great people to work with. Real tech minds are here."
"186","For those interested in financial services and with a lot intellectual curiosity, this company provides many opportunities to satisfy the need to learn. In-house training is abundant, and the derivatives industry in general is dynamic and evolving.

Bonuses are usually paid out in full. Merit increases are standard."
"187","Helpfulness 
Learn a lot through just paying attention"
"188","Paid Time Off (PTO) is good (i have 5 weeks now). Pension. Medical benefits are still better than most although that seems to get worse year after year. Office space and kitchens are nice and clean. Work from home is available for many positions. PC hardware is up to date and iphone is the standard phone."
"189","They have excellent benefits work-life balance"
"190","The brand name is good, exposure on Hedging and Speculation."
"191","The company has a lot of intelligent, hard-working people.  Interesting and challenging work."
"192","the culture was great
the people are well educated and really awesome
there is room to grow but only if you make commitment of staying in the same desk"
"193","Competitive pay, leading edge technology."
"194","Good hours, depending what you do"
"195","Great pay and work life balance"
"196","Interesting technology & good projects. Exciting to see what you do make a difference in the global economy. Compensation and benefits are good relative to most companies, although not always competitive with trading firms."
"197","Benefits are good. Potential for great bonuses"
"198","The work I like, New equiptment."
"199","Friendly employees who want to help and strive to do good work."
"200","Pto, bonus and wfh. Salary is industry standard.  It was a happy place once. Close to metra."
"201","Good benefits, smart people and hard working people"
"202","Brilliant people helping each other succeed. Diverse culture, great working environment, good benefits and good environment to grow skills. Opportunities still exist for new employees."
"203","Your efforts have an impact on the world economy."
"204","Great benefits I think it will be hard to find comparable"
"205","all the basics were covered, blue cross, blue shield, dental, eye care, etc. the copays and deductibles were very reasonable, as well, without too much of a hit on the paycheck."
"206","Good benefits, good pay, tuition reimbursment, good technology, interesting projects, they invest in their employees. Management is aware of structural/cultural problems and working to change them."
"207","Very good work-life balance, for the most part"
"208","- Great people to work with
- Corporate Structure
- standard hours, flexible work schedule
- good benefits"
"209","There are good people in the organization."
"210","Good culture, care about the employees"
"211","Large scale infrastructure with plenty of technical challenges to solve."
"212","great people to work with"
"213","You get to work on high throughput low latency systems.  High horsepower technology.  Mostly cutting edge but concept to production times are long."
"214","Great firm that has many smart people working for them.  Management is also very approachable."
"215","Market leader, opportunity to impact or influence in many roles, pay is decent"
"216","Great flexibility on the job"
"217","You learn a lot about internal control procedures that are mandated by Regulatory compliance requirement. Changes to production systems are heavily scrutinized to ensure existing systems are not impacted negatively and are tested fully. Network, database, server and code and configuration changes are reviewed by production change committee. Be prepared to attend weekly change meting to justify changes to production... systems."
"218","Good pay and relaxed hours. Pension scheme is the best in the financial services industry. Pay is generous considering the hours employee work."
"219","Awesome benefits, great employees, decent salary, training available and tuition reimbursement"
"220","gain some start up experience"
"221","Smart people, tough problems, industry leader"
"222","great fast pace environment great hours and pay"
"223","Flexible work schedule
Good office location being close to public transportation and great lunch spots"
"224","Lots of IT opportunity, good management."
"225","Always has the latest technologies. They paid well at the time."
"226","Used to be decent - some really good people to work with but always had problems with senior leadership. Great pay if you still have a job at the end of the day."
"227","Lots of technology one can use"
"228","great people, teams are small and focused
technical work
fast paced"
"229","Despite some challenges, still the best in the space."
"230","Good opportunity career wise. The office is located in the heart of downtown and good for commuting to the suburbs too."
"231","Global marketplace covering all asset classes: fixed income, equities, foreign exchange, commodities, energy and metals. Incredible opportunity to learn about the markets. World class clearing house. Great benefits and competitive compensation."
"232","good money, good people, new things"
"233","Great company very profitable. Mostly good people who know how to run a business and make a profit. Excellent growth opportunities in foreign markets. Diverse product portfolio and keen interest investing in growth startups."
"234","The best part of CME is the welcoming culture and support for the learning process. If you are a 'learner', this is the best place for you in London!!"
"235","Really good place to learn the industry, people are willing to help, flexible working time"
"236","Great people that are willing to help you. Atmosphere in the office is  upbeat."
"237","technology driven company with great benefits"
"238","worldwide known firm, long tradition, attention to employees, working conditions, career growth opportunities, innovative stance"
"239","Well paid, Lots of things to learn, most people are great to work with"
"240","Generous benefits, salary, bonus, good people if you are lucky not to end up with a bad boss."
"241","Benefits, benefits, benefits.   Work/life balance."
"242","Good learning Environment
Exposure to new Technologies
Good people to work with
Good financial services experience"
"243","great benefits and pto time"
"244","Great benefits and a nice relaxed atmosphere to work in. It is a well respected company and will be good for the cv."
"245","Great pay, benefits, bonuses, PTO days, learning opportunities. A great place to advance your career, whether you are just starting out or are a seasoned veteran. I had many good years at CME. I don't regret a second of it."
"246","Opportunity to work on a variety of technology and surrounded by smart people"
"247","Good learning opportunities if you seek them out."
"248","Being new to the corporate world, I had a great opportunity to learn various technologies and the work culture is very good. One will definitely enjoy working at CME."
"249","The exchange is esteemed in Chicago. Great bonuses."
"250","Great work life balance. Hands off management style to encourage self motivation and creations."
"251","Team collaboration, work life balance, and activities and fun with team spirit."
"252","Good Salary, friendly colleagues, nice office."
"253","Smart group of core employees"
"254","nice environment.. friendly people. you can play ping pong at any time."
"255","Standard 9-5
Good benefits
Lateral opportunities in a large organization
International colleagues and projects"
"256","Pay scale is good
Stock options
Good people to work with"
"257","Nice coworkers; Good working hours, life and work balance; Enough instruction from manager"
"258","Amazing benefits, work/life balance, caring culture."
"259","Fast-paced, and occasionally intense.  A lot of exposure to many different departments within the company.  Very smart people working with you that you can learn a lot from.  People are usually easy to get along with here."
"260","Salary, stock options, bonus, location, work/life balance (for the most part) challenging environment, knowledgeable colleagues, technology, industry, global economy importance"
"261","Good salary, benefits and bonuses"
"262","Learn a lot as an intern"
"263","Company has great compensation package."
"264","good benefits and salary compensation"
"265","The pay is highly competitive and the benefits are excellent. They hire smart people. They are innovative. They try to stay ahead of the competition."
"266","Compensation is competitive. 
Name brand will help you with your next job. 
Some very smart and thoughtful people still work there."
"267","Good benefits - flexibliltiy 
I had a good work life balance but limited upward mobility.
If you are in products or operations there is more opportunity"
"268","Great environment to work. Smart ppl."
"269","Good benefits, decent salary, work with great technologies.  The company seems to be moving in the right direction and has cut down on a lot of the bureaucracy.  Poised for long term growth."
"270","Pockets of good opportunities
Strong compensation"
"271","The bonus's are good. you get to work with really smart people and they have a commitment to the job"
"272","You are involved in important decisions that will influence financial industry"
"273","Great company culture; senior management is friendly and open to new ideas; work/life balance is promoted"
"274","Great work environment, great people"
"275","Great  reputable company  to work,learn and grow as an individual. Would not stay long term. Get out after a 1-2 years."
"276","1. Knowledgeable staff
2. Flexible hours
3. Good pay
4. Broad exposure to the markets and the world of derivatives"
"277","great people to work with"
"278","Good benefit, flexible working hours, fast pace work place."
"279","lots to learn, great company, resume builder"
"280","They are leading the next gen commodities trading platform and also offer high hourly rate. They have branches all over the world and people share a good working ambience"
"281","work/life balance is very good. benefits are very good"
"282","Benefits, Good work-life balance, competitive salary"
"283","Stable company with good compensation"
"284","Decent stability and hard to get fired"
"285","The working environment is excellent. I gained lot of knowledge working in this company."
"286","Endless opportunity if you are willing to risk."
"287","Good tech stack, interesting business"
"288","great place to work until it went public, great hard working people many ways to advance. fun place to go monday thru friday ,no weekends"
"289","Good people, good pay, decent advancement"
"290","Good compensation, stable industry, a pension, generous paid time off if you can afford to take it, great location. Big-company technology in a small company forces staff to have multiple skills. After the multiple rounds of cuts, IT is getting more efficient in many areas. Management in some areas are excellent."
"291","If you manage to get Full time employment vs contract the benefits are solid and compensation is good."
"292","Fast and easy to use"
"293","Decent pay 
A lot to learn about futures and options trade
Helpful and motivating senior leaders"
"294","Total Compensation Package, resources, on-site fitness centers, pension plan, opportunities, etc."
"295","There are great opportunities to work with some of the best and brightest utilizing cutting technology."
"296","Working as a Selenium Automation QA in Polaris"
"297","Great benefits and room to grow within the company"
"298","Very fast paced environment. You are presented new challenges daily, and work with some of the best in the industry."
"299","Great benefits, competitive salary, good opportunity for growth."
"300","I worked with a lot of really talented people.  Since the business is very dynamic and always changing, I was always challenged and learned a lot about the derivatives industry."
"301","was a great place for brokers"
"302","Great Experience. I mostly did project management work, assisting team members with excel work and other softwares, and sat in on meetings which was great to be apart of . I felt that I was contributing to the team and company."
"303","- Travel for work
- variety of projects
- benefits are at market level"
"304","Lots to do and learn
Good salary"
"305","benefits, salary is near market rates with benefits making it a little better than some companies, they invest in training and education, great technology"
"306","They paid well with good benefits compared to others.  They are not afraid to spend money on technology.  They had a good, at least in my position, tried to have a good work/life balance."
"307","Great commraderie between co-works and traders.  not having to work weekends. flexible breaks. fast paced day."
"308","Quite a good company to work for. The people are lovely and the company is definitely going places."
"309","Fast paced energetic environment. Loved my coworkers and management was fair and generous."
"310","Good salary, smart people, fairly flexible."
"311","Smart people - Good work/life balance-nice benefits"
"312","World renowned organization that is vital to the economic infrastructure of our country."
"313","Decent compensation and good benefits, used to be very decent work-life balance but changed dramatically in the wrong direction over last couple of years"
"314","ability to make decisions in lower or middle management, fairly relaxed work atmosphere, like the chicago location, lot of young people"
"315","-Stable, routine, easy to coast
-Bonus package and time off is nice 
-Good quality environment if you just want to come in a down a job"
"316","Fast paced company and industry which challenges everyone to deliver and create new solutions in order to sustain our powerful market share."
"317","Learn much from series talks, great atmosphere to learn for yourself and think for yourself."
"318","Good pay, benefits, work life balance"
"319","It was amazing! People, culture, projects. We had fun coming in to work."
"320","IT salaries were better than market but it comes with 24/7 support and many weekends.  Benefits were above average and the location is between the train stations."
"321","Smart People for the most part."
"322","CME Group is the best place to work as intern . It makes a student learn many new technologies over the intern period . It helps student with the software development methodologies and procedures . I worked with Risk and Pricing Systems .It is the good team  and i learned alot . :)"
"323","You have to be strongly motivated and have to use a lot of energy to drive change and create value. The truth that is that you will not get a much higher financial reward if you work at improving things than if you spend the year ""floating""."
"324","work is exciting if you love financial industry
pay you well"
"325","Gained great exposure across the company within my role, and amongst our customer base. Was apart of exciting tasks and projects and the fast pace kept me on my toes. Worked with a great team and felt appreciated for my work and effort that I put in."
"326","Super flexible, good pay, great people. I learned a lot during my time at CME and made connections that will help me move forward in my career as a Software Engineer."
"327","- Work/life balance.
- Commute from suburbs.
- Benefits."
"328","Working environment can be decent. 
Compensation is good.
Developers are very hard working.
Some hard-working folks around here."
"329","Great people to work with and good culture."
"330","Most modern Technology, Fast paced & high frequency trading environment, Great benefits"
"331","The pay and the benefits."
"332","Benefits are great. Work/life balance is there. The ability to work on new technologies is there without the silo type of environment that is present in larger financial firms."
"333","Convenient to transportation, very close to both major Metra stations."
"334","Great Workplace
Great Working Environment 
Great People
Good Learning Opportunities
Great Location"
"335","Good work life balance, flexible schedule, most people are nice."
"336","- Competitive Pay & Benefits
- Coworkers (the few that remain)"
"337","I worked for CME as JavaScript developer for 2 years and 3 months.  The project was interesting and I was well treated by CME Group employees."
"338","good workplace culture and young progressive atmosphere"
"339","You get a lot of exposure to the tech/IT/software side.  Work-life balance is very good.  Office is casual (you can wear jeans).  You can get models patented, which is different from anywhere else and looks good on a resume."
"340","At one point there was a collaborative team environment."
"341","Some of the greatest people to work around, friendly atmosphere. al the greatest workers to be down on the trading floor at the cbot"
"342","Scope to work with good technologies"
"343","Good hours for enjoying the summer months"
"344","Great pay, benefits, training, CME brand looks great on resume"
"345","Great benefits.  Great company to work for."
"346","Compensation and benefits (needs to be at least 5 words and that's a stretch for pros)."
"347","Good opportunity to learn the basics or wait for retirement"
"348","Standard Industry Benefits, Above Industry Pay, Tuition Reimbursement Pension, and Work Life Balance"
"349","Stable company; promotes work life balance; always looking into improving"
"350","Fast pace environment, challenging work, great PTO & benefits."
"351","Money, travel. There are no other real pluses. It's a difficult and political place to work. The list goes on and on."
"352","Great corporate culture, work in a small team that helps you succeed"
"353","- CME employee benefits are impressive, if you can match that with your equal and valuable input to the business you will be rewarded.

- As a freelancer for 7 years, I had hesitations due to worry of bureaucracy and process overload,  however individuals are given ownership of their relevant part(s) of the business, your voice will be heard.

- You will learn a huge amount due to the level of expertise amongst... colleagues.  Especially if coming from a non-fintech background."
"354","Exposure to various markets. client interaction"
"355","People I work with and the talent here."
"356","Stable Company, Generous PTO, Great Social Events, Strong Brand"
"357","good benefits, hours,  and decent pay."
