"","X1","pros_page1","pros_page_rating_value"
"64",9,"Great benefits and open culture","5.0"
"65",9,"Viagens, benefícios, clima, cultura de diversidade","3.0"
"66",9,"Ability to do your own research and drive product","5.0"
"67",9,"Ótimos benefícios empresa proporciona muito conforto aos funcionários","5.0"
"68",9,"good fundamental knowledge in fixed income, more than most other places","4.0"
"69",9,"Nice philanthropy opportunities in the company. Most of the profits are given for charity and great Kuddos for that!","3.0"
"70",9,"Great training and development opportunities of work hard","4.0"
"71",10,"I was in a very good technical team
Really nice place
Relaxing atmosphere, did not feel the pressure
A lot of intern events, but there are not many mandatory ones
There is food on the events","5.0"
"72",10,"Great place to start your career","3.0"
"73",10,"Good corporate culture
Lots to learn","1.0"
"74",10,"Great training class and lovely working environment","5.0"
"75",10,"Work-life balance, Perks, colleagues, environment","3.0"
"76",10,"Great people to work with","5.0"
"77",10,"Learning experience in FIX protocol","5.0"
"78",10,"good benefits, stability, friendly culture","4.0"
"79",10,"- Bloomberg and Thomson Reuters (Refinitiv) dominate the market data sector. Both have steady cashflows, while BBG is somewhat better managed. 
- Perks like free snacks and drinks, nice offices around the world
- Well-established training programs for fresh grads","3.0"
"80",10,"Good benefits, good opportunities to move within company","4.0"
"81",11,"1) Incredibly easy job - you can actually do it when you are 16 and have no degree or financial knowledge, it is not required
2) No stress - you do not create value, hence your job is stressless as you do not do much
3) Good work - life balance. You have no incentive and no reason to stay after 6pm
4) Summer party - it is very good","5.0"
"82",11,"Camaraderie - you will meet some lifelong friends
Opportunities to move to different areas of the business","3.0"
"83",11,"The best company I worked for","1.0"
"84",11,"The quiet editors deemed unfashionable whose ability to take copy that is akin to scribble and turn it into something legible are the unsung heroes of that place. Sadly the scribblers tend to be promoted.","5.0"
"85",11,"I think Bloomberg is an amazing company,  i worked 3 years in another country and moved to the US and been working for Bloomberg for 5, the benefits and the work life balance is good and its a very organized company.","3.0"
"86",11,"Some great people, typically the ones that don't hang around too long","5.0"
"87",11,"Pay is decent, I wish I could say more.","5.0"
"88",11,"Great benefits, everyone is super nice, and if you are proactive you can succeed","4.0"
"89",11,"-Nice office with good views
-Pretty good work life balance
-Decent pay","3.0"
"90",11,"You will get the best opportunity to rub shoulders with one of the best and great minds working in Finance industry","4.0"
"91",12,"Meet some really genuine people, pantry. Pay is decent enough with no real incentive to go extra mile. Performance review process can be doctored with zero transparecny in the process. Constant over internal emphasis on a culture that is preached but hardly practised which demoralises and fosters detachment.","5.0"
"92",12,"Hard-working colleagues from diverse backgrounds","3.0"
"93",12,"Great introductory role into financial markets, great people with in depth knowledge teaching new joiners.","1.0"
"94",12,"great company, well paid job. lots of perks","5.0"
"95",12,"Dynamic 
The people 
Fast paced 
Perks","3.0"
"96",12,"Great benefits. Stocked up kitchen. Beautiful office space. Give lots of awards and title changes. Good resume builder. Also good as one of your first jobs out of college","5.0"
"97",12,"Used to have free lunch . Not anymore.  Cannot think of anything else.","5.0"
"98",12,"Great benefits, Great pay, Great company","4.0"
"99",12,"Good software practises, large diversity of teams and products, great perks for a financial company.","3.0"
"100",12,"A lot of young people","4.0"
"101",13,"Good team, fun environment to work for","5.0"
"102",13,"Free meals; quality people; work flexibility","3.0"
"103",13,"Good health insurance, free entry to different art/culture exhibitions","1.0"
"104",13,"Great benefits, access to learning platforms, the opportunity to progress in the company( not guaranteed), international team, free food, young and intelligent people, very friendly department!","5.0"
"105",13,"Plain company structure, food and events, interesting projects, many opportunities to learn and grow","3.0"
"106",13,"Offers a lot of opportunity to develop yourself and your career","5.0"
"107",13,"The benefits are good and the London office is spectacular. Philanthropic efforts are great too with a lot of opportunity to get involved with charity work. They'll match your donations too and there's opportunity for free event tickets.","5.0"
"108",13,"Great culture, benefits, people, philanthropic opportunities, intern to full time pipeline","4.0"
"109",13,"office decor and opportunities in the firm","3.0"
"110",13,"Great learning opportunities and career growth
pantry
training","4.0"
"111",14,"Diverse and vibrant social environment. Great place to learn and gather a broad overview of financial markets","5.0"
"112",14,"Really flat structure, open, good work/life balance culture","3.0"
"113",14,"Good salary and good culture","1.0"
"114",14,"estavel, e baixa pressao... boa qualidade de vida","5.0"
"115",14,"Ótima empresa. Ótima remuneração e benefícios. Cultura muito forte e respeitosa. Pessoas muito competentes e profissionais.","3.0"
"116",14,"High pay. Especially high base salary. Good benefits.","5.0"
"117",14,"Excellent work environment and benefits, fast moving culture and challenging projects.","5.0"
"118",14,"Very diverse and fast pace work environment with great benefits package & time off","4.0"
"119",14,"Great place to grow your career in the world of finance, tech and business","3.0"
"120",14,"Great culture, a lot of smart people and good work life balance.","4.0"
"121",16,"Good perks including hotels and flights","5.0"
"122",16,"Company values, benefits, pay were good.","3.0"
"123",16,"Vale transporte
Horario de almoco mais flexível","1.0"
"124",16,"Great exposure to the company, shadow many departments, great place to start and know where you want to go.","5.0"
"125",16,"American culture and friendly environment. Great people. There are many projects that make the work more interesting.","3.0"
"126",16,"Mike Bloomberg is a visionary

Top notch benefits and paid time off

Exceptional focus on philanthropy if you want to participate

Incredible headquarters building

A truly disruptive technology that changed the way information is disseminated in the financial markets

Team environment

If you are selling at Bloomberg you will never have to work a weekend","5.0"
"127",16,"culture, diveristy, work environement, challenging","5.0"
"128",16,"1)  Salary slightly above market rate.
2) Most managers are reasonably good and fair.
3) Global exposure.
4) Work/life balance.","4.0"
"129",16,"Good training, company perks","3.0"
"130",16,"Friendly and transparent working environment.
Free snacks, fruits and drinks in pantries.
Great benefits (401K, Health/Dental/Vision insurance and so on) 
Flexibility in working hours.","4.0"
"131",17,"Offices, locations and free snacks","5.0"
"132",17,"Free canteen, reasonable hours, decent modern office","3.0"
"133",17,"Good exposure for all kinds of clients","1.0"
"134",17,"Coffee, Yoga, Drinks, Flexible Work Clothes, Great Culture","5.0"
"135",17,"Dedicated people. Good work life balance.","3.0"
"136",17,"It's a well known brand with some really amazing products compared to its competitors,  it's well respected in the industry so the sales job is a bit easier compared to others.","5.0"
"137",17,"Likely best company in financial services in terms of benefits","5.0"
"138",17,"Invest heavily to train fresh graduates.  They tend to promote young people.","4.0"
"139",17,"Pantry, great office supplies; high skilled professionals in almost every field.","3.0"
"140",17,"great benefits 
fun people in some departments 
stability","4.0"
"141",18,"Too many to list. Health, wealth, work/life balance,","5.0"
"142",18,"Open culture, flat heirarchy, flexibility to pick projects and develop new skills","3.0"
"143",18,"great pay. Bloomberg pays for top quality employees. The benefits are great. If your manager likes you, you have a lot of resources to accomplish your goal. And Bloomberg would spend lot of resources to accomplish its goals.","1.0"
"144",18,"Great offices and benefits, good salary.","5.0"
"145",18,"Very smart colleagues; highly international organisation; feeling of being part of something special; always at the cutting edge of developing news.","3.0"
"146",18,"Lay back and interesting at times","5.0"
"147",18,"Great culture, generally relaxed environment, lots of smart people. You have lots of freedom choosing what you want to work on.  Great work/life balance.","5.0"
"148",18,"Bloomberg is a legit and well respected company. The CEO is amazing and some awesome colleagues. Plenty of young colleagues (if you're younger and starting out). Volunteering activities are great. Company is serious about philanthropy.","4.0"
"149",18,"Pantry, lots of events and opportunitites.","3.0"
"150",18,"Benefits and compensation are very good","4.0"
"151",19,"Good work culture, smart people. Free food (though only soup for lunch). Great benefits. Amazing location. Volunteer opportunities as well as ""communities"" (clubs) provide a fun social scene.","5.0"
"152",19,"good pay, good people, nice office","3.0"
"153",19,"My department is incredible. Everyone is cooperative and truly cares about each other and our clients. It also really incentivizes you to grow within the company and explore new projects.","1.0"
"154",19,"Great Company with a great mission. Good compensation with leading benefits","5.0"
"155",19,"They have good work/life balance, and good benefits","3.0"
"156",19,"- Central London location
- Amazing building
- Good perks
- Diverse teams
- Nice pantry with snacks
- Training is very well structured","5.0"
"157",19,"- Culture
- Office environment and well equipped pantry
- People - multinational full of young and bright minds
- A lot of responsibilities and growth opportunity","5.0"
"158",19,"Lots of perks and pays competitively","4.0"
"159",19,"* Great Health Care 
* Free Snacks
* Intelligent/Driven Co-Workers","3.0"
"160",19,"Loved company culture and diverse group of employees.  Great place to work and learn a lot not only about your department but about other departments as well. I learned a lot of valuable skills.","4.0"
"161",20,"Challenging and get things done culture","5.0"
"162",20,"Fun atmosphere 
great discounts 
awesome pay (if you work hard enough for commission)","3.0"
"163",20,"Brand name, nice office, good compensation","1.0"
"164",20,"The people, culture, benefits, work hours, access to training, and more. The product we sell and the clients we serve covers a wide array of the financial sector and financial products, with solutions as specific to analyzing very complicated securities all the way to front-to-middle-to-back enterprise offerings. Working with those tools and the clients who use them provides access and insights to the markets inner... workings that would be hard to find anywhere else.","5.0"
"165",20,"Decent work environment, good benefits.","3.0"
"166",20,"Bloomberg is an amazing company with a very strong culture. The company is an especially good place to start when early in your career, as it carries strong name brand recognition and offers regular training, in addition to great benefits.","5.0"
"167",20,"Work life balance
Decent pay
Easy work","5.0"
"168",20,"Great culture, flexible and fun","4.0"
"169",20,"Good working environment, facilities and compensation","3.0"
"170",20,"Good culture and good employees benefits","4.0"
"171",21,"Good culture and good employees benefits","5.0"
"172",21,"Beautiful building and great colleagues","3.0"
"173",21,"Bloomberg is a major global provider of financial news and information","1.0"
"174",21,"- Been here over 5 years, always have been encouraged a healthy WLB. 
- the work has always been interesting
- Food is great (NJ office). 
- Internal mobility is encouraged.
- philanthropy is highly encouraged and it feels good to work for a place trying to make the world better","5.0"
"175",21,"Cutting-edge company on the forefront of fintech","3.0"
"176",21,"Good training and development","5.0"
"177",21,"The benefits are some of the best you'll find in the business: No healthcare premium, great 401(K) match.","5.0"
"178",21,"At the forefront of financial information, data and analytics.","4.0"
"179",21,"Secured job, ok compensation","3.0"
"180",21,"You can be part of a company that has a significant impact on the financial world.","4.0"
"181",22,"- Lots of focus on development, growth
- Great opportunities to work across teams
- Strong, supportive culture that seeks to build bridges
- Outstanding benefits","5.0"
"182",22,"Because of the initiatives Mike Bloomberg leads on climate, philanthropy etc. I feel proud to work here in a way I haven't at previous employers. Good benefits (esp health care), managers treat people well, high standards, smart colleagues.","3.0"
"183",22,"Eagerness to let people experiment with ideas that will bring personal career growth and company growth.","1.0"
"184",22,"Great benefits and work life balance.","5.0"
"185",22,"Great benefits - 401k matching, great health insurance
Free access to almost all museums in NYC
Lots of opportunity for advancement
Great work life balance","3.0"
"186",22,"- Good name on the CV
- Exposure to many different clients
- Lot of time invested in training","5.0"
"187",22,"Open culture, flexible, plenty of internal opportunity movement","5.0"
"188",22,"Great insurance coverage with benefits extended to one and all in the company. Pantry is second to none.
Embrace diversity to the max!!","4.0"
"189",22,"ridiculous benefits, stunning office spaces, great culture","3.0"
"190",22,"Great people, great perks, great job right out of college","4.0"
"191",23,"nice environment and nice staff","5.0"
"192",23,"Great work life balance, focus on philanthropy, great team and coworkers, dynamic culture, fast-paced working environment, excellent benefits, high early career compensation growth.","3.0"
"193",23,"The office has a nice view of the water and Micheal Bloomberg is a great guy","1.0"
"194",23,"Lots of training
Good comps
Great product
Great global leaders","5.0"
"195",23,"A really great working culture","3.0"
"196",23,"- Strong focus on positive and nurturing culture .
- Great benefits , one of the best health insurance in the city 
- Good work life balance 
- Focus on continuous learning through many in-house training programs","5.0"
"197",23,"Great benefits
Slightly higher than average salary 
Free snacks/dinner or lunch 
Good working environment","5.0"
"198",23,"Great Wellness, Health and Professional Support","4.0"
"199",23,"Best Culture, No Stress, Amazing Team, Free food","3.0"
"200",23,"good culture really helpful colleagues","4.0"
"201",24,"Culture is very welcoming.  Lots of opportunities to give back, lots of internal issue groups to join, flexible schedules available.","5.0"
"202",24,"Great perks, culture and a lot of learning opportunities within the firm, pay well and you get a lot of exposure to different financial products and roles.","3.0"
"203",24,"Snacks, smart people, travel and good salary","1.0"
"204",24,"Great benefits and culture, my team also allows for great work life balance","5.0"
"205",24,"* Outstanding company to work for in terms of aptitude of people, healthy office culture, investment in product development and quality of product, relentless high touch focus on the customer. All the benefits you might expect from a global FinServ firm. 401k match, quality healthcare benefits, generous vacation time, in-office perks etc.

* Generous base salary especially through career progression and... out-performance. Sales bonus compensation is not directly tied to target/quota achievement making for a much more consultative, relationship based and less aggressive sales environment for clients. Qualitative / culture based metrics ensure high performance is not only based on quota, territory etc.

* Move towards more of a dollar quota culture in recent years is positive. Especially for Bloomberg terminal core sales staff this presents an opportunity to become a true enterprise account executive, versus traditionally selling units / terminals. This in turn becomes a more transferable experience. The high calibre sales people at Bloomberg I know of have embraced this change.

* Exceptional sales support network for post sales client support from the Analytics department and wider product/support groups. This takes admin-weight off sales significantly and has improved massively over the last 5 years. 

* Whilst a healthy pressure exists to hit quota, Bloomberg sales is not a cut-throat sales environment like e.g. Salesforce. This promotes a much healthier, collaborative working environment where sales are not stepping on each other. There is monetary recognition of collaboration and other BBg culture metrics.

* Strong culture of internal promotion especially into leadership positions -most of which are filled through home-grown talent. For me personally this was recognized through generous compensation at each stage. Still a concerning lack of female talent promoted to sales management, despite recent efforts to change this.","3.0"
"206",24,"Ethos, Benefits, Flexibile Working, Colleagues","5.0"
"207",24,"Prime office location, very nice office. Plenty of free snacks / breakfast / lunch and many activities.","5.0"
"208",24,"Great workplace, positive people. Great work-life balance.","4.0"
"209",24,"Great culture and open opportunity. People are so hardworking and willing to help. Managers are very positive to your future plans.","3.0"
"210",24,"Flat communications. No bossy employee that I found in the office. Everyone was very friendly even in different dep people","4.0"
"211",25,"Viagens internacionais pagam para qualquer funcionário em business class. Hotel cinco estrelas, cartão de crédito para despesas, kitchen para café da manhã e petisco, excelente edificio estrutura excepcional","5.0"
"212",25,"Great benefits and people and amazing place to work if you are good at networking","3.0"
"213",25,"Good company and offer good salary","1.0"
"214",25,"Lots of opportunities for projects, great compensation package, lots of perks in the office","5.0"
"215",25,"good office environment, techonology driven,young teams","3.0"
"216",25,"Bloomberg is a great place to work...if you're in the right department","5.0"
"217",25,"Great work environment. Great boss","5.0"
"218",25,"Potential to be more dominant than it already is.","4.0"
"219",25,"You will be learning new things","3.0"
"220",25,"relatively good compensation compared to others","4.0"
"221",26,"Development and company culture. Work and life balance.","5.0"
"222",26,"Fast moving
You will learn at your own pace","3.0"
"223",26,"Good pantry, good health insurance","1.0"
"224",26,"Pay/benefits are great. The company is innovative and well-funded. The culture of philanthropy makes it worthwhile to go to work.","5.0"
"225",26,"The benefits and unlimited snacks
Free Health care
Competitive 401k","3.0"
"226",26,"An AMEX with unlimited spend on business trips - which they will make you do a lot of unless you are on the helpdesk or get one of the coveted London based roles which are like gold dust","5.0"
"227",26,"If you're interested in current affairs/ news and technology you can go in-depth and learn a lot. The job gives as much as you're willing to take from it; it's a fast-past and stimulating place to work.","5.0"
"228",26,"Great building, nice package such as health insurance options, etc.","4.0"
"229",26,"* Free Snacks
* Free Soup
* Beautiful Pantry
* HealthCare Benefits (BWELL)","3.0"
"230",26,"good work-life balance and benefits","4.0"
"231",27,"They give you free cup of soup for lunch if you're desparate for food (you will be). But you have to hurry otherwise they run out and you are stuck with unhealthy snacks instead.

The building is very nice but you're required to stare at Bloomberg's monitors all day long so it doesn't really matter. And they close the window blinds on you during the day so you can't even see the outside.","5.0"
"232",27,"Learn product knowledge and finesse yourself to great sales, can have rewarding pay outcome","3.0"
"233",27,"Good interest all love mercy","1.0"
"234",27,"It's great you don't need to be a manager to growth in your career. All the benefits including Sick days,  healthcare, lunch, and snacks.","5.0"
"235",27,"Fast paced. Good opportunities to travel and they don’t skimp on the perks. Also good opportunities to learn about financial markets if you don’t come from a financial markets background.","3.0"
"236",27,"It's a great place to work.","5.0"
"237",27,"Good work life balance 
Good management","5.0"
"238",27,"Great working environment, Great people, Good pay for the amount of work. It will be a good company to retire but maybe not the best place to start your career if you have ambitions","4.0"
"239",27,"Lot a of varied work, with great chance to progress","3.0"
"240",27,"- Generous health insurance
- Usually not much OT (if you are in the right team)
- Friendly coworkers
- Harmonic culture means no one would scold you even if you constantly perform so poorly
- Flexible work arrangement (work from home, late shift etc.)
- Free drinks and snacks, and sometimes free lunch provided in luncheon meeting or sharing session
- Relatively higher pay than the competitors, if you only... consider yourself as data entry and customer service job...","4.0"
"241",28,"Excellent mobility, great healthcare benefits, global culture, good systems and infrastructure.. all aimed at ensuring you can focus on work.","5.0"
"242",28,"Benefits are outstanding, from medical to 401(k) match to vacation and some very nice colleagues, but the bloom falls off the rose after a few months at a firm whose original editorial chief built a culture of fear, an intense 10+ hour workday and a style that condones uniformity. Editorial folks' comp is good vs. what else is out there, and why many never want to leave.","3.0"
"243",28,"Good dynamic and good place to learn. Good benefit","1.0"
"244",28,"Open culture
Good work life balance
Excellent health benefits
Free drink and snacks","5.0"
"245",28,"Good perks, company culture and environment.
Good salary, quick raise at the beginning 
Broad marke exposure, good training","3.0"
"246",28,"Good salary, good benefits, open environment","5.0"
"247",28,"Amazing buildings, smart people, global reach, great added benefits, and philanthropic investment.","5.0"
"248",28,"Great product, good support structure, dependable colleagues, global firm with strong presence","4.0"
"249",28,"Fantastic benefits, including full health coverage and generous 401k match","3.0"
"250",28,"good pay, good environment, friendly colleague","4.0"
"251",29,"Friendly colleagues, might meet interesting clients, decent salary. Nearly impossible to get fired","5.0"
"252",29,"Working for mike Bloomberg, great benefits and pay","3.0"
"253",29,"good benefits, amazing offices, great health insurance, work with really smart people, lots of travel","1.0"
"254",29,"- everyone is generally very willing to help each other 
- good working hours 
- generous insurance scheme and 401K
- generous pay rises if you perform","5.0"
"255",29,"Pantry & company benefits are very generous. People around you are very friendly. A great place to make friends","3.0"
"256",29,"opportunities open to employees. job swaps, relocation available. great work/life balance","5.0"
"257",29,"Good pays, great benefits, nice office space, good colleagues","5.0"
"258",29,"If you're young, it will prepare you and help you get a job elsewhere.","4.0"
"259",29,"Very dynamic environment
flat hierarchy
easy to develop your career across different roles","3.0"
"260",29,"* Good Salary 
* Good benefits","4.0"
"261",30,"* Good Salary 
* Good benefits","5.0"
"262",30,"- great benefits 
-hours are reasonable
- the younger employees are highly motivated and intelligent","3.0"
"263",30,"collaborative place to work I would say","1.0"
"264",30,"Good opportunities for work progress. Great training.","5.0"
"265",30,"High compensation and job security compared with other media jobs. You have resources needed to do job well, brand gives access to sources, stories get high visibility. Generally work along talented colleagues.","3.0"
"266",30,"OK benefits (Healthcare is not too bad, pension plan is medium, holidays are fairly good)","5.0"
"267",30,"Good office and working environment","5.0"
"268",30,"Ótima empresa para se trabalhar, como entry level é ótimo por ter a oportunidade de participar de projetos e desenvolver diferentes habilidades. Para a efetivação é bastante difícil.","4.0"
"269",30,"Dynamic, open environment with good work life balance.","3.0"
"270",30,"Open culture and knowledge sharing 
People
The company donates huge amount of profits to good causes
Interesting projects 
Great Benefits","4.0"
"271",31,"They really look after their employees with fully-stacked pantry, company socials, annual summer party, top-end insurance and other benefits","5.0"
"272",31,"Pay and benefits
Free food, snacks etc","3.0"
"273",31,"A lot of bright people working with you or near you, agile is growing in the company, good work environment, nice desks, there is the pantry, which is really nice, view to St Pauls, nice perks, many courses to learn new things, in most teams a relaxed environment, you work for someone much better than Trump.","1.0"
"274",31,"Very philanthropic company. Encourages open communication. Pays at par with other big tech firms.","5.0"
"275",31,"Competitive salaries, great benefits (health, 401K), good offices","3.0"
"276",31,"Adequate salary
Good benefits
Excellent office environment","5.0"
"277",31,"- Great Training! Expect at least 2-3 months of classroom training on everything from the basics of financial markets to the most advanced topics of Fixed Income and Equity derivatives
- Provides amazing insight into giving a good customer experience
- Coworkers are absolutely amazing loved my class of peers
- Great experience in working with high level customers
- Awesome resume builder (don’t stay at Bloomberg for... more than 3 years)","5.0"
"278",31,"Great health insurance.   Larger company has performed well.","4.0"
"279",31,"I have knowledge about research and I like to research so I chose this","3.0"
"280",31,"Work culture is something unique.
Flat management structure.
Nice colleagues","4.0"
"281",32,"Very flexible daily working style","5.0"
"282",32,"Global Mobility, Lots of career opportunities to explore","3.0"
"283",32,"Good pay, good food and good people","1.0"
"284",32,"Good training program for new grads, good work-life balance","5.0"
"285",32,"salary, people, location,  training,  technology","3.0"
"286",32,"Great benefits, work life balance not so bad","5.0"
"287",32,"good culture, well training and pension fund plan.","5.0"
"288",32,"- Great salary/bonus
- Pantry with lots of food and drinks
- Lots of people to network with
- Beautiful office","4.0"
"289",32,"Health Benefits. Open and transparent office.","3.0"
"290",32,"flat structure, interesting and competent colleagues, good salary and benefits, opportunities for advancement","4.0"
"291",33,"Benefits package is top notch","5.0"
"292",33,"- Pantry
- Nice office in central location","3.0"
"293",33,"Open cultural, places to learn knowledge, experiences","1.0"
"294",33,"Long term thinking and investing in products coming from the philosophy of the major share holder","5.0"
"295",33,"Food, Health Care, Snacks, Early bonuses, Early raises.","3.0"
"296",33,"Free food in pantry; good healthcare benefits","5.0"
"297",33,"Flat, Diversity and great work life balance","5.0"
"298",33,"Caveat that your entire experience like any large company depends on what department and seniority you hold. My review for pros and cons centers on experiences in the financial products realm, not engineering, news or media. In terms of pros, Bloomberg has some great, really good, and good things going for it. 
 
There are some genuinely talented, smart people who when given the chance can do some great work. The... culture and environment is extremely energised and lively, and there is always a buzz in any of the top notch global offices. The Bloomberg Way of start executing, building, or doing first and figure out as you go along can be very powerful (but also detrimental as outlined in cons). 

The benefits are overall generally strong (especially in the US with no healthcare premiums) but not over the top. Some great cultural benefits and partner programs. 

Philanthropy is a huge part of the company and there are numerous ways to feel a part of that. The majority of company profits do go to funding Mike Bloomberg's philanthropic initiatives, which if you are aligned with those (like me) then it's great. There are also weekly (if not daily)  ways to get involved in countless other volunteering initiatives.","4.0"
"299",33,"Salary! BB pays very well. This is the first company I've been at that actually makes good on their promise of a bonus as well.  It's very stable here. This is NOT a hire / fire culture. They vet for the best and make every effort to make you successful in the company. If a team dissolves, they will work with you to find a new team - at least for engineers. The work from home capabilities are decent. You can wear... whatever you want. Literally. Before I joined I thought BB was a stiff-necked cross between a bank and hedge fund. Nope. I was happily mistaken. They have fresh fruit, free soup, tons of coffee, and snacks for free - daily. Oh, and every office is littered with tons of exotic salt & fresh water tanks. Like, they're everywhere. It's beautiful.","3.0"
"300",33,"- Great work life balance
- Lots of interesting problems
- Fast paced
- Great emphasis on mentorship/ on-the-job training
- Fantastic perks
- Great philanthropy programs","4.0"
"301",34,"truely global environment
canteen
really care about employee welfare","5.0"
"302",34,"- Great benefits
- Free food and drinks in the pantry
- 20 vacation days at start of year
- Yearly Picnic event at Randall's island
- Fun people to work with","3.0"
"303",34,"- Great culture
-Lots of opportunity for growth
- Meritocracy
- Amazing Benefits","1.0"
"304",34,"Loved everything about this job","5.0"
"305",34,"Fast-paced, responsibility, interesting co-workers, good office benefits","3.0"
"306",34,"Amazing office, great ambiance and vibes, transparency, free food
If you perform well, they will invest so much in you from knowledge to mental health wise
Philanthropy
Diversity 
Great culture
Dynamic work, never dull","5.0"
"307",34,"Great atmosphere, wonderful people, excellent perks. Very good training program for fresh recruits to catch up to company operations standards.","5.0"
"308",34,"Great work space, centrally located","4.0"
"309",34,"Good name recognition, broad exposure","3.0"
"310",34,"great benefits and environment. good prospects","4.0"
"311",35,"There is free food and snacks consistently at your disposal. The organization is big on volunteering and philanthropic endeavors so working here will afford you the opportunity to make an impact on other people’s lives outside of the company. That’s the full extent of the benefits in my opinion.","5.0"
"312",35,"Great brand, people and product","3.0"
"313",35,"Excellent work environment and great team. Internal systems are well established and seamless","1.0"
"314",35,"Nice office environment 
Great salary package.","5.0"
"315",35,"Smart co-workers, great offices around the world, fast paced environment, huge philanthropic presence, generally a meritocracy","3.0"
"316",35,"Good compensation and medical care benefit","5.0"
