"","X1","pros_page1","pros_page_rating_value"
"200",25,"Its been 1.5 Yrs for me in MSCI. 

1) Good Leaders (Managers) - Help to explore & strengthen your capabilities.
2) Clear Goal Settings - Help to achieve your EOY tasks.
3) No unwanted pressure at work.
4) Lots of Individual contributor - Make you feel not to worry much about designations.
5) Good Pay master - Anytime better than the competitors.","2.0"
"201",26,"Challenging work environment with highly academically and technically trained people. Opportunity to extend financial knowledge.","3.0"
"202",26,"Nothing at all which can be said positive. They believe that an employee is a machine, and can be replaced anytime, which results in you sometimes feeling like a bonded blue-collar labor","2.0"
"203",26,"Work culture is great, its a place you can work for and yet have a satisfactory after-work life. It exposes you to the working on a global brand, and gives you that leverage on your resume. There are no late night assignments, or restrictions on taking leaves.","3.0"
"204",26,"Sales people have large base pay. Trips easily expensed. Easy product to sell. Brand recognition.","2.0"
"205",26,"Among the top firms of its kind, forefront of innovation and constantly referred to as excellent by clients.","5.0"
"206",26,"1. Great Pay
2. Competitive benefits
3. Free culture - can walk up to any senior management person without hesitancy
4. Decent budgets provided for team-activities every year
5. Cool Office interior","3.0"
"207",26,"Earlier great product.

Earlier great teams.","5.0"
"208",26,"Professional culture, pleasant work environment and cool people.  Innovative tech / investment tools provider listed on NYSE.","5.0"
"209",26,"There were lots of talented people, and decent work environment. Good benefits and work life balance.","2.0"
"210",26,"very friendly environment with lots of people","2.0"
"211",27,"Decent salary, bonus and benefits","3.0"
"212",27,"Very loyal company. It would be hard to have a long career there, but they appreciate their employees.","2.0"
"213",27,"Great benefits.  Great work life balance","3.0"
"214",27,"1) People may get higher salary than they deserve in market otherwise.
2) Company was initially started by Morgan Stanly but spun off in 2009.","2.0"
"215",27,"Ability to work from home when you need to, and ability to set your own hours.","5.0"
"216",27,"Benefits package and maternity pay","3.0"
"217",27,"Salary. 
Below mid-management, know-how is decent, 
Sharp and cooperative staff","5.0"
"218",27,"Lost of flexibility, interesting, challenging work. Growth opportunity for those who are persistent.","5.0"
"219",27,"Nice culture, product based, No micro management, good work life balance. Awsome people to work with","2.0"
"220",27,"Good work life balance. Friendly working environment.","2.0"
"221",28,"smart people to work with
great brand and industry recognition
global reach
decent benefits
good products and strong research focus","3.0"
"222",28,"Good company. Good Pay. Operates like a product company.","2.0"
"223",28,"The working time is casual and free. You have enough vacations as well.","3.0"
"224",28,"Working with a global team.
Good benefits.","2.0"
"225",28,"Collaborative, flexible working hours, good package, intelligent people, nice offices, global.  When I joined, my mindset was to retire at MSCI.  That's how good I perceived the Firm to be.  For majority of my stay, I was happy and contented.  With all the changes and what's happening currently, my opinion of the Firm has dramatically changed.","5.0"
"226",28,"May have changed post acquisition, but not recommended.","3.0"
"227",28,"Total compensation is good. You have to work hard and earn your promotion like any other company. Leadership is very supportive.","5.0"
"228",28,"Process driven company, strictly managed, solid index business","5.0"
"229",28,"Good work life balance in most teams...
if you are good, you get very high visibility as the peers are very lazy to put any efforts im their work","2.0"
"230",28,"Most of the late nights/all-nights can be handled from home. Vacation days are generous.","2.0"
"231",29,"Some occasional interesting innovation.  Index part strong but facing competition","3.0"
"232",29,"Benefits are better than average for a vendor and there are clear policies on what is acceptable and what isn't, for example around travel. Trying to implement the 'OneMSCI' approach which hopes to bring greater benefits to the end client.","2.0"
"233",29,"Great working environment. Friendly, fun, highly-energetic. Sharing best practices and knowledge is always welcome. Very global and diverse, everyones is very friendly and respectful, making it easier for an employee to work in teams and across functions. Senior management is reachable, and makes you feel that your position really matters in the organization.","3.0"
"234",29,"Management is smart and dynamic, leading to constant growth and new opportunities. The firm has a strong brand, which gives current and former employees credibility in the marketplace.
As a global organization there are ample opportunities for collaboration across cultures and time zones.
Local offices often develop their own entrepreneurial culture in the context of a larger organization.","2.0"
"235",29,"Products offered are top notch, excellent benefits for employees, wonderful working environment, collaborative culture, lots of subject matter expertise","5.0"
"236",29,"Fast-paced, intense, flexible, work-life balance","3.0"
