"","X1","pros_page1","pros_page_rating_value"
"210",24,"Best reasons to join include continual strategic growth of company through acquisition, and worldwide reach and resources.","2.0"
"211",25,"There exists the ability to grow your role within  the firm.  Managers within the firm recognize talent and people who think outside the box, and have the patience to teach and train which opens the door to greater responsibilities and promotion along with comparable compensation.","3.0"
"212",25,"Salary is good; culture is not bad","2.0"
"213",25,"Good work location, Best way to start career, Great managed company","3.0"
"214",25,"Used to be collegial and respectful.  Maybe it's going back to that in some areas but not very consistent.   Pay ok but not very competitive.","2.0"
"215",25,"Very good culture
Transparent decision making
Independence in working
Good knowledge sharing","5.0"
"216",25,"Lot of smart people. Average money. wide spectral of available knowledge. Good office building.","3.0"
"217",25,"Some very smart research and knowledgable consultants to work with.  Very flexible working schedule and easy access to top level management.","5.0"
"218",25,"Great benefit and fun people to work with. Not a lot of room to grow though. The product is going down hill because of poor software development life cycle.","5.0"
"219",25,"Great Salary and Benefit. Excelent Work-Life balance.
I highly recommended this company to work for. Very smart people.
Nice offices and excelente location.
Good reference for future career.
Offers interaction with international clients and colleagues.","2.0"
"220",25,"Its been 1.5 Yrs for me in MSCI. 

1) Good Leaders (Managers) - Help to explore & strengthen your capabilities.
2) Clear Goal Settings - Help to achieve your EOY tasks.
3) No unwanted pressure at work.
4) Lots of Individual contributor - Make you feel not to worry much about designations.
5) Good Pay master - Anytime better than the competitors.","2.0"
"221",26,"Challenging work environment with highly academically and technically trained people. Opportunity to extend financial knowledge.","3.0"
"222",26,"Nothing at all which can be said positive. They believe that an employee is a machine, and can be replaced anytime, which results in you sometimes feeling like a bonded blue-collar labor","2.0"
"223",26,"Work culture is great, its a place you can work for and yet have a satisfactory after-work life. It exposes you to the working on a global brand, and gives you that leverage on your resume. There are no late night assignments, or restrictions on taking leaves.","3.0"
"224",26,"Sales people have large base pay. Trips easily expensed. Easy product to sell. Brand recognition.","2.0"
"225",26,"Among the top firms of its kind, forefront of innovation and constantly referred to as excellent by clients.","5.0"
"226",26,"1. Great Pay
2. Competitive benefits
3. Free culture - can walk up to any senior management person without hesitancy
4. Decent budgets provided for team-activities every year
5. Cool Office interior","3.0"
"227",26,"Earlier great product.

Earlier great teams.","5.0"
"228",26,"Professional culture, pleasant work environment and cool people.  Innovative tech / investment tools provider listed on NYSE.","5.0"
"229",26,"There were lots of talented people, and decent work environment. Good benefits and work life balance.","2.0"
"230",26,"very friendly environment with lots of people","2.0"
"231",27,"Decent salary, bonus and benefits","3.0"
"232",27,"Very loyal company. It would be hard to have a long career there, but they appreciate their employees.","2.0"
"233",27,"Great benefits.  Great work life balance","3.0"
"234",27,"1) People may get higher salary than they deserve in market otherwise.
2) Company was initially started by Morgan Stanly but spun off in 2009.","2.0"
"235",27,"Ability to work from home when you need to, and ability to set your own hours.","5.0"
"236",27,"Benefits package and maternity pay","3.0"
"237",27,"Salary. 
Below mid-management, know-how is decent, 
Sharp and cooperative staff","5.0"
"238",27,"Lost of flexibility, interesting, challenging work. Growth opportunity for those who are persistent.","5.0"
"239",27,"Nice culture, product based, No micro management, good work life balance. Awsome people to work with","2.0"
"240",27,"Good work life balance. Friendly working environment.","2.0"
"241",28,"smart people to work with
great brand and industry recognition
global reach
decent benefits
good products and strong research focus","3.0"
"242",28,"Good company. Good Pay. Operates like a product company.","2.0"
"243",28,"The working time is casual and free. You have enough vacations as well.","3.0"
"244",28,"Working with a global team.
Good benefits.","2.0"
