All reviews for S&P Global Platts as of 2019-09-17 22:36 PDT. (No filters were used to create this file.)
# -------------------------------------------------------
# Employer's Name: S&P Global Platts
# Content: Glassdoor Reviews
# All Reviews through 2019-09-16
# -------------------------------------------------------
Employer's Name,Review Link,Job Title,Review Date,Review City/Town Name,Review State Name,Review Country Name,Current Job,Length of Employment,Employment Status,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline,Employer Response
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW24312924.htm,Associate Editor,2019-01-21,Houston,Texas,US,Yes,More than 3 years,Full-time,4.0,3.0,5.0,3.0,4.0,4.0,Getting Better,Yes,Approve,Great work environment and work life balance. Unbelievable benefits compared to journalism.,Very niche writing that doesn't translate well to other fields. Lots of math required., ,Journalism of sorts, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW24066989.htm,Regional Sales Manager,2019-01-05,Houston,Texas,US,No,More than a year, ,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,Amazing products and content aggregation.,"Will absolutely create a predatory pricing structure and force sales and customers to sell/pay much more data as a result of loosely defining what is a user. This creates an adversarial atmosphere between clients and sales and when the client cancels (and they will), you the sales group are charged back for these losses regardless of which person sold it.  There is no way an ethical person could work for S&amp;P and someone should replace them and put this firm out of business permanently.  Come on Google put this together and add new content, pricing and structure to the energy and commodity markets .",Come clean and stop cheating your sales teams and  clients alike. Make a wholesale change now or expect to be replaced  like the buggy whip.,Brilliant people and information but ethically challenged, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW23720725.htm, ,2018-12-05, , , ,No, ,Full-time,2.0,2.0,3.0,2.0,4.0,3.0,Staying the Same, ,No Opinion,"Plenty of opportunity to learn, great benefits, flexible schedule",Management is terrible. A lot of bosses and few leaders. Politics are rampant and many of the managers are more concerned with self preservation than growing the team or business.,The echo chamber is not helping. It only producers sycophants and does nothing to grow the quality of your product. Give more credit and liberty to the people on the ground who engage clients.,It could be a great place to work but....., 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW23600817.htm,Associate,2018-11-28,Singapore, ,Singapore,No,More than a year,Full-time,1.0,1.0,4.0,1.0,4.0,1.0,Staying the Same,No,No Rating,"1. Excellent benefits and salary given the amount of work you do you - very much overpaid -  If you are interested in the media/journalism industry, or are seeking to retire / have other priorities over a career and can deal with the cons below.  
2. Sales colleague makes really good poke, best in Singapore.","1. Extremely political like previous reviews have said.  Especially so in the editorial department as there is no focus on PNL and the work doesn't take up too much time so people try to get ahead Game of Thrones style. 
2. Mostly mediocre management that managed to get to their position via above politics thereby are more focused on maintaining their position and image than actually managing well.
3. High turnover -  can be likened to the latest Marvel avengers movie, a snap of the fingers and half of (some) teams are wiped out (quit). My ex-team of under 15 people averaged close to one leaver a month when I was there. To be fair, some teams are better than others in terms of culture and management - unfortunately, the teams to avoid are naturally the ones who constantly have openings. 
4. Limited career opportunities outside of media industry. Please don't mistake this as a good entry point into the commodities industry - you are more likely to be pigeonholed as a journalist the longer you stay.", ,Only If you want to be in the media/journalism/retiring NOT commodities, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW23402984.htm,Lead,2018-11-13,Singapore, ,Singapore,No,More than 3 years,Full-time,1.0,1.0,3.0,1.0,5.0,1.0,Getting Worse,No,No Opinion,"- If U only want a career in this and dont intend to go anywhere else. 
- Lifers here who stay for more than 10+ years. Y? Because S&amp;P Global pays you a generous reward if you stay until then
- If you are the eye of the apple, you can raise fast","- Political environment and culture. If no1 likes you, you better start saying your prayers
- Managers look after managers and throw you under the bus, just to stay secure in their jobs
- Those who are there long, per the above pros. but inherently everyone is unmotivated by the sudden shift into how political S&amp;P Global has become",Problem starts at the very top down to the lowest managers.,"If you get a Call from S&amp;P, reject unless you are desperate", 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW23300576.htm, ,2018-11-06, , , ,No,More than a year,Full-time,2.0,1.0,2.0,2.0,4.0,3.0,Getting Worse,No,Disapprove,"Platts is a great place to learn about the energy industry if you are starting out, and that also depends on the group you are in. Lots of smart, dedicated professionals doing their best to put out quality content and analysis. Benchmark prices are a bread &amp; butter moneymaker (like bond ratings is for S&amp;P) Some groups that were  gobbled up by Platts  were the gold standard in their specific markets (Bentek for NA Nat Gas, PIRA for global oil). Average  levels as far as benefits / resources / perks go.","Well below average pay compared to similar size companies, especially compared to the Wall st side or the actual industry side. This leads to heavy turnover and generally low morale among the core.  Platts' strategy with their merger spree was to buy first, ask questions later. Between Bentek, PIRA, RigData, SNL (and a few others), there is A LOT of overlap within the company. Many groups have competing products, leading to even more uncertainty and confusion, which management is not usually helpful in addressing. (They are cleaning up the mess of the previous merger or looking to the next one). This all leads to very limited upside  for new entrants. Stay for a year or two and absorb all the knowledge you can from all their content, then take that someplace where its actually valued.","Most of the damage is probably already done as far as the M&amp;A goes.  Be clear with people about the future of their group. Time to step it up with competitive pay for top analysts, writers, and other performers. Forget the billion dollar buybacks and your precious branding and focus on investing in your best asset: The people on the ground who actually make it all happen.",Meager Money in a Merger Mess, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW23157226.htm, ,2018-10-28, , , ,Yes,Less than a year,Intern,3.0,4.0,4.0,4.0,4.0,4.0, , ,No Rating,you have a lot of tasks and they help you if you don't knkow how to tackle issues,"Long working hours, sometimes too much", ,okay, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW23097337.htm, ,2018-10-24, , , ,No, , ,3.0,3.0,3.0,3.0,2.0,2.0,Getting Better,No,Disapprove,Can be promoted quickly if capable,Too much politics. Feels like a lot of it involves being on good terms with bosses, ,Politics, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW22952634.htm,Editorial,2018-10-15, , , ,Yes,More than 3 years,Full-time,3.0,2.0,3.0,1.0,3.0,4.0,Getting Better,No,No Opinion,"For self-motivated and driven people, sky is the limit of how many challenges you can take on and what you can achieve on a professional level. Just don't expect to be rewarded for it.","The editorial organization reeks of nepotism. A tight-knit group of (mainly) white folks in London keeps control of the editorial organization by picking political appointees in teams across the world--a clear signal to everyone else that meritocracy isn't rewarded here. It's great going if you're a loyal member of this influential group, as you can move around the world and get any job you want. But outside you have limited scope for growth--if you're not white, then the bar is even lower.",Introspect! (but why should they?).,Nepotism rules in editorial division, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW22598640.htm, ,2018-09-21,Houston,Texas,US,No,More than 3 years,Full-time,1.0,1.0,4.0,1.0,4.0,1.0,Staying the Same,No,Disapprove,"Pay is good. Life/work balance is fair, an opportunity to fly under radar for years to come","Politics is mindboggling for a fairly small organization. C-level is subpar, both skills and people-wise. Culture of backstabbing is rampant.",What's the point? No one is listening.,Don't do it, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW22563040.htm, ,2018-09-19, , , ,No, , ,5.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Meaningful work, lots of intern events","Initially, lots of corporate training", ,Summer Analytics Intern for S&amp;P Global Platts, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW22398055.htm, ,2018-09-10, , , ,Yes, ,Full-time,5.0,4.0,5.0,5.0,5.0,4.0, ,Yes,Approve,"Great people, great clients,",Could innovate a bit faster,Keep innovating,Sales, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21904931.htm, ,2018-08-10, , , ,Yes, ,Full-time,4.0,3.0,3.0,2.0,4.0,3.0,Getting Better,Yes,No Opinion,The company offers great mat leave now and is quite flexible in terms of working from home.,The company has been in constant change mode making it difficult for middle management., ,Product Management, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21826024.htm,Team Lead,2018-08-06,Ahmedabad,Gujarat,India,Yes,More than 5 years,Full-time,3.0,2.0,2.0,3.0,4.0,3.0,Getting Better,Yes,Approve,Good to Work culture. Good for freshers,Don't have different setup then MI, ,Overall Work, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21765040.htm, ,2018-08-01, , , ,Yes, ,Full-time,5.0,4.0,2.0,4.0,4.0,5.0, ,Yes,Approve,"good company culture, good staff, flexible working",working hours can be long, ,Assistant, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21563852.htm,------,2018-07-19,Singapore, ,Singapore,Yes,More than 3 years,Contract,4.0,4.0,4.0,4.0,4.0,4.0,Getting Better,Yes,No Opinion,Open culture and Good environment,Nothing to share with this,Please find out what is the reason employee are not stay motivated,Account Executive, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21477748.htm,Editor,2018-07-14,Singapore, ,Singapore,Yes,More than 3 years,Full-time,4.0,4.0,4.0,3.0,4.0,3.0,Getting Better,Yes,No Opinion,You can learn as much as you want at Platts,Relationships with managers could be difficult,More transparent decision-making,Great opportunity to learn about the commodities industry, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21358661.htm,Marketing,2018-07-06,London,England,UK,Yes,More than 3 years,Full-time,4.0,3.0,4.0,4.0,3.0,4.0,Getting Better,Yes,Approve,"Lots of good collaboration
A desire to change and make the business more efficient
Good rewards if you put the hard work in","Lots of process, we're not as LEAN as we could be", ,Great place to work, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21331440.htm,Sales Associate,2018-07-04,London,England,UK,Yes,More than 3 years,Full-time,1.0,1.0,4.0,1.0,4.0,1.0,Getting Worse,No,Disapprove,"Great colleagues, good life balance","Management constantly changing, huge turnover for lack of meritocracy", ,Intersting times, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW21058700.htm, ,2018-06-15, , , ,Yes, ,Full-time,3.0,2.0,4.0,3.0,4.0,3.0, , ,No Rating,Friendly working environment. Nice colleagues.,Management doesn't groom staff except managers themselves., ,Associate Editor, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW20878047.htm,Sales,2018-06-04,London,England,UK,Yes,More than 8 years,Full-time,3.0,2.0,3.0,3.0,5.0,2.0,Getting Better,Yes,Approve,"Company has strong market position, huge potential to develop in other areas too. Great work life balance! Company reorganizing with positive hopes to make healthy work environment and develop new business areas.","Highly political environment! No clear transparency on management strategy. There is a old line of management used to old fashioned business methods that in my opinion encourage certain behaviours and that is hurting the company. Some people are very laid back, reactive rather than proactive. Today, its more of a blaming culture, people act on feelings rather than logic and what is good for the firm.","Be more vocal about your vision, engage the employees they can be a tremendeous asset. Get rid of old style and bad hires, promote more vibrant dynamic work culture.",Sales, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW20807658.htm, ,2018-05-30, , , ,No, ,Full-time,4.0,4.0,3.0,0.0,5.0,4.0, ,Yes,No Rating,"Nice working environment: people are rather chilled, less stress and pressure than in traditional financial companies. The office was refurbished so we had access to top facilities.","The size of the organization, the fact that is is global and that you need to deal with all continents to get something done can be frustrating. But any global company would suffer the same issue.",Be transparent to your staff about restructuring and vision.,Business Analyst, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW20766569.htm, ,2018-05-27, , , ,Yes, ,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,Good work culture and good learning,Lack of appreciation that’s it,Please get more transparency in system,Review, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW20762059.htm,Lead Business Analyst,2018-05-26,London,England,UK,No,More than a year,Contract,5.0,4.0,5.0,5.0,5.0,5.0,Staying the Same,Yes,Approve,The company cares for its employees and have a great work ethic. The company help everyone grow and feel part of a growth movement.,There are no bad points,Carry on with helping to grow the employees.,Amazing company, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW20681072.htm,Pricing Analyst,2018-05-21,London,England,UK,No,More than 3 years,Full-time,4.0,4.0,5.0,3.0,2.0,3.0,Staying the Same,Yes,No Opinion,"Great benefits scheme, lots of opportunities to move around and learn about different markets","Could offer better pay, too many levels of management", ,Pricing Analyst, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW20473024.htm, ,2018-05-07,Houston,Texas,US,Yes,More than 10 years,Full-time,5.0,5.0,4.0,4.0,5.0,5.0,Getting Better,Yes,Approve,"The company's focus on relevance, integrity and excellence as it strives to serve its customers while at the same time offering a quality work place for its employees makes for an interesting and fulfilling place to work.",Platts employees have to work hard to meet their obligations and are held accountable for what they do.,Continue to focus on improving employee engagement,Great place to work, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW20294707.htm,Senior Editor,2018-04-24,Houston,Texas,US,No,More than 5 years,Full-time,3.0,2.0,3.0,2.0,1.0,1.0,Staying the Same,No,Disapprove,They used to value actual journalism and industry reporting,"Vast majority of upper management consists of white men, they care very little about the quality of the product they are putting out as long as they are constantly cutting costs.", ,Good company that has gone steadily downhill, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW19807862.htm,Associate Editor,2018-03-21,Singapore, ,Singapore,No,More than 3 years,Full-time,3.0,3.0,4.0,2.0,3.0,3.0,Getting Better,Yes,No Opinion,"-Good pay and benefits
-Dynamic environment
-Intelligent and friendly team","- Can be  mundane after a while
- Poor career progression
-Managers not open to new ideas and afraid to make decision",- To be more prudent and logical when hiring new managers from outside.,Associate Editors, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW19798981.htm,Senior Manager,2018-03-21, , , ,Yes,More than 8 years,Full-time,5.0,5.0,3.0,4.0,2.0,5.0,Staying the Same,Yes,Approve,"strong vision, capital for investment, unmatched capabilities","technology, integration of acquisitions, low on the market competitive pay scale",Make your pay market competitive,Company with tremendous potential, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW19780219.htm, ,2018-03-20, , , ,No, ,Intern,5.0,5.0,5.0,5.0,5.0,5.0,Getting Better, ,Approve,Really open and welcoming culture,Can't think of any at the moment, ,Summer Intern, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW19425311.htm, ,2018-02-26, , , ,No, ,Full-time,3.0,3.0,3.0,4.0,4.0,3.0,Staying the Same,Yes,No Opinion,Great facilities and a team members,Repetitive work and little room for movement,Dont need so many layers of 'leadership',Associate Editor, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW19421369.htm,Tax Analyst,2018-02-26,New York,New York State,US,Yes,More than a year,Contract,4.0,5.0,4.0,5.0,5.0,4.0,Getting Better,Yes,Approve,"Best team environment and work-life-balance. I worked for 9-5, never had to take work home. Management is supportive and appreciative.",Recruiting runs at a slower pace.,N/A,Tax Analyst, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW19368842.htm,Editorial,2018-02-22,London,England,UK,No,More than 3 years,Full-time,2.0,1.0,3.0,3.0,2.0,1.0,Getting Worse, ,Approve,"Nice office, free fruits, nice colleagues","Limited growth opportunities , lacks technology innovations, Very journalistic way of doing things", ,Editorial operations, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW18889999.htm, ,2018-01-24, , , ,No, ,Full-time,4.0,3.0,4.0,3.0,4.0,3.0, , ,No Rating,"Good employees' benefits, flexible timings",Not much progression and opportunities, ,People Company, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW18651930.htm,Content,2018-01-09,London,England,UK,Yes,More than 3 years,Full-time,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,Tasty Tuesday. Job security (because no-one else wants your job). Meet a new workmate every week.,"High turnover of staff. Toxic brand. Lack of leadership. Cliquey, gossipy and self serving management.","Walk round office at 7pm. See who is still here, night after night. Sack management that do not help, train or advise their staff","Lots to learn, mostly how not to inspire people", 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW18503708.htm,Associate Editor,2017-12-28,Houston,Texas,US,No,More than a year,Full-time,4.0,4.0,3.0,3.0,4.0,3.0,Getting Better,Yes,No Opinion,Opportunities to travel; Friendly people; Good office culture; Decent pay and benefits; Good work/life balance,Monotonous daily routine; Vague leadership structure, ,Good, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW18501378.htm, ,2017-12-28, , , ,Yes, ,Full-time,2.0,3.0,3.0,2.0,5.0,3.0,Getting Worse,No,No Opinion,"Pleasant working environment, occasionally interesting work, nice and reasonably bright people, rare to see confrontational behaviour.  Platts benchmark prices are a product which is tightly integrated with many customers and so hard to dislodge which means Platts can make money easily without doing much (if this is a pro).  Good on diversity and worklife balance compared with their customers.  As a stepping stone to a job at a customer it may well serve OK.","operationally poor with little management control or oversight over day to day work or projects.  Poor performance culture.  Relatively political (ie self serving) behaviours from managers for what is not a large company (2000 staff).  Reviled by some of its customers.  Hampered by its excess of cash from Benchmark Prices inasmuch as staff can be pretty useless or ineffective and still get by adequately.  Senior leadership are all SMEs and/or salespeople but almost all poor managers and leaders, much happier when commenting on industry trends than on profits and costs.    Vendors and business partners almost entirely hate working with Platts due to lack of performance, slow decision-making and some unmerited corporate arrogance.  Don't stay for too long here:  you will become lazy and unhireable by more demanding companies.  This may sound like the kind of comments dished out to all corporates but on a relative basis, Platts is far worse than most others, despite not being that big",Bring in some hardnosed senior leaders who are operationally sound and are focussed on removing excess cost and on measuring performance.  Then start getting your CVs polished.,"Operationally suspect, nice enough people.", 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW18417055.htm, ,2017-12-19, , , ,Yes, ,Full-time,4.0,3.0,4.0,4.0,5.0,5.0,Getting Better,Yes,Approve,"Work life balance, salary, bonus","Learning curve, growth, internal career prospects", ,Analyst, 
S&P Global Platts,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Platts-RVW18324675.htm,Business Development,2017-12-13,London,England,UK,Yes,More than 3 years,Full-time,4.0,3.0,4.0,3.0,4.0,4.0,Getting Better,Yes,Approve,"Travel
They look after there staff
Good options for lunch in house
Flexible
Very competitive wages","Things take a long time to get signed off
commission structure could be improved",Keep your staff informed of changes. speed up internal decisions making,Good place to work, 
