"","x"
"84","job security, comfortable office corporate life"
"85","Interesting business challenges and very smart people"
"86","Profitable business with great business model; good benefits; on face value, great diversity programs"
"87","Flexible working hours and decent collegues"
"88","Smart people across various lines of business."
"89","Salary, work life balance are ok"
"90","friendly workers,nice work environment"
"91","This is for people looking for administrative assistant roles within the company....great work/life balance (my official hours are 9-5, rare paid OT), can work remotely, nice people, cafeteria/Starbucks coffee bar on site, good health/dental, days off/early dismissals."
"92","Work-life is good
Culture
General Perks and Benefits"
"93","Good environment and nice place to grow"
"94","Large downtown nyc rating agency"
"95","Brand name, exposure various projects"
"96","People: overall, smart and hardworking. Work/life balance: great. Perks: basic, but very reasonable."
"97","Interesting work, work-life balance, women at senior levels"
"98","Aprendi muito, pois trabalhei com pessoas extremamente experientes e tive a oportunidade de participar de diversas reuniões de comitê, o que foi muito interessante"
"99","Overall job satisfaction is good."
"100","professional operations, nice and smart colleagues"
"101","pay benefit insurance coworkers exposure"
"102","Collaboration.  Academic environment.  Challenging."
"103","smart people and great work"
"104","Great work life balance and pretty good pay for how laid back it is and very good exit opportunities"
"105","Good place for gays, women and liberals. Working from home is celebrated. Management is flexible around part-time work for women and various flexible arrangements.

You will get OK training and educational support.

For an entry level role, it's better than Big4 but worse than investment banks."
"106","A great learning experience, plethora of knowledge to soak up and you really get involved with projects and individuals"
"107","- Work/ Life Balance
- Horizontal Organization
- Good amount of training provided"
"108","Moody's is probably the best place to learn about business and finance. The nature of the work gives even junior employees access to clients' senior management and the ability to discuss the strategic direction of their company.  At the same time, the analysts will learn a lot about capital markets, accounting and other hard business skills. There aren't many places like that."
"109","Challenging work
Good work life balance"
"110","the Moody's culture is good"
"111","Good company, Good salary, Good environment"
"112","Good Company, nice location, nice infrastructure"
"113","Open Door Policy, Flexibility, Payscale"
"114","Work life balance is valued
Great benefits package
Above-average opportunities for employee development"
"115","Company itself has solid business leadership, and good outlook, work/life balance, smart & talented people."
"116","-Great work life balance
-Great culture"
"117","- International environment with international staff in Frankfurt and collaboration worldwide
- Decent work life balance for financial industry
- Challenging tasks and competent workforce"
"118","Good location, good prescription and medical coverage."
"119","Very transparent communication to the employees, all the way from the top; Very collaborative culture, which enable you to focus on work rather than politics; Stable management and strategy; Good work life balance; Decent pay"
"120","Valuable experience and sense of community"
"121","Copal Partners has been the stepping stone in my career and provided a lot of opportunities. The vision of the co-founders Rishi and Joel helped grow the company and achieve tremendous heights  within a short span of time"
"122","Work life balance is is good
Benefits are good"
"123","Friendly environment
Lot to learn
Good life balance"
"124","Nice Environment to work on"
"125","You can earn a lot of responsibility early"
"126","Many nice people with good integrity, work ethics and knowledge."
"127","flexible work place and worklife balance"
"128","Good  learning
Positive environment
Good guidance"
"129","The flexibility and the benefit s are great"
"130","Upper level management with legitimate open door policies 
Ability to work from home encouraged
Excellent internal mobility
Over time available to compensate for less than standard entry level salaries for the industry 
Upper level management encourages team-team mingling
Constant opportunity for training, learning and exposure to other company facets 
They pay for CFA/grad school as well as offer various other... perks that come with big companies such as movies, memberships, travel etc. 
Time allotted for extracurriculars/volunteering
Decent vacation package
Unlimited sick days
Generous 401K match 
On site breakfast and lunch cafeteria 
Most people and friendly and easy to get along with. A few sour and uninviting coworkers but you will find that everywhere 
Job stability
I've found that managers tend to always defend and give the benefit of the doubt to their team
The job mirrors the market so everyday is something new. As my first job out of college I have learned more than the past 4 years and have so much exposure to senior management as an entry level employee. The work itself is interesting in that issuing ratings require both quantitative and qualitative thinking"
"131","Good work-life balance. Great benefits."
"132","nice office, organized good team work"
"133","Work/life balance
Great work environment
Decent pay"
"134","Great Environment to learn things"
"135","good perks and work home balance"
"136","Good business, good integrity vs banks, respect different views and opinions, a good number of locations to choose from."
"137","Good company to work for, great community involvement and events"
"138","respect for friends and colleagues"
"139","Great work life balance and Culture"
"140","1. Work/life balance
2. Opinion/work appreciated and valued by market participants
3. Great support from middle-management
4. Job security
5. Effort is well compensated
6. In the forefront of credit markets
7. Many experienced coworkers"
"141","Plena igualdade entre homens e mulheres, contato com varios setores, bom para o curriculo, salarios acima do mercado, flexibilidade de horario, dificil ser demitido"
"142","Excellent experience getting foot-in-the-door. Great learning curve and amazing people."
"143","Colleagues of high calibre, opportunity to learn a lot"
"144","Good hikes and good talents"
"145","Good work life balance.  Exceptional compensation."
"146","La dirección se preocupa por premiar e incentivar a los buenos empleados. La cultura es genial."
"147","nice culture within the staff"
"148","For the most part Moody's employees have a significantly better work life balance than other parts of the financial industry.  While the hours can at time be long and perhaps occasionally include weekends it is much lower than at banks for equivalent roles.  Furthermore the company promotes working remotely initiatives and in general is the most open and diverse employer I have worked for."
"149","People are encouraging of you taking new challenges and opportunities.
Fairly good work life balance."
"150","There are folks here who hold high titles and earn great salaries for years, while doing little or no work. And noone  touches them because they are white, middle aged, straight men. For the rest of us, it is a miserable place to work."
"151","learning environment, provides growth opportunites"
"152","Ability to interact with a strong team
Pay is high relative to public sector.
Smart, urbane colleagues.
Great reputation.
10 weeks paternity leave.
Can be intellectually stimulating."
"153","The biggest and probably the only pro is the brand name"
"154","No pros for the comoany"
"155","Decent benefits and pay. A decent focus on work/life balance, especially outside of IT. Support for remote work location is better than most other places."
"156","Flexible working arrangements, good people"
"157","Some very talented people if you can get access to them. 

Friendly team environment. 

User's are generally friendly and easy to support.

Diverse mix of employees and emphasis on diversity and inclusion makes them an industry leader. 

Generous compensation for what I was doing."
"158","Work life balance and great pay"
"159","- Good Brand recognition, especially among asset management firms, hence lots of opportunities to move to an asset manager after 1-2 years
- exposure to top management of clients at an early stage of your career
- learn some financial modelling, although fairly limited compared to what you can learn at banks etc.
- Some teams within certain LOBs are really fun and do a lot of things together, like grabbing a... drink on Friday after work or doing something on the weekend"
"160","Strong presence in ratings industry, giving senior people good public exposure. An excellent place to learn about credit and beyond. A fairly flexible working environment (no rigid working hours)."
"161","Team work oriented, great learning environment, work with people who are passionate about their work, great work life balance"
"162","Moody's is initiating a lot of innovative ideas in 2017."
"163","Great culture, smart people, solid compensation."
"164","The company and the teams are great, smart people, high level discussions, learned a lot. Diverse environment, flexible hours, good benefits."
"165","Overall good place to work.  Very financially stable company.   Benefits and bonuses are mostly average.   Great diversity initiatives by the head of diversity and inclusion.  The company takes diversity very seriously which is a big plus.   A pretty fair work environment."
"166","Good work environment, Friendly and courteous team leaders."
"167","Employee friendly with good work culture"
"168","Comfortable, Work-life balance is good, paternity and maternity policy is good as well as other benefits."
"169","Friendly and relaxed environment
Great opportunities to learn for junior people"
"170","Good Pay for decent work-life balance"
"171","Good work-life balance, strong academic and collegial culture, great location, strong management, helpful when trying to move up within the company"
"172","Some interesting work and an opportunity to improve existing processes."
"173","Great work from home policy, flexibility with working hours (I've been in the role for > 3 years and have stayed past 5 PM about 5 times), direct manager is great (this really depends on the team you work on) but senior management leaves much to be desired."
"174","Consistency and job security.  Lots of philanthropic work."
"175","good team atmosphere, intellectual challenging work"
"176","Good work life balance 
Very collegial environment"
"177","Long Term Employment Opportunities. Great Benefits. Work Life Balance. Highly Collaborative Environment. Reasonable Management.  New Offices. Rewards match efforts."
"178","Excellent benefits, compensation and great opportunities depending on the team."
"179","Work life balance, analytical work"
"180","very good work life balance"
"181","Great work life balance
lots of smart people in different functions
good pay at higher levels of management
Good exit opportunities"
"182","Professional work environment, flexible hours, performance driven"
"183","There is flexibility to work from home. Good time off for having children.
Ability to work from home"
"184","Collegiate atmosphere, good work-life balance. Good place to start out career"
"185","Good work life balance
Easy, comfortable day to day"
"186","Nice work environment, Good co-workers to work with."
"187","Ambiente bom, profissionais muito bem capacitados, possibilidade de trabalhar diretamente com a economia e assuntos atuais. Boa remuneração."
"188","A lot of responsibility from a junior level
Good learning curve (and for the first few years)
Opportunity to interact with issuers senior management, as well as investors
Travel
Great environment
 Good work/life balance"
"189","Great next level manager, great location and office building, friendly employees, diverse group of people working for company."
"190","Nice company to grow my experiences"
"191","interesting work, supportive colleagues, good reputation"
"192","Prestige and the like Yeah"
"193","Comfortable hours, great benefits, great people to work with"
"194","open environment, 
frendly teammates,
good office location"
"195","Good hours, friendly working environment, decent learning curve"
"196","Good health benefits, work from home option, diverse culture"
"197","There is no Pro for this company."
"198","Great culture, mobility, diverse opportunities and strong management"
"199","Bi annual salary hike and good bonus"
"200","Most the people that work there are intelligent, experienced and high quality"
"201","Excellent place to work  with work life balance. Adopting new technology."
"202","Some nice people.  Very diverse environment.  Good learning place for juniors but work is very uninteresting for the most part."
"203","Easy, mundane task-oriented job. 
Schedule is stricly 9 to 5. Never an hour more
Fairly low-stress environment"
"204","No pros for US location"
"205","Wall Street reputation is good"
"206","I think Moody's is a great firm with an awesome company culture. People are friendly and the work-life balance is extremely manageable. Additionally, for a Financial Services firm, Moody's is pretty progressive on Diversity initiatives."
"207","Good people. Nice location. Okay money."
"208","Great experience, lot of knowledge gained, friendly and collaborative atmosphere."
"209","I found Moody's to be a company that is caring enough to fully support a work / life balance.  Their work from home policy is very beneficial for staff."
"210","Good place for career progression, and work life balance."
"211","good work life balance. flexible working schedule"
"212","Great work-life balance overall, autonomy"
"213","Six monthly salary hike. Good colleagues and I was fortunate to have a good manager. Does not follow a hire and fire policy."
"214","Great Place to work. Great analytical relevance and professionalism"
"215","Good salary with a secure and stable environment . Overall it's a Nice place to work with friendly staff and a good location .canteen is good and affordable"
"216","Moody's investor services has a good location for its London office in Canary Wharf aprox, 2 mins from canary wharf london underground station Jubliee line."
"217","Utilize my skills, location, professional people"
"218","Great culture/workplace environment. Awesome place to begin career"
"219","better than average work life balance"
"220","Overall the company is good to work for."
"221","Very intellectually stimulating place to work, great colleagues and good exposure."
"222","+Investment Banking like experience without the hours, pay or prestige
+Exposure to senior executives for some of the top corporations, important government officials and investors in the country.
+interesting work with smart people
+strong brand"
"223","good conditions for working there"
"224","Flexibility of work  is possible"
"225","Strong brand name / franchise"
"226","Great flexible work hours/environments
ERGs
Company volunteering"
"227","Community, volunteer opportunities, relaxed environment"
"228","Great colleagues, surrounded by intelligent and generally good people"
"229","Great work-life balance, flexible managers, great pay for the amount of hours worked, diverse and accepting environment"
"230","great compensation and benefits here.  work remote when you want"
"231","Stable company, good work environment, you have the opportunity to learn about different topics and indirectly increase the work experience"
"232","great company culture, great work life balance"
"233","Steep learning curve and a great brand name. I would definitely recommend this company to prospective candidates. It is the best in class for credit research. S&P comes in a close second."
"234","Good working environment and friendly people."
"235","Nice working environment
International footprint
Good corporate culture"
"236","best company to work with. The management is very helpful"
"237","Work life balance
New Set up - promising growth opportunities"
"238","Work life balance is good"
"239","There's a great work life balance and terrific benefits. Good stepping stone"
"240","Great working with moodys
So much learn"
"241","Great people and lots of flexibility, good work-life balance"
"242","The employees at Moody's are very knowledgeable, talented and on the most part pleasant to work with. Your opinions are treated with respect and sought after on a regular basis."
"243","Work/life balance. Interesting work if an analyst."
"244","Good work-life balance culture, people relatively friendly and helpful, relatively good benefits, has some opportunity for overseas exposure (subject to budget)."
"245","Great work life balance and good environment for research"
"246","Great work-life balance, good people, great brand."
"247","- Higher salary range compared to other financial institution in market
- Good benefits: insurance, flexible working hours
- Growth opportunities in the corporate
- Work life balance"
"248","Friendly and stable environment, good for those with family."
"249","Because a date of my birthday talk what a goal of my life to help people from different countries to do business for peace."
"250","High integrity, good career opportunities"
"251","Received insightful advice from seniors, went through the internship before University and colleagues gave sound advice for what to expect and everyone were kind enough to take out time to speak to you. Having an internship at Moody's in high school had prepared me for finance courses in uni and made me top of my batch when getting selected for banking internships."
"252","Good exposure for fresher, Bi-annual appraisal"
"253","Little investment in formal training but great 'on the job' learning  ground if you are relatively early in your career.
In the main, people are nice and the HR department in London is quite sociable.
Diverse organisation from a cultural perspective and huge progress made in the diversity space over the last few years."
"254","one of the very few financial KPO in Bangalore . I seen no Pros in the company."
"255","fair, time, flex, work from home,"
"256","Family Oriented
Good Salary 
Good Bonus
Good Benefits"
"257","AMAZING work life balance
Smart, thoughtful people doing interesting work
Good exit opportunities 
Ability to pursue CFA designation while working"
"258","Good compensation and benefits for the industry"
"259","- Good job to start your career"
"260","Good work-life balance, fair compensation"
"261","Good work environment and teamwork 
Working remotely is just as effective as from working from the office
Diverse and inclusive corporate culture"
"262","-Work from home
-Opportunities to attend learning presentations
-Relaxed nature of the company"
"263","Great people for the most part. Potential to have a great blend of intellectually stimulating and relevant work."
"264","Better than I had expected. Smooth interview process and supportive team."
"265","Great Work Life Balance
Nice People
Cafe is nice and well priced
Awesome area
bosses want to help you achieve goals"
"266","All employees are valued at Moody's. They take Diversity & Inclusion seriously! I like the variety of people that work at Moody's. The CEO & CFO ate top notch. I love working at Moody's."
"267","Good place to get sound footing in capital markets, transactional work and credit analysis.  Top shelf conscientious analytical staff."
"268","Company has great reputation. In the Financial Services industry, I think Moody's provides exceptional work-life balance to employees. Great place for mid career professionals with young families . You will be able to advance your career while still spending time with your family."
"269","Diversity is very decent. Vacations are fine."
"270","- you can do quality analysis 
- you get amazing exposure to management and investors/officials"
"271","Very good opportunity to stay for a long time"
"272","Timings are flexible  for work and life balance ."
"273","Great learning environment and starting place."
"274","great people, great location, nice"
"275","Work flow is manageable. Working hours are 40 even during peak season. Your salary can be higher if you speak more than one language."
"276","Although compensation is on the lower end compared to sell-side and buy-side firms, per-hour pay is reasonable. Lots of opportunities for lateral moves if you get stuck on a dead-end/slow-growth track"
"277","Great work culture and colleagues; open access to senior management; genuine opportunity to make a difference"
"278","The culture at Moody's is great- the people are generally nice and there is no room for cowboys.  In addition, employees are incredibly diverse with just about nationality and language represented there."
"279","Great work environment. Open door policy. Multicultural."
"280","stable company, good salary and benefits and nice colleagues"
"281","learn credit analysis
exposure to market
private offices for analysts
good support from junior resources"
"282","-Work life balance is good
-Overall good benefits (401k, Medical, Dental)
-Work culture is pleasant and respectful of others
-Supportive of LGBT rights"
"283","Good Work Life Balance 
People are generally nice
You are treated like a grown up as long as you get your work done"
"284","Work-life balance, the opportunity to work with some really talented analysts, the exposure from being at a market leader"
"285","Good work life balance. OK salary."
"286","Good work-life balance, collaborative and smart colleagues."
"287","work life balance - fairly reasonable work hours. Get to avoid working weekends
interesting work - get to hear from the companies directly
More objective than sell side research as you do not have to appease anyone"
"288","Great Project with good career opportunities."
"289","-Great benefits including paid time off and leave policies. 
-There is a lot of variety in the analytical work we do, which keeps the job interesting. 
-Moody's is good about promoting from within; people usually don't get stuck in junior roles for long. 
-Our teams are also very diverse especially compared to other financial services companies and women are well-represented at all levels. In addition, Moody's... recently won an award for being a good workplace for working mothers.
-Very collaborative. Great place to work if you enjoy research and debate."
"290","Work life balance is great."
"291","they have a great tuition assistance benefit"
"292","Collegiate environment among analysts; great environment to learn about credit analysis; closer contact with issuers than mos to other institutions; possible to move around different geographic locations to keep the job more exciting; stable job environment"
"293","Multinacional, conexão com CFOs e CEOs de grandes empresas. Interação com diferentes escritórios ao redor do mundo. E a depender da área, sua qualidade de vida pode ser bastante boa."
"294","-People are great to work with
-Calm work environment
-Flexibility around work hours"
"295","-One of three leader in the field
-Flexible working days
-People are usually easy to work with"
"296","great collaborative work environment, work life balance"
"297","Good Culture, High on Compliance"
"298","Great health insurance, 4 weeks paid paternity leave, exposure to research opportunities, company has tried to embrace flexible work arrangements in recent years"
"299","Great learning environment with access to trainings and autonomous work. Collegial team environment. Empowered to excel and work on what interests you."
"300","Great opportunity to perform & grow. One of the finest teams"
"301","Full of intelligent, well-meaning people. Interesting work. Company has good intentions."
"302","Good peers, especially the ones who have been in the company for a while."
"303","Collegial and supportive culture. Meaningful work. Broad exposure to market."
"304","Reputabale firm, looks good on your CV and nice colleagues tonwork with."
"305","Above average work-life balance; Many employee affinity group events and volunteer opportunities; Smart colleagues. Decent culture that values rigorous analysis"
"306","Work is interesting and challenging"
"307","Good exposure to the business and client world. Good training. A lot of learning opportunities. • Ability to provide management direction and resolve complex, multi-faceted problems to meet the business needs of Global Banking & Markets, by applying their financial and technological knowledge to the design of systems solutions, methodologies, and/or processes."
"308","great culture and collaborative working environment
flat structure, access to senior managers"
"309","Good work life balance, flexibility"
"310","Work life balance, pleasant work atmosphere"
"311","buena experiencia. Equipo de amigos y buen ambiente"
"312","Good Core Values - Promote from within"
"313","1. Good work environment
2. Employee benefit packages
3. Easy for transportation"
"314","Great local and suportive bosses, flexi work hours, no politicking."
"315","Great team environment and support"
"316","Open communication, friendly culture, easy interview. Manager was very open to listening to opinions, set working systems"
"317","Decent benefits and decent work-life balance."
"318","- work life balance
- good health and retirement benefits
- low pressure environment"
"319","Work-life balance, friendly environment, decent exit opportunities"
"320","Little to no backstabbing.  Most people are quite friendly although I don't see myself inviting anyone over for a holiday dinner any time soon."
"321","Very few smart and visionary thinkers are people you can learn from
Close to the PATH
Well known brand in this industry
Good amount of work
Ability to move internally"
"322","the finance department works well"
"323","work/life balance, exposure to senior management"
"324","Open door management policy, stable employer in financial service. Nice people create a psychologically safe working environment."
"325","Close knit, cooperative. People liked to work with each other. Smart people for the most part."
"326","Nice colleagues. Very nice people to work with. Teams are generally small so exposure to decent work is good. Good work/life balance, hours are not too long & generally 9:30am to 5:30pm"
"327","Modern facility and good benefits plan."
"328","Everyone lets you speak your mind.  Very collaborative.  Great work from home policy.  Great work/life balance."
"329","The environment is friendly and collaborative; some managers can be really helpful in supporting your career goals; decent benefits and work/life balance"
"330","They spare no expense to show their appreciation of hard work. 
It's refreshing to work with the best in the industry.
People here take pride in the projects."
"331","The Good: Moody's is a great place to work. Employees buy into and live the Employee Value Proposition, which states, ""Our Views Matter. So Will Yours."" It's a flat organization where junior level people can work closely with senior level people and both can gain knowledge from each other.  The offices are beautiful, the location is great, and the people are collegial and collaborative. Moody's business model works."
"332","Great People
Great internship program
Lots of activities for interns
Lots of networking opportunities"
"333","Has Bi-annual Appraisal which helps retain employees"
"334","Fast promotions (if you share a good ""rapport"" with your manager)"
"335","Good work/life balance, nice exposure"
"336","-great working environment providing lots of autonomy and flexibility 
-interesting work
-stability and job security"
"337","1. Good work life balance
2. Flexible working time.
3. Will be exposed to new technologies and new opportunities as long as you are in the right project.
4. Good benefit"
"338","Interesting work, reputable company, overall very friendly work environment, good work life balance"
"339","Moody's has a wide variety of online training resources. Managers have good relationship with employees, encouraging mobility and seeking out leadership roles for employees. Moody's strives to keep a good work life balance."
"340","Chill, people are friendly, jobs are straightforward"
"341","Due to the nature of the industry and the highly regulated environemnt, barrier for entry is high."
"342","Working environment is very good. Collegial environment that you can learn a lot from your colleagues and senior managers. Juniors are encouraged to share their ideas."
"343","Great place to work. Great benefits, laid back environment. Ability to grow if desired."
"344","Growing Company and lots of opportunities to expand your skill. Employees are treated with respect. Good company for growing your career."
"345","Fantastic culture, true commitment to diversity & inclusion, intelligent colleagues."
"346","Leading Global Provider of Ratings Services;
Intelectual Leadership in Ratings, Credit Risk and Capital Management for Financial Institutions
Excellent Work Environment"
"347","Good work life balance and corporate culture: good pay given the work life balance"
"348","Good credit training, work for very smart senior Analysts, good work life balance"
"349","Large customer base, great opportunities for self starters, great benefits for those who are trying to provide for families."
"350","A very helpful internship. You get great advice from a helpful team of mentors."
"351","Exposition to top-management; Great work-life balance"
"352","Self directed work, exposure to large amount of capital markets"
"353","great culture, little face-time, nice co-workers rare for finance industry"
"354","Good company to work for"
"355","Fairly good pay and work life balance. Good office space for senior analysts. Revenues still growing and market share pretty resilient despite authorities having tried to shift market share to smaller agencies a while back."
"356","Nice people to work with and flexible work schedule."
"357","Moody's provides a strong work life balance that allows people to leave at a reasonable time and balance work with their personal lives."
"358","Good place to start. Good People."
"359","Good Exposure in a role that provides a end to end understanding of a credit.
Company's status gives employees interaction with top decision makers and senior management.
Relatively flat structure gives (even junior) staff ownership of final reports/ratings/research"
"360","At Moody's there is career opportunity. It is a very diverse environment and professional environment. There is a lot of training available at all levels internally.It depends on what team you are in. Generally the work life balance is good as you can work from home usually when needed. Maternity and Paternity leave are available."
"361","Good work and life balance, especially in China, as most IT companies need to work overtime 
People are nice to help eachother"
"362","The benefits were good overall"
"363","Culture
Great Work environment
Great management and leadership"
"364","Moderate pressure environment.  great benefits, competitive compensation, lack of any real competitors"
"365","Professional atmosphere, inclusive culture, opportunities for advancement"
"366","Was a good company before acquisition by Moodys."
"367","Profissionais experientes , gabaritados e dispostos a ensinar. Grande possibilidade de aprender sobre várias áreas que a empresa atua."
"368","Friendly, collaborative atmosphere. Emphasis on career development, continuing education, mentoring and volunteerism. Flexible work arrangements and education reimbursement programs are available."
"369","Train new hires very thoroughly and with patience. People are very nice. Hours are really good."
"370","Appraisals twice a year but then its subjective some companies give same hike in once a year format"
"371","Compensation, learning, flat structure, Fortune 500 brand associaion"
"372","Good place to work with some flexibility with hours.  There are team work with some teams involved.  There's some weekend work involved but it is limited"
"373","Extensive travelling. Stay in five star hotels. Immense exposure to C-level clients. it rightly exposes you to the world and helps you strengthen your resume. Work-Life balance fine."
"374","Company values diversity and the ideas of all employees, whether you're an intern or managing director. Everyone can contribute and make an impact. Collaboration is encouraged and the culture is one of healthy discussion and sharing of best practices or ideas. A lot of acquisitions in the past few years which blends a lot of different business processes and provides a lot of opportunities for those that choose to be... involved."
"375","Moody's is a great place to work, especially if you are at the beginning of your career. Employees are very nice and the culture is very collegial. People help each other and the environment  is not so competitive."
"376","Easy working environment, flexible hours, colleagues and other professionals are usually very supportive. Pay is good and progression as well."
"377","Very limited pros- good colleagues, despite high turn over. Very international workforce with people from all over the world- good name on CV-"
"378","I worked in a smaller office and really enjoyed the camaraderie within the smaller group. Moody's is a decent resume booster, and there are a lot of smart people you can learn from who are also down to earth. If you really ""drink the Kool-Aid"", there is room for advancement, and work-life balance is good (but probably dependent on the team you're on)."
"379","Good benefits, good work life balance, and they have fun events like holiday parties. Good pantry and facilities"
"380","Good place for business analyst to learn fundamentals of credit analysis & an industry/sector.
I have seen a lot of people came without business knowledge at all.
Learned a lot from IT people and left with  new job"
"381","Great colleagues
Very friendly work environment
Great work life balance"
"382","Good culture for those starting out, and good if you have been in the company for ages.........."
"383","Good working life balance
Nice corporate culture and working atmosphere
Strong geographical mobility accross Asia but also Europe and America"
"384","Very good atmosphere, decent pay. The culture is relatively laid back, but the experience is very worth while. Would definitely Recommend"
"385","You get a lot of responsibility and even though you are an associate analyst level, there is no title inflation so,  it's actually a pretty high status position in terms of what you do. You do everything that the analyst does, (at least, I did )and depending on the analyst your are supporting they might let you speak with the investors.  If the economy is doing well and I believe it's beginning to pick up now, you... should get a lot of calls from headhunters while working in any causation at this company. When I was working there at the skills were in demand. However, a lot of bags are outsourcing credit analyst positions two companies in India making for less demand for this skill here  in the US. Also, companies are beginning to rely more on technology and the credit algorithms That Moody's sells. This is unfortunate because it is a bond rating agency based on credit, however, the algorithms often times employ outcomes of the equity markets. Ironic, Ha?"
"386","People are all vert bright, which renders deep discussions and the work is challenging and continuously needs you to be on top of your game."
"387","in analytic role, access to management of companies
in analytic role, stimulating intellectual work
for most departments, focus on what you accomplish, not when / where / how you do it, so you can maintain a reasonable work / life balance and some control of your schedule
generally friendly people, team oriented"
"388","-Building in NYC is very new and up-to-date
-Technology is new
-Ability to work from home"
"389","Its fun and time consuming not boring and made friends"
"390","Good reputation, MNC, Top Credit Rating agency"
"391","Good place to spend 2-3yrs learning credit analysis as an Associate Analyst before transitioning to a junior bank/buy-side role"
"392","Company culture work life balance"
"393","The people are smart and dedicated.  They have done a lot to promote diversity within the company.  It is a good place to be."
