"","X1","pros_page1","pros_page_rating_value"
"54",8,"Very intelligent peers with a somewhat academic environment in which to debate credit issues.  Highly conducive to producing high quality credit opinions when we have the right calibre people.","4.0"
"55",8,"Training in credit is top notch in the industry.","1.0"
"56",8,"good quality of training;
good work-life  balance: 9-6 are the usual hours;
nice colleagues: a multicultural environment with smart people around.","1.0"
"57",8,"a good place for starters and ready-to-retire","2.0"
"58",8,"relax, casual working environment.  good benefit.","4.0"
"59",8,"great way to learn about credit","3.0"
"60",8,"Moody's has excellent work environment with a very reasonable work life balance. There is more co-operation than competitive environment. The company is growing with sufficient scope for moving up. Most of the positions and promotions are filled based on meritocracy, and not based on favoritism.","4.0"
"61",9,"Work and life balance..friendly colleagues","3.0"
"62",9,"Good Work/ Life Balance
Alot of responsability early in one's career
Job Security
Higher Base Pay
Nice offices
non-cut-throat environment","3.0"
"63",9,"- Good work life balance
- Most people work only until 5
- Vacation days are easily approved
- Good benefits","3.0"
"64",9,"There are Good Opportunity at Moody's.","4.0"
"65",9,"Great learning opportunity from very knowledgable people","1.0"
"66",9,"Lot's of free time, almost everyone leaves at 5pm, you can take as long as you want rating companies, a really chill place to work if you don't want to be particularly challenged.","1.0"
"67",9,"Structure is very flat, was able to talk to a lot of people from associate analysts up to senior management 
Received encouraging messages from management
Horizontal movement is easy
You learn as much as you want, or as little as you want - internship experience is defined by individual candidates, not groups or managers","2.0"
"68",9,"Moodys is very involved in the community and has a good work life balance.  Although resistant to change, at least you know they ways are consistant.","4.0"
"69",9,"Moody's highly supports employees to advance their careers. Moody's is very collaborative, team oriented culture.","3.0"
"70",9,"Good work atmosphere, fun colleagues","4.0"
"71",10,"Provides equal opportunity and transparent management to employee relationship.","3.0"
"72",10,"Good colleagues and relatively stable employment","3.0"
"73",10,"International presence, access to senior management, access to regulators, international opportunities","3.0"
"74",10,"Nice work environment. 
Work life balance pretty good overall.","4.0"
"75",10,"Your experience in highly dependent on the competence of the senior analysts you work with on a daily basis.  In general, most analysts are extremely knowledgeable and you can learn a great deal from them.","1.0"
"76",10,"Good work-life balance, friendly environment, smart people","1.0"
"77",10,"I am surrounded by smart and intelligent people.","2.0"
"78",10,"- Good work like balance
- If you are efficient you can leave at a reasonable time
- Pretty standard hours for a finance firm for Business Analysts (9-5)
- Pay is ok.
- The building is very modern and clean.
- Slow-paced environment (if you like to take it easy because you refuse to be challenged and like to become complacent, which appears to be the case for roughly over half the people here)","4.0"
"79",10,"The envrironment is respectful and pleasant.","3.0"
"80",10,"Very intellectual, excellent learning opportunity, analytically rigorous, breadth and depth of experience, good work life balance for senior analysts asdf","4.0"
"81",11,"Describe some of the best reasons to work at Moody's - Good location.","3.0"
"82",11,"job interest
life balance
good formation
diverse team","3.0"
"83",11,"Depth of credit knowledge and deep domain knowledge","3.0"
"84",11,"They have created a good brand for themselves and is a recognised name in the industry. Clients are also well known","4.0"
"85",11,"Some excellent managers, low-pressure work atmosphere, high-profile clients, reputable brand name, great benefits packages, large company with many groups and job functions so moving around is possible.","1.0"
"86",11,"good benefits, is a stable company","1.0"
"87",11,"1. Part of Moody's Group
2. Best work in Investment Banking research/analytics
3. Salary hikes in every six months","2.0"
"88",11,"Good learning
Very good brand
Rapi career advancement","4.0"
"89",11,"you get ample opportunities to work and enhance your career prospects if you have a good relationship with your seniors","3.0"
"90",11,"Different from a sales type of job, you don't have much pressure to pursue a market share or profit. Workflow in general is controllable.","4.0"
"91",12,"Great Co-Workers and very helpful","3.0"
"92",12,"Lot of learning and very supportive managers","3.0"
"93",12,"Some departments at Copal offer extensive training opportunities. While some are not too great.","3.0"
"94",12,"Knowledge gaining Knowledge gaining Knowledge gaining","4.0"
"95",12,"Lot many things to learn and really very good appraisals...","1.0"
"96",12,"good work life balance fold the most part, co workers are good to work with, junior people are relatively bright","1.0"
"97",12,"Good learning opportunity. Access to senior management of issuing companies and other intermediaries.","2.0"
"98",12,"easy going co-operative environment, work - life balance","4.0"
"99",12,"Good management, great opportunities. Good work environment","3.0"
"100",12,"Highly intelligent colleagues. Most teams are fairly effective and are interested in getting things done.  Intellectual acumen is valued.  Common courtesy are a value.","4.0"
"101",13,"Good Exposure of Financial Research","3.0"
"102",13,"Salary may be the point","3.0"
"103",13,"Good place for freshers to learn, good renumeration, decent exposure to clients, great team spirit amongst peers","3.0"
"104",13,"It is a very good start for someone who wants to get into the Financial sector, as Copal offers a diverse platform into various financial domain like Investment Banking, Credit Research, Equity Research and also to get attached with Moody's","4.0"
"105",13,"Good and fast learning
Cooperative colleagues
Fast growth
Very good pay master","1.0"
"106",13,"Starting platform.
Learning.
Knowledge of financial resources.
Moody's group.","1.0"
"107",13,"Good colleagues and relatively stable employment","2.0"
"108",13,"Excellent learning opportunities, you build up speed and accuracy in Excel and Relative valuations very fast.
Instant recognition for the strong performers, they grow like anything
Generally good teaming among employees","4.0"
"109",13,"Although, this is my first job, Copal Partners is very fair to me, I have been give a lot of responsibility in no time and handsome salary hike","3.0"
"110",13,"Good side information and volunteer opportunities","4.0"
"111",14,"Significant exposure to many departments.","3.0"
"112",14,"a lot of things you can learn. it is good to a new entry level person. a lot of opportunities.","3.0"
"113",14,"Great job security.  Reasonable flexible around work/life balance, working from home when needed, etc. Analysts have good visibility to the market, and can land well. Your experience is highly dependent on which team you land on.","3.0"
"114",14,"Generally friendly people
Intelligent managers. Senior management is smart
Good work life balance
As an intern, opportunities to take on challenging and important projects if you're lucky","4.0"
"115",14,"Nice people for the most part; great hours for the most part; rarely had to work too late; good work-life balance","1.0"
"116",14,"Depending on how you like to work, Moody's has a culture where almost everyone at the mid-level and up gets an office. In general people leave the office between 5 and 6. Pay can be good for the level of effort required.  Travel is very minimal.","1.0"
"117",14,"Good environment, great learning experience","2.0"
"118",14,"Good people, like the work","4.0"
"119",14,"Flexible hours, some semblance of work-life balance","3.0"
"120",14,"Very good initial learning. Gets monotonous with time...learning ceases
Diversity of work","4.0"
"121",15,"- Good exposure with senior management
- Plenty of work to do","3.0"
"122",15,"Job Security, decent benefits, work life is good","3.0"
"123",15,"Six monthly appraisals are the only reason people join Copal","3.0"
"124",15,"none, none, none, none, none","4.0"
"125",15,"work-life balance 
reasonably priced cafeteria food
big name in the street","1.0"
"126",15,"Upper management is very engaged with the line of business. Employee development is strongly possible for hard workers. 
Hard work is valued.","1.0"
"127",15,"Collegial work environment, friendly and knowledgable colleagues, pretty good work-life balance given pay","2.0"
"128",15,"Work life balance; fascinating issues at crux of financial system; culture is relatively collegial.","4.0"
"129",15,"Great on-site training, good to have on your resume","3.0"
"130",15,"Great stable, profitable company (rare today).   good place for someone right out of school.  Opportunity to learn about deals/transactions at a less than banking hours, but you get less than banking pay (in exchange for stability).","4.0"
"131",16,"Atmosphere is collegal and enjoyable","3.0"
"132",16,"Good work/life balance. Good mentoring.","3.0"
"133",16,"No pressure, a lot to learn, mau trainign offered to employees, good salary packages compared to the workload, a lot of internal burocracy / compliance","3.0"
"134",16,"Very diversed work force and very intellegent discussion on credit & its implication","4.0"
"135",16,"it offers rotation to other fields.","1.0"
"136",16,"- A Stable company
- Only one major competitor (S&P)
- Ratings are needed and will not likely go away anytime soon
- As an analyst you will participate and vote on many different and interesting ratings
- Good entry level job
- A laid back atmosphere","1.0"
"137",16,"Hours usually not too bad. Most people are pretty cool.","2.0"
"138",16,"Good salary and learning experience","4.0"
"139",16,"Only good thing is salary - two appraisals in a year","3.0"
"140",16,"semi annual hike. 
Good exposure to investment banking","4.0"
"141",17,"It is a good place to start for graduates and people with low skill","3.0"
"142",17,"Compensate well & working here will help you to learn time management","3.0"
"143",17,"I think your experience at Moody's depends on who you work for and what you do.  As a member of the IT department,  I am very satisfied with my salary and bonus this past year.  I also have a very good manager that recognizes my contributions and challenges and promotes me to upper management.  I feel very comfortable speaking my mind to all levels of management which fosters a feeling that I am really contributing....  Also,  with all the personal days and floating holidays,  we get basically 4 weeks vacation,  our 401k and retirement package is great.  Health benefits are very good.  Promotions are based on merit and not time served which is nice.  Alot of flexibility in working from home.  Very socially progressive company","3.0"
"144",17,"Reasons to work at Copal Partners are very few. It's a decent place to do your first job, because it prepares you for almost anything you will face in subsequent jobs. Having said that, a number of people here are really nice; if you manage to make some friends, you can have a good time.","4.0"
"145",17,"- always up to date information from different industries and companies, which is good.
- good place to start financial career
- you will learn to work in team (in other words, there are so many people and some are really tough to manage)","1.0"
"146",17,"good semi annual appraisal so go for it","1.0"
"147",17,"The do a good job of having corporate activities in order to keep everyone involved and upbeat.","2.0"
"148",17,"growth and lots of good projects to work on","4.0"
"149",17,"High stability and effort to keep employees developing within the company","3.0"
"150",17,"Copal Partners is a meritocracy, with a lot of smart people around you. The work is fast paced and good but highly variable based on the team. Flexibility to take on new new projects is encouraged and rewarded.","4.0"
"151",18,"Good work-life balance. Team-oriented culture. Managers are usually responsive and accommodating to concerns or goals of analysts. Good career development opportunities for those that take initiative. Managers are respectful of your life outside of work.","3.0"
"152",18,"Looking to improve the efficiency of the business","3.0"
"153",18,"work life balance is good","3.0"
"154",18,"Good professional environment, experienced people, listening to everyone's views, good learning opportunity as decisions on ratings are indeed based on professional aspect rather than politics as elsewhere","4.0"
"155",18,"Good Opportunity for Beginners and learners","1.0"
"156",18,"I'm an associate analyst at moodys and its a pretty cool place to work. you get exposure to a lot of company execs, bankers, and you can really develop a good network. they have good capital markets training.  
I know people complain about the comp, but i actually think its pretty good if you come in from the outside.  there are several AA's in the 110-125k all-in comp range","1.0"
"157",18,"work/life balance is the best you will get in finance while working on deals
people are friendly and approachable
can learn a lot if you take responsibility for your own development
access to executive teams/bankers, although you can't ""network"" with them
if you want to learn a lot you can, if you want to just coast you can","2.0"
"158",18,"My team are all extremely knowledgable in their subject areas.  There is a good sense of team work and my opinions are sought after and listened to.  It is a very multicultural organisation and I am able to use my language skills both internally and externally.","4.0"
"159",18,"Access to senior management of firms","3.0"
"160",18,"Very much depends on the team you work in as literally every team is different (in terms of hours, work approach, mentality, etc) so make an assessment at the interview stage, BUT generally there is a sense of teamwork, you get exposed to individuals with 20  years of experience, work daily with those who have 10  years. The environment is very diverse with employees from all over the world. Work life balance is... still there (apart from couple employees who like long hours) and the additional benefit of business travel is immeasurable as you really get exposed to top management at a very early stage of your career and build your knowledge and confidence quickly. After 1.5 years I was receiving about 5 calls a week from headhunters so the Associate Analysts from Moody's are sought after, and those who were the best quickly left - so the name Moody's very much matters which is another plus.","4.0"
"161",19,"Great entry level job for finance grads coming out of a non core school
Not much redundant work. Analysts want you to be heavily involved in the credit rating process","3.0"
"162",19,"Good Work Life Balalnce. Work is not very hectic.","3.0"
"163",19,"pays well, good work life balance, senior management is committed to the company and improving our market presence,","3.0"
"164",19,"The company is global and offers areas for expansion.  Mostly in the financial industry.","4.0"
"165",19,"Meeting with high level company officials
Just above average salary
Access to great industry and company analysis through presentations of companies and their consultants (although it us of no use in day-to-day work, as only superficial analysis is performed)
International team","1.0"
"166",19,"good exposure to analysis, lots of responsibility","1.0"
"167",19,"There was significant interaction with colleagues across the globe and the privileged position Moody's enjoys enables you to develop a great understanding of the markets you cover.","2.0"
"168",19,"Work-life balance is good at the company","4.0"
"169",19,"Good Culture
helpful colleagues
understanding seniors","3.0"
"170",19,"Moody's is a very nurturing environment. The ratings agency treats its interns well and heavily encourages them to network and learn about the other sides of the firm.","4.0"
"171",20,"There is a great work/life balance","3.0"
"172",20,"Good exposure from across sectors","3.0"
"173",20,"-good internal technical training to ratings and capital markets
-personal development of multiple skills (legal, analytically, reporting, collections, accounting) as account managers have to deal with each area at some point
-access to senior managers at companies and banks
-good for establishing business network","3.0"
"174",20,"Bi-annual appraisals and yearly bonus","4.0"
"175",20,"its big reputation makes it looks good on your resume. Promotion is all about projects. Career path is not as clear in here. However, it depends on your position.","1.0"
"176",20,"Flexible work hours.  Office culture.","1.0"
"177",20,"Great work enivorments 
Got a chance to learn","2.0"
"178",20,"Good work/life balance
Good place to learn fundamentals of credit analysis & an industry/sector
Great coworkers
Fun work environment","4.0"
"179",20,"Loads of learning. Even after my first two years with the company I am still learning something new every day. Give you a full flavor of almost all the financial products.","3.0"
"180",20,"Sehr interessante Arbeit auf höchstem Niveau mit klugen Leuten. Man lernt jeden Tag nützliche Dinge!","4.0"
"181",21,"Some team and some managers","3.0"
"182",21,"Generally a positive working environment","3.0"
"183",21,"Very friendly environment. All colleagues very willing to help. Great work and life balance.","3.0"
"184",21,"Bi annual appraisal is the only motivating factor through which Organization is able to draw candidates' attention.","4.0"
"185",21,"Collegial environment with very manageable work-life balance, smart dedicated colleagues, quiet atmosphere masks the large amount of work being done, highly diverse workforce.  If you are interested in credit - and you should be","1.0"
"186",21,"Relatively good work/life balance, not a highly pressurized environment = somewhat thoughtful colleagues, good office space at a central location","1.0"
"187",21,"salary hikes are semmi annually , so thats somehow encouraging","2.0"
"188",21,"Great People to work. 
People who joined with good title and pay would like company more.","4.0"
"189",21,"The benefits are pretty good. Work-Life balance is a positive. Employees sneak out early on Thursdays and Fridays to take long weekends.","3.0"
"190",21,"Laid-back atmosphere, lots of diversity","4.0"
"191",22,"Great place to learn credit analysis at a depth few will every experience in their career.","3.0"
"192",22,"good pay with great hike and benefits.","3.0"
"193",22,"projects are interesting and familiar","3.0"
"194",22,"Good work life balance and great hours","4.0"
"195",22,"Diverse learning, good bi annual appraisal policy, good if one is willing to sacrifice social life or family life..suitable if you like copy and paste work","1.0"
"196",22,"Great team of individuals. Individuals are willing to help you","1.0"
"197",22,"the only good reason is that you can be a part of one of the big three credit rating companies.","2.0"
"198",22,"Gain valuable experience
CFA sponsor
Broaden your Knowledge","4.0"
"199",22,"Good benefits once you become eligible.","3.0"
"200",22,"Strong presence in the market, benefits are decent, easy hours (9-5), good to have on resume.","4.0"
"201",23,"good work-life balance, intelligent people","3.0"
"202",23,"Benefits, great poeple, great location, no micromanagement.","3.0"
"203",23,"Good salary, opportunity to learn","3.0"
"204",23,"Fancy title makes you feel good about yourself at the beginning, Flexible Timings and a few friendly people, Work Environment and culture makes it a good place to work.But when you are not satisfied with work then the environment doesn't matter","4.0"
"205",23,"This is a company that cares about it's employees, you will never see anybody yelling at anybody, everybody is very friendly regardless of rank. Considering the material you work with you learn a lot, and since it is always current it is very interesting.","1.0"
"206",23,"probably the best work-life balance in financial industry","1.0"
"207",23,"Great company would definitely work there again.","2.0"
"208",23,"Managers are generally respectful of work-life balance; co-workers are amazing - friendly and intelligent; Community Service is encouraged","4.0"
"209",23,"Smart people, good conversation, alot of support","3.0"
"210",23,"Good work/life balance, Nurturing environment, Few good mentors","4.0"
"211",24,"Relevant experience in the field","3.0"
"212",24,"Smart people
Good managers
Relatively flat organizational structure","3.0"
"213",24,"get to work on good number of clients. The culture was ok before Copal partners destroyed it. Penny pinching on trivial issues. Penny wise Pound Super foolish.","3.0"
"214",24,"Eager to be at industry standards (salaries, technology, financial writing, benefits, etc.)","4.0"
"215",24,"Good work life balance, great colleagues and interesting work. Unparalleled access to markets and leadership.","1.0"
"216",24,"Could not find   any.","1.0"
"217",24,"Great Learning environment, Great People to learn from","2.0"
"218",24,"People are actually really nice, compared to other financial sector companies. Work/life balance is very good.","4.0"
"219",24,"Clear corporate mission.  Outstanding access to ""C"" suite management. Investor relevance and impact.","3.0"
"220",24,"Good work balance / good smart people","4.0"
"221",25,"Very good company. Good work-life balance and benefits and other perks. The company has been doing great financially for years.","3.0"
"222",25,"Molto professionale, diversità dei colleghi, buona cultura del lavoro, buon equilibrio vita-lavoro, ambiente internazionale","3.0"
"223",25,"There are many companies that try to sell their great values etc. Moody's actually is a nice workplace with nice people, culture and great atmospere and relatively good work and life balance","3.0"
"224",25,"Well established Corporate structure and clean environment.","4.0"
"225",25,"Great work to life balance","1.0"
"226",25,"Best place to work with.","1.0"
"227",25,"Very multicultural firm
Flexible working hours and possibility to work from home from time to time or from different offices if you´re travelling
More relaxed environment than in banks (colleagues are nice and not very competitive as in other sectors)","2.0"
"228",25,"OT eligible, nice workers, changing environment","4.0"
"229",25,"-ability to interact and learn with senior level analysts
-internal mobility makes it easy to explore opportunities 
-work hours 
-modern and inviting working place","3.0"
"230",25,"Highly intelligent colleagues. Teamwork is emphasized throughout all departments, encourage continuing education. Comfortable work environment.","4.0"
"231",26,"The work culture was very relaxed, people were very willing to help and was a good learning experience.","3.0"
"232",26,"Challenging environment where the level of responsibility you are given is dependent on the work you do. Same goes with promotions. Very fair system.

Work is interesting. Vital to credit markets and highly esteemed. The reason for this is that you are working with intelligent, capable people. There are ivy leaguers and all management has a graduate degree. it is nice to work alongside smart people.

Excellent... work life balance for Wall Street.

Attractive compensation given that one could get work done between 9 and 5.

Attentive management that listens to its employees and acts on issues.

Management activel encourages mobility both across sectors and geographies. They are very pro-maternity and have several groups that deal with other groups issues such as glbtqa and veterans.

Management tries to make your life easier. Holiday bashes and limos home after 8 and a great cafeteria. They just want you to do a good job and your frontline management is willing to invest in you.","3.0"
"233",26,"Relatively regular business hours. Training is okay. Health insurance and benefits are okay. Leadership made some sort of effort. The working atmosphere was not completely horrible.","3.0"
"234",26,"New level of transparency of available opportunities within the organization. They understand the best employees are loyal ones and encourage mobility.  Take advantage to the many ancillary benefits outside of Medical & Dental - 401k Profit Participation, ESPP - Emp get 10% discount on stock purchase and the stock has done well over the years.  Educational (Tuition/books) Assistance, Employee Assistance Programs:... Elder care & planning, emergency childcare, etc.","4.0"
"235",26,"Stable environment
Good career progression
Professional and pleasant colleagues","1.0"
"236",26,"In some account work life balance is good. Office culture is ok type. All the legacy employee is at top level and living a retirement life here. Good for older experience guy, come here and chill!!","1.0"
"237",26,"Smart people, great training, quality of life","2.0"
"238",26,"good work environment, job is stable","4.0"
"239",26,"It is good learning environment","3.0"
"240",26,"You have the possibility to take a lot of responsibility from entry level.  
Good professional networking experience (Rating visits with senior management). 
Access to all kind of professional trainings. 
Great indipendency (you can work from home, get in and get out the office whenever you want).","4.0"
"241",27,"plenty to learn in credit risk and good work life balance","3.0"
"242",27,"Good growth opportunity at initial level
Good Learning","3.0"
"243",27,"Good appraisal good on the job training","3.0"
"244",27,"Culture,people, diversity,good work/life balance, many opps for professional development","4.0"
"245",27,"People are super nice and friendly; you can learn about their business by asking around if you want. Very stable business.","1.0"
"246",27,"Understands their shortcomings. Earnestly looking to standardize processes globally.","1.0"
"247",27,"Associated with moodys group so one might get a chance to interact with some knowledgeable staff from there","2.0"
"248",27,"A Good life work balance","4.0"
"249",27,"Access to management teams, great people to work with and for, good offices.","3.0"
"250",27,"Nice environment, close to my home","4.0"
"251",28,"Diverse Work, 
Fast paced industry
Lot of experience","3.0"
"252",28,"Good colleagues, interesting work, good work-life balance","3.0"
"253",28,"Good benefits, car services & food when working overtime.","3.0"
"254",28,"Great company to work, lot of benefits","4.0"
"255",28,"It is a very good environment to develop solid FA skills; there are very nice colleagues; company provides continuing trainings","1.0"
"256",28,"modern facility, tools, and great environment to grow","1.0"
"257",28,"Moody's is a very nice firm. All the people there are quite smart and kindly.","2.0"
"258",28,"Good work like balance - 9-5 workday is possible.","4.0"
"259",28,"Health Benefits are good - also get a chance to participate in stock options","3.0"
"260",28,"- Good exposure to senior officers of other companies.
- If you are white, a lot of opportunity to develop contacts with analysts around the world.
- If you are white, the opportunity to be promoted, lead a team, and gain credit risk experience at the senior/global level.","4.0"
"261",29,"Nice people to work with","3.0"
"262",29,"nice atmosphere 
great people
high pay","3.0"
"263",29,"Best in the industry of Financial Research/Analytics","3.0"
"264",29,"Great environment. Good balance. Nice people.","4.0"
"265",29,"Good working environment and a lot of flexibility for devlopers","1.0"
"266",29,"Decent work-life balance
Ample room to assume responsibilities outside of normal role
Stringent process on rating assignment and research publication
Flat organizational hierarchy and collegial environment
Great amount of deal flow to obtain exposure in the rating world","1.0"
"267",29,"Great learning opportunity
Great work environment
Great work/ life balance","2.0"
"268",29,"One of the best places to work at. Very good work environment. easy to maintain work life balance. good scope of advancement.","4.0"
"269",29,"Big business that operates like a family owned business in that everyone seems to know everyone.","3.0"
"270",29,"Excellent culture
Work Independently
Flexible hours
Family friendly","4.0"
"271",30,"Good hours, work life balance in certain teams","3.0"
"272",30,"Moody's greatest strength is also its greatest weakness, the atmosphere is laid back (most senior people clear out by 6pm), and the business does well in the current economic environment (job security). Other perks are the office is very modern, people are nice, and the company cafeteria is inexpensive and fairly good.  Moody's spends a lot of effort to promote diversity and is very LGBT friendly.","3.0"
"273",30,"GOOD WORKING LOCATION and others","3.0"
