"","x"
"30","Deficient internal communication. Failed attempts at transformation suggest lack of adequate commitment to change and waste of resources. Drain of institutional knowledge with multiple recent retirements."
"31","low pay, low growth, bad management"
"32","Low growth, repetitive work, internal politics"
"33","zu wenig Geld, 50-60 Stunden Woche ist Minimum, junge Mitarbeiter werden ausgenutzt für stupide Arbeit welcher auch bis zu 35k im Jahr nur bezahlt wird, Betriebsrat wird permanent versucht zu sabotieren , wohl gesteuert aus den USA über MArionetten aus UK und Deutschland, System stürzen immer wieder ab, da alles veraltet ist, Mitarbeiter Zusammenhalt würde ich einfach als Haifischbecken bezeichnen, man wird zu... Veranstaltungen gezwungen für das sogenannte dritte Geschlecht und andere und sollte man sich weigern spiegelt sich das im Bonus aus. Sobald die Unternehmensziele nicht erreicht werden auch wenn mehr Gewinn als vorher erzielt wurden , wurden 100 Mitarbeiter weltweit fristlos entlassen.... ACHTUNG vor der Personalabteilung die direkten Kontakt mit der Geschäftsführung eng pflegt, alles was ihr berichtet wird gelangt direkt an deinem Vorgesetzten und selbst wenn du dich über diesen beschwerst..... im Jahr 2018 gab es ein Skandal von grobem Rassismus , welches meiner Meinung nach versucht wurde zu vertuschen bis der Betriebsrat sich hier eingemischt hatte und dafür sorgte das dieser Kollege das Unternehmen verlassen musste...."
"34","they need to more pay"
"35","Poor management, lack of processes"
"36","Maybe that there is no parking for now."
"37","Contrato corto y sin expectativas"
"38","Puts analytics over process which can create back office challenges"
"39","* Work often gets bogged down in process"
"40","Slow career progression and technology is not so great"
"41","Decidedly less upside potential than I-banking.
Conflicts of interest."
"42","high work pressure and ling working hours"
"43","Procesos muy burocráticos dentro de la compañía. Existen posibilidades de crecimiento pero las promotions son lentas. No brindan muchos beneficios"
"44","Not much really if you have great bosses like I did"
"45","Could have more benefits for its employees"
"46","Management is sometimes not interested in the career development of associates.

Managers do not account with enough knowledge or experience, and this undermines the trust of associates in the company’s objectives.

Favoritism is observed on a daily basis. 

Lack of vision or plan career for matured associates. 

Any deviation (with a rationale behind) from the methodologies is prohibited."
"47","Too far away from heart of business for advancement if you’re not in NYC but company is supportive of relocation"
"48","Some management level staff are riding the wave until retirement and not bringing any value to the company. Let them go!"
"49","Lack of career coaching and guidance."
"50","- Some teams and managers are better than others when it comes to promoting from within, almost to an absurd degree.
- Compensation might be on the low end for financial services but I think the company makes up for that in other ways. The make it really hard to want to leave."
"51","Crescimento na carreira é um pouco lento, o plano de carreira é bem enxuto então os funcionários acabam trabalhando mais de anos na mesma função/cargo. A carga de trabalho é bastante intensa."
"52","Corporate politics become inevitable as you climb the corporate ladder.
Too many meetings/odd hour calls."
"53","Frequent travelling, increasing regulatory and compliance hurdles."
"54","Lots of external hiring and lack of internal promotions."
"55","Multinacional com alta burocracia. Muitos sistemas que engessam o processo criativo, porém asseguram a qualidade e padronização de projetos."
"56","Limited progression on promotion or into lead analyst"
"57","Limited visibility to senior management"
"58","Enormous level of compliance and low value added activities. Performance judged on adherence to processes and not creativity or solid work"
"59","- Compensation could be improved
- Talent retention policy weak"
"60","Communication from management is poor 
Slow decisions 
Not much career progression"
"61","Not enough women in leadership roles or in middle management.  Bureaucratic, old systems, and “a dinosaur” as the other reviews say. Some people have been here very long time so the culture is stuck. Communication is poor within and across departments. This impacts US but also when trying to work with global workforce and offshore teams.  Managers can be unnecessarily tough on staff (as others commented). There is... more than average amount of petty complaining and office politics."
"62","Building is small
Senior Management not good
New team not stream lined
Adopted copal amba culture
Salary hike is not good"
"63","They separated moody's rating team into rating research and rating support. And rating support think of themselves as separate entity and want to keep junior analysts there as long as possible after they are trained- while the ideal path for those analysts are to move into rating teams. Those analysts need to ""look for new jobs"" instead of being promoted into rating team. Lots of talents left because this system is... ridiculous."
"64","Work is so so...."
"65","Not much to learn, No clear career path"
"66","Desire of wishful role could be a dilemma."
"67","Upward movement is extremely limited, promotions are not earned and given they are applied for. Communication from superiors is very fragmented and it seems the position is either getting left behind or replaced. You will pigeon-hole yourself if you take a role as an FDA. Skills are not very transferable and management is not very motivating. Superiors do not have the highest level of educational background either.... Moody's is the little brother of the financial services industry that banks are forced to play with due to the government. 401k Matching program is weak as is the Stock Purchase plan...does not compete with other similar firms."
"68","Management can be ruthless and overwork staff. Very stringent structure"
"69","Management, the promote poor people in to management positions"
"70","- Bureaucratic
- Toxic and blaming culture
- Lip service is paid to mentoring between senior and junior colleagues but never practiced
- Unsociable environment. Social interaction outside the office doesn't exist
- Extremely slow career progression (if any) in the absence of a sponsor
- Salary progression is very close to zero, even after a promotion
- Employee management inexistent, so best employees with... good opportunities elsehwere will just walk away as soon as they can
- Exit opportunities are very limited. Having ""Moody's"" written on one's CV is not always looked at favourably by recruiters at other financial institutions 
- Link between newly-hired employees and their job title is absolutely random. I've seen people with very different work experience (say, 2yrs vs. 7yrs) being hired with the same job title and seniority
- The poor management skills of low and middle-level managers are a scandal in broad daylight
- Ridiculously high number of completely useless petty projects created by low/middle managers with the only goal to gain visibility to the eyes of senior managers
- High turnover (not a surprise given the above points)
- Endless number of endless weekly meetings serving very little purpose
- Inclusive culture is very good but is translating into ignoring the professional preparation of newly-hired employees"
"71","Good work atmosphere here in the company"
"72","No professional development, and management are very interested in tick box exercises"
"73","no cons as of now"
"74","There is too much politics in the organisation. Manager centric company. Long working hours"
"75","office politics, bureaucracy, out of date technology, excessive compliance rules that's detrimental in just being able to be productive"
"76","Decision making can be slow at times"
"77","Depends on which group you work in... Shared Services area is managed by senior management  only interested in empire building... if you are working in Transformation project area, forget about work-life balance... project mismanagement will ensure you work like a dog... if you work in Operations area, you will not have enough resources to deliver quality product or service..."
"78","No program or product strategy on any key transformation projects. Senior managers only like yes men. The work environment is very toxic"
"79","Changing corporate culture as company grows."
"80","Toxic environment, blame culture, poor leadership. Everyone has to opine on things, even when they know nothing about it, and in the end, everyone does whatever the Legal Department says."
"81","Days can get pretty boring (depending on who/what team one is supporting), not a lot of career mobility. There are a few admins here who have gone on to other roles within the company, but for the most part this is the perfect job for those who just want a stable job that pays for their lives outside the office - family, vacation, hobbies, etc. Not the place to make tons of money and work your way up the ladder."
"82","Middle-office does not work with the front-office at all
Tasks are repetitive and no new projects
External training not provided to the middle-office"
"83","You’re just a number not a person"
"84","Bad Work culture,  Stressful company policies , Excessive workload and High Attrition"
"85","O meu cargo envolvia muita pressão por parte dos meus superiores, pelo fato de as atividades apresentarem urgência para serem concluídas. Há pouco espaço para erros."
"86","Management is not cooperative for your career growth"
"87","A lot of meetings because we want everyone to have a say."
"88","some politics to manage at headquarters"
"89","Like most large places, very political to move up. The company used to have the people you actually work with have more say in your advancement, but recently, the company introduced middle managers who don't see/understand your work as much, but have a large say in your advancement, so sucking up matters way more than performance.
Also, due to poor management of handling regulatory compliance, there are teams of... people who exist to try and catch you not checking the right box so you can get your bonus taken away. It never happened to me, but it did to people I know and living in fear of the compliance cops isn't fun. Also, lots of lifers work here, so get used to unintentional caps lock and constant whining about how they don't understand the electric typing box."
"90","Low salaries and very low bonuses, especially for most junior staff. Work is very similar to investment banking junior roles, but for less pay. Poor career progression. Some people don't make it to VP after 10 years and retire before they become MDs.

Extreme forced diversity campaigns - you will be forced to attend 2 diversity events a year and you will be spammed with forced diversity e-mails without the option... to unsubscribe.

MDs couldn't care less about junior staff and more focus on how to be friends with other MDs.

Juniors are not respected and are under constant threat of replacement with India offshoring or/and job automation."
"91","No work life balance , but I realize that depends on the department you work in. Being in a shared service environment you would think we wouldn’t work long hours and unnecessary hours at that."
"92","The work is transaction driven, so often requires working long hours. It can also become slightly repetitive after a few years."
"93","Learning opportunities are strictly limited"
"94","Upward mobility takes extensive time"
"95","HR transformation 2014 was a disaster, high turnover and poor, non-transparent leaders who did not understand the value of retaining HR talent. Politics at play, nobody was told why people were being “let go”, toxic individuals — extremely bad environment that made good people leave. I’ve heard things didn’t exactly get better after."
"96","-Slow promotions 
-Political upper management"
"97","- Processes need imorovement 
- No flexible worktime arragements"
"98","Poor work life balance, organizationally in Flux, many male immigrant employees who do not respect women in the workplace."
"99","As any data analytics company, jobs are good candidates for automation, hence future job growth is probably limited."
"100","Working hours depend on your team and boss"
"101","Work tends to stretch which in turn leads to long working hours. Seems to lack transparency in the current set up"
"102","If you stay in your position for longer than a few years without a promotion, your chances of promotion or being interviewed for other positions within the company are non existent 
New RRS team setup brings in more management and less transparency
Technology is more of a hindrance than a help in day to day work life"
"103","A bit political
Low salary
Low bonuses"
"104","Pay. Wide skill range in coworkers at the associate analyst level- a lot of dead weight."
"105","Trend of deterioration in people quality, very hierarchical structures, little investments in technology."
"106","lack of learning technical skills"
"107","na"
"108","Do better"
"109","Difficult to get promoted from associate to senior analyst level"
"110","Successful businesses leads to slow decision making out of fear of hurting current business."
"111","Remuneration and benefits are not great (though not terrible either)
Office and facilities are a bit shabby and cramped
Slow progression
Tough regulatory environment"
"112","While I like what Ray and the board are doing, some members in higher positions, i am not a fan of and question how they got there (or why they are still there).  A con for me but if you are friends with the right person or liked by the right person, you will have a much easier time moving up or going anywhere in the company. On the flip side, if you are not friends with the right person, it can be an arduous... journey. While not necessarily in silos, it seems like every team has a different set of rules on how they can or cannot move up the corporate ladder.

While most of the people here are very talented, sometimes, it can be a real struggle to get anything accomplished. Meetings for days. What do you think about (fill in the blank)?, lets have a 30 minute meeting to discuss."
"113","Slow career development, not much too learn, if in GMO team."
"114","The number of sharks are increasing"
"115","- Limited parking space
- Notice period prior to leaving the company is too long"
"116","Some people take the compliance and regulatory issues too seriously 
Depending on your security clearance you will have to sell all of your industry specific stocks
As with any job that is market based, can be overwhelming at times and underwhelming at other times"
"117","There is no room for internal mobility nor professional development. Compensation is on the lower end. High turnover rate."
"118","Horrible IT, albeit improving
Regulatory burden"
"119","give your employees more autonomy - stop micro managing."
"120","Upgrade systems to improve efficiency and reduce errors. Improve HR and health plan (HR stops insurance coverage when employees take unpaid leaves to take care of sick dependents)"
"121","Not much room for growth or advancement"
"122","Promotions are tough to come by"
"123","Depends on teams. It varies greatly team to team and I am fortunate to be working in a great one"
"124","Poucas oportunidades de efetivação, ambiente pode ser estressante dependendo da área, pouca meritocracia em muitos casos."
"125","It takes a very long time to go up the ladder.  People seem to get promoted based on personal preferences of mangers."
"126","Below average employee benefits scheme (e.g. pension)"
"127","Management is worst and HR too"
"128","Technologically behind most.  High margins means failure is often rewarded, or at the very least with little consequence."
"129","Where to begin...lack of growth and development. Lack of meaningful opportunities. Diversity exists on paper, but not in management or day to day work. Miserable place for women, who get layered under lazy and unproductive male managers, who in turn take credit for work performed by others. A technological dinosaur, which pours money into ""innovation"" that never materializes. And so on..."
"130","The business model is strange. It’s a conflict of ethics. You are paid by those you rate. Yet for some reason the market accepts your ratings. I can’t explain it.

They pay lip service to ethics but believe me they know on which side their bread is buttered. You simply cannot expect a billion dollar company with 20% profit margins to be angelic. If you do, I have a bridge just right for you.

If it’s not working... out they will drop you like a hot potato and literally throw you out of the door. What happened to loyalty?

Pay is small relative to Wall Street."
"131","No learning process
No incentives
inefficient managers with no stand of their own"
"132","Zero work life balance for employee"
"133","Senior IT management sets a negative example by being very political. Senior level MDs are quick to through juniors under the bus. No sense of ownership of the bad, only the good."
"134","Low salary and not a lot of opportunities for advancement"
"135","There is nothing “Technical” about this role. Its basic 1st line/hardware support/customer service. Nothing much to learn, lots of monitor deployments to waste your time with. The systems engineering team have no presence outside of NY and don’t provide anything helpful anyway in terms of technology or tools. 

Several third party vendors that carry out tasks at a very granular level so difficult to find the right... person. Support from most of those vendors is terrible, they simply don’t care. They have finally decided to streamline and bring in one to take over at least three of those companies so maybe things will improve. 

People will ignore your emails, including senior management. You have to CC in someone important if you need support from people or for them to simply do their actual job.

I suggested many improvements but kept getting  knock-backs. Senior people came up with excuses probably because they were protecting their highly paid positions. 

The only projects you are asked to get involved with are the ones that nobody else wants to do. You’re not asked what you’d like to do. Many broken processes which can create chaos for users.  

In term of progression it is non-existent unless you are already in a senior role or if you are very young and seen to have potential. You can’t be in your thirties and have potential or existing talent. 

Also how about some regular department drinks once in a while rather then only if a senior person from the US comes over with their credit card. Not much team bonding."
"136","Career growth  which is very less"
"137","- bad salary progression and even worse bonus. The entry level salary for an associate analyst is decent in London but the bonus is very low (I'm talking 1.8k after taxes kind of bonus). Salary progression is really bad. It doesn't really get better unless you get promoted
- career progression is terrible. They have tried to change this by introducing a different organisational structure in 2017, but nothing really... has changed. Going from AA3 to Analyst takes on average 5 years. Way too long considering you pretty much do the exact same type of work as an Analyst!
- Boring work. This is subjective of course but I don't think that anyone finds putting numbers into Scorecards to get a rating to be exciting. Basically, a lot of the people here pretend that they do real finance work (and sometimes also stay until midnight to prove they are like bankers) but at the end of the day the product is mostly putting financial metrics into a Scorecards and then write a report about the outcome."
"138","Salary compensation, hierarchy, L3 Certification"
"139","Bureaucratic and subject to Dodd-Frank rules"
"140","Hours can be long 
Low bonus and benefits
Niche industry and skills
IT system could be better
More transparent promotion process"
"141","Under utilised, lots of restructuring, changes to management"
"142","Salary and bonus is not as good as the market. Slow for promotions. Technology is not great but improving. Lots of administrative work"
"143","High turnover sometimes can be difficult to manage portfolios reallocations"
"144","No / limited parking facility
Small operation in Gurgaon"
"145","Promotions can be too slow.  Raises hard to come by."
"146","- low salary
- poor IT infrastructure"
"147","Compensation, but it is being currently being reviewed by management"
"148","To help people with career progression, not just at the junior levels but at senior levels. I would have liked to stay the company, doing something slightly different in an another department. Stopping people moving internally does not make sense. I left the company. The small team I was in had to hire someone new anyway."
"149","not that many i can think of"
"150","there is no con at this time"
"151","Some spaces are a little archaic but the are making a lot of investments to transform."
"152","The salaries are not great and there is not much mobility. Should promote more people, more often. Many low value activities in all levels."
"153","Benefits and bonuses could be better.  Can be a sweat shop during peak times but you won't necessarily be rewarded for it with a pat on the back or financially."
"154","Limited growth opportunities for anyone looking to enter front end in finance"
"155","Work profile is monotonous"
"156","Pay is not great, career opportunities are very hard to come by, management is always looking to cut corners and outsource."
"157","Slow career progression
Compensation and benefits could be better"
"158","many demands on analyst, systems not up to snuff"
"159","Old technology, outdated management and systems"
"160","Poor Infrastructure and facilities
Lacks Transparency 
Unfriendly Employee policies"
"161","long hours, pressure and animosity"
"162","sometimes on call after hours
some travel required"
"163","Work life balance could be better"
"164","No problems. Didn't have a negative experience"
"165","Too many consultants
Some managers are not effective.
Depending on dept/project, hours may be very long."
"166","A little rigid and not as empowering to employees and flexible as it could be."
"167","slow in progress of adoption due to high regulations."
"168","Will take 5 times as long to progress and pay is terrible relative to length of service.  They like to hire senior level candidates and place them at graduate level ranks.   Consequently there is lots of turnover.   Most people who still are here are so because they have yet to find an escape."
"169","Very clicky culture where a few ""chosen ones"" will invariably move up
Incredibly unfriendly for newcomers, no guidance, you're on your on
Never had a set of goals, so you will never achieve such goals
Bonuses are a joke."
"170","Not challenging work across the projects"
"171","Moody's has to do a better job of developing and retaining junior talent. Too often, junior talent is leaving for better positions, including managerial ones, at banks and other peer firms. Moody's also needs to improve on total compensation for junior/mid-level talent."
"172","Too consensus driven an organization."
"173","While management and lead analysts always helped me and supported me, associate analysts are treated as disposable workforce and pressed hard, with long hours and few promotions. Always keep an eye on the job market to put yourself in a stronger position regarding promotions, and do not hesitate to pressure management through ultimatums for promotions."
"174","Promotions are biased.  When promotion criteria wasn't meet,  promotions were are still granted.  While other staff having meet the promotion criteria are left behind.   

Very confusing and frustrating to get the outstanding staff in front at the right time."
"175","Salary is not the best."
"176","lack of career advancement opportunities, have to deal with office politics"
"177","Little room for fast growth overall"
"178","Can get very stressful at times. Very bureaucratic structure with lots of regulation"
"179","A bit sleepy, bureaucratic and stuffy. It takes a while to get established and navigate the hierarchy. Not very agile and stuck in its ways"
"180","Moody's investor services canteen which is called Foody's investor services is not the best but is better than some other food places around the area."
"181","There is not so much career development opportunities."
"182","Junior level promotions are slow"
"183","When mid-level managers are brought in to run the PMO (even though they have never run a project) and start hiring consultants and former associates from Deutsche Bank (where they came from) and paying them crazy money, it leaves a very sour taste in everyone's mouth.  Especially when PMO lead gets his former associates to write and rate his performance.  Makes you wonder....do you really want to work in the PMO... office......??  Cloud strategy is off the rails, going in the absolute wrong direction as new SVP's who work remotely tend to regurgitate others presentations."
"184","Long working hours, poor benefits"
"185","+slow career growth trajectory
+low salary relative to roles that require the same skill set"
"186","difficult to promote as there a lot of seniors"
"187","Salaries average to industry standards"
"188","Very bureaucratic; promotions often unrelated to performance; politically charged workplace; NY/HQ-centric; poor/incompetent micromanagement; depending on the group/manager you work for, poor work-life balance / workplace atmosphere."
"189","Very hierarchical
Small raises
Uses old technology"
"190","Very ""corporate"" atmosphere. Compensation is lower than what you would be paid elsewhere on wall street, but I think it is worth it because the culture and work/life balance is much better."
"191","Slow to promote, typically raises are limited to cost of living, bonuses aren't ordinarily paid out at 100% at the associate analyst level"
"192","lots of process and compartmentalization which can slow down progress"
"193","Is a very global company, your personal achievements are usually diluted in global basis, hence promotions and growth always depend on the support from your direct manager instead your results."
"194","Increase mobility for employees. Overall I am very satisfied with the company and would like the management to keep up the good work."
"195","Low efficiency in getting access."
"196","Selfish Management"
"197","No advice as such"
"198","All cons which comes in a new setup. Nothing much which u can't ignore."
"199","Legacy issues
Some teams lack diversity"
"200","lackluster salaries and dysfunctional systems"
"201","Mid range pay. If you are not a minority or women forget promotion"
"202","Negative culture; poor senior management"
"203","Work at times can be tedious and repetitive."
"204","Most examples of senior advancement and large scale initiatives are driven almost entirely by politics"
"205","Promotions only happen if you are well-known by a senior leader or if your manager likes you."
"206","Working hours can get extended sometimes"
"207","No cons if you are ready to learn and grow"
"208","hard to move up the hierachy"
"209","no cons so far into my career to note. I couldn't think of a better place to be in the early stages of my career..."
"210","More diversification needed"
"211","It is very difficult to get work done, particularly in EMEA, away from the major decision makers. The same issues that existed when I started 5 years ago still existed on the day that I left, despite them being discussed on a regular basis. 

Flexible working is limited to working from home or very rarely given. Moody's is a very cautious company, and this extends to flexible working, there is a lack of... imagination to see how flexible working can work better."
"212","Poorly managed. Lack of recognition and reward. Lack of upward mobility."
"213","Career progression takes forever thus turnover rate at the junior levels very high, organization structure very complicated thus one often has numerous types of tasks to do beyond job scope, too many people in positions that should have long been removed to make way for current and necessary positions or to use the money/benefits towards retaining relevant talent."
"214","Slow career advancement and salary growth"
"215","Weak management impervious to what employees think."
"216","- Company is too large, hard to coordinate as different regions and timing"
"217","Not enough budget for staff and activities"
"218","To do staff which to add money into th wallet company where you work."
"219","Going public has created unwanted pressure"
"220","Open-door policy: close to non-existent (maybe it's just in my case)"
"221","No worklife balance, monotonous work at times, Low pay"
"222","The HR leadership team in New York are a disaster. Having embarked on an HR transformation, they are now unwinding it due to poor execution.

Complete lack of transparency around how decisions are made, and incompetent people in NY are consistently promoted in to senior positions because they are part of the 'clique'."
"223","Extremly poor work environment with long working hours. ( AC is switched off at specified time even if lot of people are working, this remains switched off even on weekends when unfortunate employees come to work). Depending on the project employees are expected to work for 15 16 hours every day.
Top heavy company with useless managers with no skillset handling a team of only 4 -5 people.
Erradic appraisal system,... ur growth is not dependent on performance but managers whimps.
Management is only concerned with the profitability of project, they are least bothered about the employee."
"224","there, are no ,cons,at Moodys"
"225","Lack of Goals
Lack of Orientation
Lack of Direction (You will be lost in your position) 
Dedicate 99% of your time to flow in slow-motion"
"226","Management forces unnecessary and unhelpful changes
Comp is the number one reason people leave; if comp were better turnover would shrink immediately"
"227","No development opportunities. People get promoted based on how long they are at the company, not how good they perform."
"228","Only way to succeed is to suck up and get in with the right people"
"229","Limited opportunities to grow or be promoted"
"230","-Pay is terrible
-This job is extremely boring"
"231","Too much bureaucracy. Poor management. Poor vision. Poor strategy. Too responsive and reactive. Not forward thinking. Really is only saved by being in a protected industry that has low barriers to entry by competition"
"232","Not the best pay
Not too much innovation in areas
People get do the minimum to get by in a lot of areas"
"233","Some departments with a lot of junior positions have a lot of turnover. Once someone gets experience and there's no room for growth, they'll leave for another opportunity. I've seen it happen time and again."
"234","Flat structure with no opportunity for analysts to join management ranks.  Shallow management skills in some LOBs like securitization."
"235","Not easy for junior employees to advance careers. So it's common that some newly grads join the firm for a year or two and then leave to pursue other opportunities."
"236","increase the package"
"237","Compensation not competitive.  Little growth. Impregnable glass ceiling for women."
"238","Intellectual lazyness  and negative spirit of most of the senior managers and senior analysts"
"239","bonus is kind of low"
"240","Gotten more political over the years, the culture is changing"
"241","Are terrible at managing employees, stuff work onto you regardless of your time. Work overtime almost everyday."
"242","Extremely poor development of leaders, horrible management of entrenched, impossible to work for managers.
Quietly reducing staff, treat those impacts like criminals. Package includes stipulation to never work for Moody's again."
"243","Poor Career advancement, 
Slightly below average salary"
"244","- career progression is painfully slow and random, with a ceiling after 1 or 2 promotions;
- salary is below industry average and does not correspond to the type and intensity of work - analysts there do more meaningful research than in investment banks, can work just as much (or close to it), but only get a fraction of the pay"
"245","Reliant on financial markets for good times."
"246","Contracts can be layed off"
"247","Lack of appreciation from upper management until people are out the door."
"248","Is an entry level position so you will need to spend at least 1.5 years or so to move to the line of business and the opportunities are really tight."
"249","Pay freezes/cuts seem to affect all teams regardless of their actual performance"
"250","Compensation is not competitive with other NYC financial industry firms; cautious, bureaucratic processes to implement any new projects or engagements;"
"251","Given the transactional nature of the work, the hours can be very tricky.  In addition, there isn't a clear delineation between titles as people with very different titles often do the same work making salary negotiations difficult."
"252","Salaries can be much more competitive."
"253","very traditional, slow innovators, very little career opportunities unless you work in New York office."
"254","far from business
lot of low value activities
slow career progression
low bonus"
"255","-Executive management only cares about two things - buying back as many shares as possible and keeping the regulators off their backs.  They don't care about extremely high turnover and poor morale that exists among the staff.
-Every year they find a new way to squeeze employees  such as no raises for senior analysts in 2016, reduced vacation carry over days (they all expire by April anyways), and the most recent... announcement of no holiday party for staff in 2016"
"256","Very Slow to innovate 
Very Hierarchical
Very dynamic people tend to leave after 2 years on average
Analysts don't have a lot of autonomy 
Bad calls are not sanctioned"
"257","You'll see plenty of people who've been at the firm 15 years+, on some very handsome packages that one cannot achieve anymore those days. Such people have little incentive to move elsewhere. Adding to that the fact that the growth of the company has come to standstill (once you rate the whole world, there isn't much foreseeable growth). Without growth, and turnover at middle and higher management levels, the juniors... have no chance but to leave if they are seeking career progression. Junior level turnover is already high."
"258","The management needs to pay more attention to new technologies."
"259","Company is going throug ha transformation. Many people dislike it and mood among AAs is down. Everybody cares what they get out of it without seeing the big picture who gets affected the most and how."
"260","Incentive structure needs to be better"
"261","- For satellite offices, there is somewhat of a ceiling on upward mobility to more senior positions and even lateral moves to other teams. If you really want to move up in the ranks in the company, you'd be better off moving to New York. 
-Promotion track is pretty inconsistent and depends a lot on timing. 
-Data systems are pretty antiquated and difficult to leverage for research. 
-Lately, the company has not... been meeting its revenue targets and this is definitely being felt in terms of salary, promotions and perks which is affecting morale and retention. Even little things like the annual holiday party in NYC have been axed as well as the holiday lunch events for the smaller regional offices, and this is all occurring in a year where we have a billion dollar stock buyback."
"262","No growth platforms as you will not know what will be your next level."
"263","Unmeritocratic or heavy political environment for promotions especially as you climb to the top; harder to move to other jobs if you stay too long so best to only spend a few years and move on to sell side or buyside for better career prospects; bonus structure is bad but fixed salary is decent"
"264","RH inexistente, baixa remuneração, não pensam em reter funcionários. Pessoas desmotivadas. Pessoal sênior sem habilidades de management. Altamente burocrático/"
"265","-Lots of red tape
-Bureaucracy slows down processes
-Inconsistent promotion system and pay across the firm"
"266","-Relatively low pay comparing to the industry"
"267","lacks of growth for people who want to move up, salary is on the lower end for financial services"
"268","Needs more innovation, Strategic Thinking"
"269","Weak management structure, unreasonable job expectations as most colleagues are available 24/7, lack of career path for those in regional offices"
"270","Work ebs and flows with the market. Some weeks are inundated with new sales, others are slow. The slow weeks allow you to focus more on research. Pros outweigh the cons."
"271","Little more sales aggression needed"
"272","Mercurial management - HR in EMEA is terrible. Misaligned, conflicts, back-biting, no leadership. Rudderless, and going nowhere fast. Overall HR leadership from the US isn't much better - recent HR transformation efforts were so terribly implemented and communicated."
"273","The degree of skill enhancing responsibilities for junior analysts vary greatly depending on department. Mobility across departments not difficult but not necessarily encouraged either."
"274","Managers lack leadership and only care about their own career progression."
"275","Slow decision making. No clear career pathing and limited opportunities for junior analysts; Well below average pay as compared to other Wall St. firms (but hey, they don't trade or bank...); current focus on cost cutting had led to longer hours, high turnover in particular for junior employees."
"276","Senior management lacks objectivity and tends toward herd-mentality"
"277","good project management"
"278","too much deliberation, does not always lead to the most effective decisions"
"279","Lower compensation and promotions could be arbitrary"
"280","none really, love my job and the workplace"
"281","upper management is terrible at relaying information to teams and has no clue what individuals do. they expect everything to be done with little to no care of employee morale."
"282","- advancement is 90% driven by politics or changing circumstances
- no room for non-conformity
- a lot of analysis and paralysis 
- overbearing rules & regulations"
"283","Management is near clueless and scrambled around way more than they should have"
